,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Djomb - Bien ou quoi,Bosh,4090709,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
2,Angela,Hatik,2486144,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
3,Italia,Jul,2352704,https://open.spotify.com/track/11Mq1tJwmFOig3BXxjqcQr
4,Allez nique ta m?re,Lacrim,2283435,https://open.spotify.com/track/7b0ZEfaKg3OctqL115hUAg
5,Anissa,Wejdene,2052579,https://open.spotify.com/track/62Pp6exz0ywSlBqvNqiY6Z
6,ROCKSTAR (feat. Roddy Ricch),DaBaby,1682782,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
7,Grand bain,Dadju,1671606,https://open.spotify.com/track/1fyVvRQsa095P7QK5Um7xH
8,Folie,Jul,1524411,https://open.spotify.com/track/3zbZNJ1yewL5HqjvIEjjUD
9,MAMACITA,Black Eyed Peas,1503661,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
10,JAUN?,Booba,1418576,https://open.spotify.com/track/4fW3EMRzAfj8aNMsF3zMwt
11,Sousou,Jul,1273424,https://open.spotify.com/track/4zfih9sHVVJMb0f7LRoAz8
12,Blinding Lights,The Weeknd,1235409,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
13,10K,Bol?mvn,1219943,https://open.spotify.com/track/07pzk5h8p2qRowPZb3YBKC
14,Roses - Imanbek Remix,SAINt JHN,1205276,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
15,MACINTOSH,Gambi,1202294,https://open.spotify.com/track/6UzGRgt50CWkj2ELI4twvX
16,Lettre ? une femme,Ninho,1201467,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
17,?a sent bon,Jul,1186117,https://open.spotify.com/track/1jNx8kPZZDu5RMNXS7AKMS
18,Skechers,DripReport,1183238,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
19,Mele?im,Soolking,1172545,https://open.spotify.com/track/0BD9boQC7jUTWkAoib4Z0d
20,6.3,Naps,1141389,https://open.spotify.com/track/3lTL4LdFKVF51lseI2nk5D
21,Tusa,KAROL G,1114594,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
22,Breaking Me,Topic,1065669,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
23,Blanche,Maes,1022470,https://open.spotify.com/track/5GyyPRvEwdI4wJSUbzxHQv
24,Veste Quechua,Jul,983037,https://open.spotify.com/track/1sVhgnJn5xmT2aC4l2Vxyp
25,Toosie Slide,Drake,969507,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
26,Que ?a dure,Jul,953708,https://open.spotify.com/track/5A5MuLA4J7V8MZ2UoexDtb
27,Crois-moi (feat. Ninho),DA Uzi,951584,https://open.spotify.com/track/69I4Eynuxdj6LEmpvG56u6
28,Bro Bro,Zola,938237,https://open.spotify.com/track/4mtY2gjqFFWTMnzaQPvERm
29,ily (i love you baby) (feat. Emilee),Surf Mesa,936947,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
30,Pour la street,Jul,914474,https://open.spotify.com/track/72j6CMlN5NCzF0oLMyfFcQ
31,Dybala,Maes,910053,https://open.spotify.com/track/4Nfak8iMF4kQfQ6Pa8Z79m
32,Distant,Maes,908534,https://open.spotify.com/track/1Sb7QJRawbARgpMqyYNMkT
