,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Lettre ? une femme,Ninho,5884933,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
2,Promo (feat. Damso),Ninho,2813604,https://open.spotify.com/track/1l3WcVBNpaXBIWGYefPV9b
3,6.3,Naps,2629021,https://open.spotify.com/track/6bzxAa3VCiIGzhjsxbHo5q
4,Zipette,Ninho,2242572,https://open.spotify.com/track/1Lulg5ZiMEXy3QNwb1PB8I
5,Every day (feat. Griff),Ninho,2205306,https://open.spotify.com/track/1AItNk9SzkLHmjWrEz4XvW
6,M.I.L.S 3,Ninho,2194838,https://open.spotify.com/track/3CdDFnkFxwd6mPZtTR9JzN
7,La puerta,Ninho,2094777,https://open.spotify.com/track/6hSrPj9ikfFsxE04iVYvCa
8,Centre commercial (feat. Heuss L'enfoir?),Ninho,1946570,https://open.spotify.com/track/4qDRw32NwvsGhQ4a9evbMm
9,Gros vendeurs,Ninho,1845596,https://open.spotify.com/track/14dBJOQG3mNCZK4m7i684L
10,Le jeu (feat. Yaro),Ninho,1841441,https://open.spotify.com/track/1malvU2QXTWKhVbQaCsCnE
11,Blinding Lights,The Weeknd,1839424,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
12,Intro,Ninho,1822685,https://open.spotify.com/track/61IbolPycynqLBQgK2qkLJ
13,Mauvais Djo,Ninho,1799567,https://open.spotify.com/track/2yTH2kLPOR2Hin61Qcdovr
14,Mele?im,Soolking,1775219,https://open.spotify.com/track/0RyGkLUzlkmu6EZadbOgZa
15,En chien,Ninho,1766389,https://open.spotify.com/track/4vWalWi55l3pa9zh4X7NBx
16,Ne reviens pas,Gradur,1691059,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
17,C'?tait le rap,Ninho,1680895,https://open.spotify.com/track/07JoaFTGT3QGuPn5EuusCZ
18,Filon,Ninho,1678732,https://open.spotify.com/track/0AvrSFPS8mN8OjUNCwemwa
19,Tu sais qu'on est gang (feat. H?s Copperfield),Ninho,1675501,https://open.spotify.com/track/2c5fZV0p0gtq136T40QhcV
20,The Box,Roddy Ricch,1549704,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
21,Blanche,Maes,1506354,https://open.spotify.com/track/5GyyPRvEwdI4wJSUbzxHQv
22,Bali,Ninho,1468478,https://open.spotify.com/track/7iEz8A6A5cHcFU8qLKlQjh
23,MD (feat. Niska),4Keus,1434142,https://open.spotify.com/track/7HnZCmNXgva6N3kZiK0NTn
24,Mill?simes,Ninho,1428289,https://open.spotify.com/track/6KDPQbwhILq3KKmDPrsZYL
25,Distant,Maes,1425520,https://open.spotify.com/track/1Sb7QJRawbARgpMqyYNMkT
26,Moulaga,Heuss L'enfoir?,1352627,https://open.spotify.com/track/5BfCoUcWNXcpyJfjXRIeyC
27,Dans l'espace (feat. Heuss l'Enfoir?),Gambi,1344300,https://open.spotify.com/track/2KAkkba3PaYFegfmYpUITv
28,Dybala,Maes,1241185,https://open.spotify.com/track/4Nfak8iMF4kQfQ6Pa8Z79m
29,Dance Monkey,Tones And I,1230855,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
30,Tusa,KAROL G,1222525,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
31,93% [Tijuana],GLK,1168856,https://open.spotify.com/track/45mzuuUWaRRLwIDifDferf
32,40%,Aya Nakamura,1012853,https://open.spotify.com/track/47LFcy7prvEY5D08d26zOo
33,Don't Start Now,Dua Lipa,990605,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
34,Roses - Imanbek Remix,SAINt JHN,959732,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
35,Falling,Trevor Daniel,950340,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
36,Avant toi,Vitaa,934480,https://open.spotify.com/track/4iNPp0BZ4lBu7bipdWLcWk
37,C?te Ouest,47ter,928158,https://open.spotify.com/track/4ZuuPLV4qYiznagLAFPHcW
38,ROXANNE,Arizona Zervas,926665,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
39,Calumet,Hornet La Frappe,914149,https://open.spotify.com/track/4hCHnvepjWmpP2kgYuEC7d
40,Valise,Rim'K,898383,https://open.spotify.com/track/4WNRbKU0oMQUvnGRXKWKoY
41,CAVALIERO,Booba,893614,https://open.spotify.com/track/6hluRlFf8XucT5KaELb7SF
42,Some Say,Nea,893058,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
43,Z?RO D?TAIL,Sneazzy,888820,https://open.spotify.com/track/1gpYSFGZNaTjynm0RWnzy1
44,La vie qu'on m?ne,Ninho,878825,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
45,Jamais,Mister V,868020,https://open.spotify.com/track/4jB8td98pbRVvTqtQ7I3MI
46,So Maness,Soso Maness,856568,https://open.spotify.com/track/7dwmTVQ6zSxowYtw2tFKww
47,Ride It,Regard,852313,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
48,Carr? VIP,Naps,822488,https://open.spotify.com/track/7mLfWNnbPJw5qAdukn4DX4
49,Oui ou non,Ang?le,813883,https://open.spotify.com/track/7rBP4bLjMLNkix1nGHjheP
50,Baian?,Bakermat,811578,https://open.spotify.com/track/430efk5Jc5wGay4EWP4snS
51,Week-end (feat. Leto),Timal,807633,https://open.spotify.com/track/793CoRrbz4REtL14m4SbgF
52,?TINCELLES,Sneazzy,805268,https://open.spotify.com/track/7s4w35bbNzcuq6fXDNHYCu
53,Street,Maes,797879,https://open.spotify.com/track/7x3kHHEczVkeuuFkUKjUv7
54,Woin Woin (feat. RK),Larry,793338,https://open.spotify.com/track/0vetigm1cKD8YvB37KCSHu
55,POPOPOP,Gambi,782501,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM
56,Ailleurs (feat. Maes),Timal,770322,https://open.spotify.com/track/5rTFwZ5ECdJTcMtm0O8mYS
57,Enfant compliqu?,Larry,703855,https://open.spotify.com/track/2WDPXXLSTnfKzHLVpyUFp5
58,Say So,Doja Cat,700026,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
59,Gang,Mister V,693116,https://open.spotify.com/track/10luKmtlbA2PO8tH3kurlJ
60,RITMO (Bad Boys For Life),Black Eyed Peas,664838,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
61,1?re fois,Imen Es,658399,https://open.spotify.com/track/1PA1LTNLAJrbJPWPxEFQvD
62,Loin de moi,Naza,648149,https://open.spotify.com/track/30kxl4FnaEFS2qZkec3Zak
63,Trampoline (with ZAYN),SHAED,646499,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
64,Que Calor (with J Balvin & El Alfa),Major Lazer,626611,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
65,Never Seen the Rain,Tones And I,623237,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
66,Promis (feat. PLK),Timal,621967,https://open.spotify.com/track/25ji4nGiHRJhdBkQ1CAike
67,Mec de cit?,Yaro,610473,https://open.spotify.com/track/0ZgS1ThlLDBfoSLwLc8AfO
68,everything i wanted,Billie Eilish,605177,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
69,Maman ne le sait pas (feat. Niska),Ninho,599043,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
70,Memories,Maroon 5,596629,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
71,God Bless (feat. Damso),Hamza,581120,https://open.spotify.com/track/2oT2g4vkjRaFOcUtdOf9eg
72,Allez les gros,Marwa Loud,578705,https://open.spotify.com/track/3t3QMbpJic6WPVDapRDUJm
73,Pirelli,Mister V,576277,https://open.spotify.com/track/7FZoYJcmCB22N0lAg52nZG
74,B?ni (feat. Maes),Kaza,572705,https://open.spotify.com/track/47RwQRv4yMDZJc2GwMR9Tq
75,B?timent,Niska,570455,https://open.spotify.com/track/7FF6HRsQlc0CtfAbLmrEGX
76,Stupid Love,Lady Gaga,566638,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
77,"Alone, Pt. II",Alan Walker,560068,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
78,Goutte d'eau,Ninho,557423,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
79,death bed (coffee for your head),Powfu,539617,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
80,Imparfait,Maes,538970,https://open.spotify.com/track/2oA44GF1ypyWTH18HGLXIS
81,La 13,Timal,537967,https://open.spotify.com/track/7MQPQssaXaj3ztFOuqx8AK
82,Gasolina (feat. Gambi),Hamza,535496,https://open.spotify.com/track/1Wfe6IKCZDWqKSXNmn2tvt
83,J'allume,Josman,529787,https://open.spotify.com/track/2IAkdkY7ZioBelxNp2ba3L
84,Putana,Ninho,528792,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
85,bad guy,Billie Eilish,526630,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
86,H? OH,Gambi,524604,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9
87,L'adresse,47ter,522533,https://open.spotify.com/track/2imn6s1bQUKShiC7Ab2Lp5
88,Yummy,Justin Bieber,505659,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
89,HRTBRK #2,Kaza,484263,https://open.spotify.com/track/0zehnMnrIcZrl23McnKDMc
90,Silicon?,Niska,483365,https://open.spotify.com/track/4pmQt0EAXwy2SyXOJJ2bPU
91,Un peu de haine,PLK,477805,https://open.spotify.com/track/5yYfCoMrhcuxMP9CAmA2rU
92,Reste,GIMS,476418,https://open.spotify.com/track/3ebaeB2BdCEgZmwKv7p2r5
93,Ma belle,Moha La Squale,471023,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D
94,Dans tes yeux,Kaza,462690,https://open.spotify.com/track/46ZFuxrYY3ar9Jdf6RDMDP
95,La zone feat. Booba,SDM,458725,https://open.spotify.com/track/682BwhJ9uCSZFn45wwl8MF
96,JCVD,Jul,456011,https://open.spotify.com/track/10iesoGb4mCYTcur1QfdO9
97,Ma vie,Dadju,454843,https://open.spotify.com/track/2WFa5RbfyeoBDGNkg3OD7M
