,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Air Max,Rim'K,1782426,https://open.spotify.com/track/2XESFfYekQ0mRau2GXjT3E
2,Ramenez la coupe ? la maison,Vegedream,1288483,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
3,In My Feelings,Drake,1222086,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
4,Solo (feat. Demi Lovato),Clean Bandit,1077166,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
5,Ma 6t a craqu? (feat. Ninho),Kpoint,994104,https://open.spotify.com/track/2NUIWpL6IsYGkwfSN7basS
6,One Kiss (with Dua Lipa),Calvin Harris,986644,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
7,Feu de bois,Damso,958016,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
8,Taga,Hornet La Frappe,926505,https://open.spotify.com/track/4xrIWVwDYmJ5KFXinj82TG
9,Django,Dadju,919842,https://open.spotify.com/track/14hLSMLJ86sHRklJ62tH58
10,Nevermind,Dennis Lloyd,914861,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
11,Compl?tement sonn?,KeBlack,897928,https://open.spotify.com/track/4bZOVCf1wiNELuCH34rFDl
12,Billets verts,Maes,879563,https://open.spotify.com/track/61SYuUg9rokbvIPxzrhxd0
13,Smog,Damso,868316,https://open.spotify.com/track/1h1wmYG39fp6ZTgwlJ3Cv3
14,Girls Like You (feat. Cardi B),Maroon 5,862423,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
15,Djadja,Aya Nakamura,861410,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE
16,Woah,Sofiane,858003,https://open.spotify.com/track/196cSZjrDdgaJILT3cpfYl
17,Santana,Alonzo,856579,https://open.spotify.com/track/0G0WC5ghZRRH6LJNNXtK1W
18,Habitu?,Dosseh,844335,https://open.spotify.com/track/76HlSm9QxyXxpks5HTYS0F
19,Rise,Jonas Blue,819093,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
20,Toto et Ninetta,Jul,799479,https://open.spotify.com/track/4DMSNaJcSirQN31BSf2BeZ
21,Mafiosa (feat. Caroliina),Lartiste,782042,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
22,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,775428,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
23,A l'Ammoniaque,PNL,772481,https://open.spotify.com/track/6aH3QgooXRmx8k8jzrSm3V
24,Alright,Jain,757809,https://open.spotify.com/track/145QaTU2UvcUNkC04RIYkT
25,Juste pour voir,S.Pri Noir,750998,https://open.spotify.com/track/0JOJx8jx0dWZk33MsvRZrB
26,SAD!,XXXTENTACION,743695,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
27,Luna,Moha La Squale,715614,https://open.spotify.com/track/55PyQALchJn43CGeN6XHAN
28,STARGAZING,Travis Scott,711393,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
29,I Like It,Cardi B,702104,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
30,Guerilla,Soolking,678497,https://open.spotify.com/track/6pJMDcYj8jHDGdEVWNwBMH
31,Moonlight,XXXTENTACION,647849,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
32,In My Mind,Dynoro,626307,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
33,Bad Boy,Marwa Loud,622227,https://open.spotify.com/track/0N90EmHdOXLnTYDoeLwsmr
34,Un Poco,Ninho,619884,https://open.spotify.com/track/3MVTefqbeNX5yHFOmnHy3X
35,Audio,Sia,617161,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
36,La m?me,GIMS,599676,https://open.spotify.com/track/7HK0UeyxUWJjc6ndRZVKFg
37,Jackie Chan,Ti?sto,580149,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
38,Demain - Bigflo & Oli X Petit Biscuit,Bigflo & Oli,573971,https://open.spotify.com/track/79m95shJaTK0aSogeQQTyD
39,FRIENDS,Marshmello,573849,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
