,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Ma belle,Moha La Squale,1993779,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D
2,Elle est bonne sa m?re,Vegedream,1576959,https://open.spotify.com/track/7j56bK7gq6iV7zsD6lbP4J
3,Se?orita,Shawn Mendes,1507376,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
4,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,1386442,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
5,Tricheur,Nekfeu,1344470,https://open.spotify.com/track/7C7GtWZmyicqjBDbAWPsCp
6,Dance Monkey,Tones And I,1226502,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
7,Probl?mes,PLK,1198656,https://open.spotify.com/track/5Q9gwUMjyhkgrQCB3EzIEZ
8,Nique la BAC,Lorenzo,1097360,https://open.spotify.com/track/4VzalpjiHHK5cKSgrZuNjg
9,Lalala,Y2K,1051501,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
10,Compliqu?,Dadju,1048695,https://open.spotify.com/track/2On7uB8PN8JJmBNsms8unQ
11,Old Town Road - Remix,Lil Nas X,1027088,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
12,M?dicament,Niska,1010099,https://open.spotify.com/track/55mCsKCo4bPuYtZvHppp8z
13,Bitch (feat. Vald),Lefa,1002665,https://open.spotify.com/track/65hdAdd1skq94ecWH4vfJI
14,H? OH,Gambi,980787,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9
15,Tes parents (feat. Ninho),Leto,964094,https://open.spotify.com/track/0G0ZyEQyc3IBcRnYCvtTwb
16,Soleil,Rom?o Elvis,906493,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2
17,JCVD,Jul,906199,https://open.spotify.com/track/10iesoGb4mCYTcur1QfdO9
18,Maman ne le sait pas (feat. Niska),Ninho,898486,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
19,RR 9.1,Koba LaD,871816,https://open.spotify.com/track/28fP6qcMGPfYOjrx8AOWFn
20,La vie qu'on m?ne,Ninho,856156,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
21,Du lundi au lundi,Niska,829327,https://open.spotify.com/track/2rJwZ2hpAm35mpqf5Ceuh9
22,Damdamdeo,Lorenzo,811883,https://open.spotify.com/track/1r7Uste80NvDFq2ejM2K5D
23,L'odeur du charbon,Dosseh,801535,https://open.spotify.com/track/6atrzNHhWlXTolcIKAjSq2
24,Four,Koba LaD,783852,https://open.spotify.com/track/3kxl1E1Y43M4vgckXfrSgk
25,Piece Of Your Heart,MEDUZA,762722,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
26,Dans l'univers,Nekfeu,752207,https://open.spotify.com/track/2PYXOG6GdxF9sUIH2NfOAD
27,Hola Se?orita,GIMS,734302,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg
28,I Don't Care (with Justin Bieber),Ed Sheeran,720099,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
29,Pookie,Aya Nakamura,699942,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
30,Cheum,Nekfeu,691133,https://open.spotify.com/track/5dkSQ8ExtSaS5diqiQosOk
31,Aristocrate,Heuss L'enfoir?,673450,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt
32,Papers (feat. Ninho),Zola,671940,https://open.spotify.com/track/3vmoC735YdyvsrF0HtbmGn
33,Au DD,PNL,664939,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
34,Goutte d'eau,Ninho,662839,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
35,Passa passa (#BooskaMechant),Niska,657069,https://open.spotify.com/track/2AFEY781u68sON4BTSPJz4
36,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,650763,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
37,Soldi,Mahmood,634997,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
38,Zem?r,Soolking,613752,https://open.spotify.com/track/68av1mZz0VsIYXJWATZWUW
39,B?n?fice max,Djadja & Dinaz,609184,https://open.spotify.com/track/2tA1UUhk2WH3wI1nAXSNBc
40,China,Anuel AA,606298,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
41,bad guy,Billie Eilish,603043,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
42,Goodbyes (Feat. Young Thug),Post Malone,600671,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
43,Elle pleut,Nekfeu,599366,https://open.spotify.com/track/4kqsT3yDyJr1KZ2AkM9qfD
44,Con Calma,Daddy Yankee,592956,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
45,GLAIVE,Booba,571584,https://open.spotify.com/track/4kgHfnWMk3rK5upoZgJrFr
46,Never Go Back,Dennis Lloyd,567483,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
47,Let Me Down Slowly,Alec Benjamin,566359,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
48,Blanka,PNL,560145,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
49,Someone You Loved,Lewis Capaldi,553941,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
50,Beautiful People (feat. Khalid),Ed Sheeran,552295,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
51,Putana,Ninho,551386,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
52,Power Rangers,Lorenzo,544172,https://open.spotify.com/track/2WZ09SXfgwAdBXB0KYK6ec
53,Balance ton quoi,Ang?le,542779,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
54,Quotidien,Koba LaD,535123,https://open.spotify.com/track/2abVYMtriZHHIDGFZFT5ij
55,Don't Call Me Up,Mabel,533130,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
56,Arc-en-ciel,Booba,528728,https://open.spotify.com/track/07qHCBBSRswIsfs0waYdjC
57,Les m?chants,Heuss L'enfoir?,519557,https://open.spotify.com/track/0r64LBR8RlnXcdd5HTFubd
58,Tel Me,Jul,518655,https://open.spotify.com/track/4ml7hnH3FtGeUDMhzVmnrj
59,Binks,100 Blaze,513597,https://open.spotify.com/track/1kX5NXQDQbvqhxvisCv1Ok
60,Ransom,Lil Tecca,509764,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
61,Toujours plus,Lorenzo,508955,https://open.spotify.com/track/2j3OKdwiMwLQUXHYJ5v1y8
62,Higher Love,Kygo,501870,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
63,Flou,Ang?le,498386,https://open.spotify.com/track/3b89BehicGUgc60pLBo092
64,San Pellegrino,Chily,486056,https://open.spotify.com/track/30Mqfip5b5lCDpCLRvsrTq
65,Matin,Koba LaD,484067,https://open.spotify.com/track/3COpbW4W1Qab0ZqiHZxdjv
66,Monster,LUM!X,482535,https://open.spotify.com/track/0YU17F0BlVXvmx5ytsR43w
67,MBK Rocket,Lorenzo,477300,https://open.spotify.com/track/3aleQrFycCdgq6DpxEPBKn
68,Rappelle-toi,Naps,463475,https://open.spotify.com/track/6dgLDzgL0JYxFr3PjppsnS
69,Mirador,Kezah,451680,https://open.spotify.com/track/4j5Bb0saeXmiz62XIZjcHj
70,Les ?toiles vagabondes,Nekfeu,441574,https://open.spotify.com/track/01dqWNKgM2ujxu7HacaQwI
71,Instagram,Dimitri Vegas & Like Mike,441458,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
72,How Do You Sleep?,Sam Smith,438493,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
73,Pardon maman,RK,437746,https://open.spotify.com/track/3lcji9p6PgHYftz88p9SW4
74,Trop beau,Lomepal,437250,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
75,Omega,Kaaris,434700,https://open.spotify.com/track/5B4QMW5PC14QKueg318rhY
76,Jazz,Eva,428670,https://open.spotify.com/track/2cJb7E0M81nAKl4tkZS3v9
77,boyfriend (with Social House),Ariana Grande,424986,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
78,Rescue Me,OneRepublic,424304,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
79,Poss?d?,Djadja & Dinaz,423824,https://open.spotify.com/track/6g8Waa9vcFQP1FElldjfRr
80,C?te Ouest,47ter,422395,https://open.spotify.com/track/5Q8gCS68FITJDiWnedMejb
81,Kekchose,Lorenzo,418638,https://open.spotify.com/track/1jkQ86kN8w0KKUV2bHJcfN
82,Alunissons,Nekfeu,412792,https://open.spotify.com/track/67bPDXCsUNsxyNnNg3jYGO
83,Madrina,Maes,407086,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH
84,Me Gusta,DTF,404791,https://open.spotify.com/track/3ezXlfmUHipr8A2pH3uNcQ
85,JTC,Kalash,401634,https://open.spotify.com/track/2IlBgMGbkKDfu7qveyT9AB
86,CÅfest Elle,Alonzo,400179,https://open.spotify.com/track/7gFue3UseWrimCsI1gdJIE
87,Le coach (feat. Vincenzo),Soprano,399436,https://open.spotify.com/track/1RighqmKZNqLP9rklJ4HCz
88,?a va ?a vient,Vitaa,398909,https://open.spotify.com/track/3xbws1uOAaxeTPEviKWONY
89,Khapta,Heuss L'enfoir?,398403,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
90,Billets verts,Maes,397205,https://open.spotify.com/track/3uTNli5uz5rNOqD6qZFi8L
91,Je M'en Tape,OBOY,396976,https://open.spotify.com/track/4VMWKOG1q8nE4OHjqLHkZn
92,Le temps est bon,Bon Entendeur,395520,https://open.spotify.com/track/0xh5kFdNkx6h7K1z7XpDqX
93,C'est pas grave,Columbine,393376,https://open.spotify.com/track/7MPC1qtCR74fdc9jNdFHeH
94,Nous deux,Lorenzo,387860,https://open.spotify.com/track/5WcW7qcdyPgCrteSgFYSxa
95,All Around The World (La La La),R3HAB,387380,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
96,Allez reste (feat. Vianney),Boulevard des Airs,384673,https://open.spotify.com/track/1QjKfNGfDuMiVuF8x7cj0R
97,Impec,Lorenzo,379568,https://open.spotify.com/track/3OD2mvxW9oxfcSZFm7Eb4B
98,Ritual,Ti?sto,379495,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
99,Oh la folle,Marwa Loud,376508,https://open.spotify.com/track/5fW4TKcWuk4hgasD60JyZv
100,Sexto,Lorenzo,375959,https://open.spotify.com/track/504JJmqZZnsfeWz8nKHKia
101,Ken Kaneki,Nekfeu,370576,https://open.spotify.com/track/08QXSGwwI8Qu4IQEV3AfM6
102,Birds,Imagine Dragons,367041,https://open.spotify.com/track/6Tvzf3VEi16JMhAgOwdt2y
103,Sale mood,Bramsito,366069,https://open.spotify.com/track/5TlGrvOMiAltKgRw3anXKo
104,Dingue,PLK,364738,https://open.spotify.com/track/4a4cTUsFiyPN8jaHt2xf18
105,1000ÅãC,Lomepal,362759,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou
106,Menteur menteur,Nekfeu,362671,https://open.spotify.com/track/27MoaZnyF4chxovDTuIKol
107,La Guenav,Gambi,361508,https://open.spotify.com/track/0kH4ZE0SewdiPUUgbQNVSU
108,Nana,Lorenzo,357938,https://open.spotify.com/track/3at8iNHLzE5EizkFWoQzCK
109,MOWGLI II,PNL,355162,https://open.spotify.com/track/1w2OwBeojIZI8hTI5WkMkV
110,Tout oublier,Ang?le,354143,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
111,Premier pas,Nekfeu,351899,https://open.spotify.com/track/3Q35CdXXoyb2AxDghgadZZ
112,Deux fr?res,PNL,350217,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7
113,Voyage l?ger,Nekfeu,348396,https://open.spotify.com/track/5FJUbcs6V1sMuDNw0GM2NQ
114,Old Town Road,Lil Nas X,348140,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH
115,Liquide,Shay,347465,https://open.spotify.com/track/7tWc8HZfqJSZoK7uukmw8X
116,NWR,Maes,346916,https://open.spotify.com/track/4tWVLBZ3EiSqegpf4jBsei
117,Haut standing,SCH,346023,https://open.spotify.com/track/7iuIofLDxuD3BXmUmStKWR
118,Las Vegas,Jok'air,345992,https://open.spotify.com/track/6L2bXG181V9k56XS167r1P
119,Children,MATTN,345740,https://open.spotify.com/track/1T0t45jhIuaXiCBOTFyUdN
120,Parler de quoi,Lorenzo,343750,https://open.spotify.com/track/1I2R0JFkRH4c2BX0y7PMDA
121,Voyage auditif,Lorenzo,341664,https://open.spotify.com/track/7blCa3xM3E8sHOjMSOS6nk
122,Calma - Alan Walker Remix,Pedro Cap?,338025,https://open.spotify.com/track/1aSarrHE1TK9vSmyozuo4K
123,Only Human,Jonas Brothers,337640,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
124,bad guy (with Justin Bieber),Billie Eilish,337169,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
125,Ma guapa,H?s Copperfield,336393,https://open.spotify.com/track/1pV9HAOC2RzQ9mtbykEkl1
126,Muerte,Landy,335193,https://open.spotify.com/track/2ekO98VdclK2zGYJYPixcv
127,Alibi,Eva,333272,https://open.spotify.com/track/3xpMaHXEDMGxukixMcbfxD
128,Kitoko,Eva,328339,https://open.spotify.com/track/2XnjeLLa8kIgYUjNQuJ24v
129,Massa (feat. Mister V),Dinor rdt,326403,https://open.spotify.com/track/3qSorwKiNvpqrT2PrQOUJs
130,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,326024,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
131,Feu de bois,Damso,322758,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
132,?motif (Booska 1H),PLK,322072,https://open.spotify.com/track/1O2mX6MrjsJlkCGEF0TVWL
133,Takotsubo,Nekfeu,317532,https://open.spotify.com/track/6La7yrDZgV4kYOk1HrQZvs
134,Be Honest (feat. Burna Boy),Jorja Smith,316236,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd
135,Ecrire,Nekfeu,315909,https://open.spotify.com/track/7CnlMI3z4COC5WDzkKpeCF
136,LVC,Shotas,315061,https://open.spotify.com/track/1RE1SDPjuilKM6tLIMxTtP
137,Pumpidup,Lorenzo,312591,https://open.spotify.com/track/79KFxE3XWq2kf3eB3ALzAL
138,En bas (feat. Siboy),4Keus,311883,https://open.spotify.com/track/0raZ9gl4gn6KEB0h93FxMk
139,Tha?lande,Dosseh,311114,https://open.spotify.com/track/1FkKaz2v65DsN4WlGsgoqu
140,Promesses,Bigflo & Oli,311003,https://open.spotify.com/track/5qkUZ9gfkILxc135ZOMx1O
141,Hit Sale (feat. Rom?o Elvis),Therapie TAXI,310315,https://open.spotify.com/track/3yndKI4zWEyC36BQYrdKBA
