,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Bande organis?e,13 Organis?,2773854,https://open.spotify.com/track/6YzQOngfcV0W9F8UOTnEEK
2,Coffre plein,Koba LaD,1996930,https://open.spotify.com/track/70pkwEEG7nDTXBFqoGQkH0
3,Fever,Dua Lipa,1939670,https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w
4,Joli b?b?,Naza,1621195,https://open.spotify.com/track/6ARJHbYGKNatxHVghTkWWp
5,Mood (feat. iann dior),24kGoldn,1314827,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
6,Tout en Gucci,Ninho,1283298,https://open.spotify.com/track/0i5GJckWb9uCZU4jcGoBca
7,Cabeza,OBOY,1194235,https://open.spotify.com/track/66tNDqYNR2S6Svwgm3BMi9
8,Grand bain,Dadju,1174645,https://open.spotify.com/track/0W4MOQ2kTOm1y7ooahgQP1
9,Privil?ge,Ninho,1169426,https://open.spotify.com/track/5ncpCHAq0EcL8RCFUqaQLG
10,Pilote (feat. Hamza),PLK,1101422,https://open.spotify.com/track/12GV2Wr4p1hBWQCrQcVsew
11,Dieu merci,Dadju,1100365,https://open.spotify.com/track/1HDqaIxeJ70BTHgZWEuaeT
12,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1095855,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
13,? la f?te,UZI,1060341,https://open.spotify.com/track/0qARyMVNjA6q1uxxO3nofB
14,positions,Ariana Grande,1025425,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
15,Toutes les couleurs,Ninho,915942,https://open.spotify.com/track/7s0TcSgr6VzxjJ4S9VuJc9
16,Amour toxic,Dadju,912216,https://open.spotify.com/track/70APCdHsWV5BEsacwjzXmd
17,Macaroni (feat. Ninho),Leto,892960,https://open.spotify.com/track/4Z9CNGHElj2rLkB8mQdvnA
18,What You Know Bout Love,Pop Smoke,889938,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
19,La meilleure,Hatik,874241,https://open.spotify.com/track/2g63GxCZUmhsr4XoKR93F6
20,Kitchen,Ninho,837681,https://open.spotify.com/track/5I8kv3tXlmFkbS0jlfleHx
21,Pas de reine,Koba LaD,830208,https://open.spotify.com/track/6S5zBMqjRM4Ysr8hsV7G1Z
22,Slide,Bosh,825494,https://open.spotify.com/track/1nikTDDXqLfm9naa48m6FI
23,Boston George,Lacrim,819438,https://open.spotify.com/track/0LU7THzZmFI0k5Z9Upxbto
24,Encore,Koba LaD,819035,https://open.spotify.com/track/0OlE17VM4jDcmQb96RqxcX
25,BXL ZOO,Damso,799290,https://open.spotify.com/track/7BO3y8lmogACezwHqZ1HTB
26,7 sur 7,Koba LaD,780829,https://open.spotify.com/track/7hY4m8cDhkRPz3sSyJXN7z
27,My Salsa,Franglish,779897,https://open.spotify.com/track/7IJIj326qJJA6oi6EpFCBD
28,Mac 11,Ninho,764392,https://open.spotify.com/track/15UV9ARr2bzPOEZb2QbTae
29,L'?toile sur le maillot,13 Organis?,731769,https://open.spotify.com/track/27TFzldNvbEHjUGhmPtwB3
30,Angela,Hatik,694860,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
31,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,687634,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
32,Doudou,Aya Nakamura,667241,https://open.spotify.com/track/30WpoaLVDKtlnNnzoEcN2p
33,911,Damso,656419,https://open.spotify.com/track/2chIkORxBLpPVgruGiMY8k
34,La zone,91 All Stars,656177,https://open.spotify.com/track/4oLp7k4fINGrjuNxElKKGw
35,Cooler Than Me,Lucky Luke,651549,https://open.spotify.com/track/525GY0mXYnxajolwgS8Eaz
36,Probl?mes du matin,Ninho,649999,https://open.spotify.com/track/1n4Ud9ZkZY5mA7QfIu53r8
37,Sur paname,Ninho,645201,https://open.spotify.com/track/6yEyXUuKsHa2byKddTnA6r
38,Goosebumps,HVME,640993,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
39,DEUX TOILES DE MER,Damso,625912,https://open.spotify.com/track/7yN9Qx1HtE4c1fhakBz8Ay
40,On sait jamais (feat. Niska),PLK,612933,https://open.spotify.com/track/216QmkNpU3hIjeZtGocb9B
41,Elle me demande,Dadju,609252,https://open.spotify.com/track/4GIvavXJJ0k0NDR8j6ipnR
42,Head & Heart (feat. MNEK),Joel Corry,602655,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
43,beau-papa,Vianney,600622,https://open.spotify.com/track/5wXkbtZO1HsOQ1P75zi35p
44,Lettre ? une femme,Ninho,595364,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ
45,No me ama,Lucenzo,592247,https://open.spotify.com/track/7vdq8RlxxuhB1GFIN9FIlI
46,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,588658,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
47,American Airlines,Sofiane,583566,https://open.spotify.com/track/3bmz7e9Un3FQRIzXgHBXIG
48,Zipette,Ninho,576930,https://open.spotify.com/track/1Lulg5ZiMEXy3QNwb1PB8I
49,Blinding Lights,The Weeknd,575486,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
50,Take You Dancing,Jason Derulo,569069,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
51,Jerusalema (feat. Nomcebo Zikode),Master KG,566251,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
52,you broke me first,Tate McRae,555713,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
53,Dynamite,BTS,550602,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
54,Va dire ? ton ex,Dadju,550262,https://open.spotify.com/track/3eqwBUWgebO3QOkyNhAXrD
55,Omar,Koba LaD,546285,https://open.spotify.com/track/78vrRSUDJIbYrGe3UsTF6Q
56,13 balles,13 Organis?,541525,https://open.spotify.com/track/6SI92k6CZQAgVf7fq1rSpx
57,Lonely (with benny blanco),Justin Bieber,541201,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
58,Control,Zoe Wees,533812,https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
59,But en or,Kalash Criminel,528062,https://open.spotify.com/track/6j6KUUyDtjvBz4mkApf9hl
60,Djomb - Bien ou quoi,Bosh,516198,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
61,Freeze Ra?l,Freeze corleone,509457,https://open.spotify.com/track/6DPrYPPGYK218iVIZDix3i
62,Jolie nana,Aya Nakamura,504558,https://open.spotify.com/track/34FbkFgAbv4ffvhL2XQMVm
63,Mais je t'aime,Grand Corps Malade,490233,https://open.spotify.com/track/2twcZTB1udOEzDCPpTiOju
64,Paye,Larry,488156,https://open.spotify.com/track/5wXJNvoVOZBmB9b4EDP8xW
65,WAP (feat. Megan Thee Stallion),Cardi B,486027,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
66,Ride (avec Leto),Tayc,483110,https://open.spotify.com/track/5RbQUbl88J1AiYFMROoL4t
67,Who's Laughing Now,Ava Max,478273,https://open.spotify.com/track/2ICse7t8MB60EFk6o9aUyw
