,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Smog,Damso,3150062,https://open.spotify.com/track/1h1wmYG39fp6ZTgwlJ3Cv3
2,Feu de bois,Damso,2677602,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
3,Silence,Damso,2049862,https://open.spotify.com/track/3cYf24Pf7oqX9XOHHrWy38
4,60 ann?es,Damso,1937201,https://open.spotify.com/track/3mqq0Z92V15UZX4veTK1C3
5,Julien,Damso,1909202,https://open.spotify.com/track/72EqEemOS6xMrn3zmzL12Y
6,Baltringue,Damso,1829587,https://open.spotify.com/track/0m1jupQxvvQFqNeO7RXnK8
7,Dix leurres,Damso,1751947,https://open.spotify.com/track/7D2KvtZkgkTKWYu2X24qyv
8,M?me issue,Damso,1721904,https://open.spotify.com/track/1HDv4ptf1kBNMzqmlL3JcI
9,Festival de r?ves,Damso,1713741,https://open.spotify.com/track/3i83LMUDd2hMIBzKDPuMrq
10,Introduction (Damso / Lithop?dion),Damso,1673340,https://open.spotify.com/track/0JOMo3ok3MKpwfKgpwzHdR
11,Aux paradis,Damso,1595828,https://open.spotify.com/track/7KpaIREkfpgRuY8OmGwqh9
12,William,Damso,1491772,https://open.spotify.com/track/1CoD4tVvtBoW9Tzb9FaDsM
13,NMI,Damso,1468041,https://open.spotify.com/track/4rn74Ia600sIwmc29vCSDM
14,Perplexe,Damso,1465997,https://open.spotify.com/track/5iVtoXayrk2o1lztYYYTff
15,Noir meilleur,Damso,1417162,https://open.spotify.com/track/7snM16IPaoNqJyfMx35DSr
16,Habitu?,Dosseh,1393837,https://open.spotify.com/track/5N2IdMvsijo5D0Jl3iz6yu
17,Ips?it? - Bonus Track,Damso,1371563,https://open.spotify.com/track/1bWACDppxjESmjkXMl6cnI
18,Tard la night,Damso,1250083,https://open.spotify.com/track/1fC9fXaAcGij5csr982PPG
19,Mafiosa (feat. Caroliina),Lartiste,1168249,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
20,Djadja,Aya Nakamura,1163472,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE
21,SAD!,XXXTENTACION,1143293,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
22,One Kiss (with Dua Lipa),Calvin Harris,1100766,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
23,X,Nicky Jam,991525,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
24,Santana,Alonzo,983957,https://open.spotify.com/track/0G0WC5ghZRRH6LJNNXtK1W
25,Moonlight,XXXTENTACION,945125,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
26,no tears left to cry,Ariana Grande,870179,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
27,Nevermind,Dennis Lloyd,855540,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
28,La m?me,GIMS,841686,https://open.spotify.com/track/7HK0UeyxUWJjc6ndRZVKFg
29,Un Poco,Ninho,838229,https://open.spotify.com/track/3MVTefqbeNX5yHFOmnHy3X
30,"Va Bene - Extrait de la BOF de ""Taxi 5""",L'Alg?rino,767091,https://open.spotify.com/track/7qibGVhkRyQ4kgYwzZu7iG
31,Hit Sale (feat. Rom?o Elvis),Therapie TAXI,699419,https://open.spotify.com/track/3yndKI4zWEyC36BQYrdKBA
32,I Like It,Cardi B,693756,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
33,Jocelyn Flores,XXXTENTACION,690036,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
34,FRIENDS,Marshmello,683190,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
35,"Bella ciao (feat. Ma?tre Gims, Vitaa, Dadju & Slimane)",Naestro,679076,https://open.spotify.com/track/1XcnxfOeLvLPGh2Drr2yNb
36,Ips?it?,Damso,659018,https://open.spotify.com/track/2cqIyMApTDUOo6VO5VFQsH
37,God's Plan,Drake,648922,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
38,Flames,David Guetta,648805,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
39,Bob Marley,Dadju,646312,https://open.spotify.com/track/6L6yn9GeVqnlWX1npp6rAK
40,Solo (feat. Demi Lovato),Clean Bandit,627405,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
41,changes,XXXTENTACION,620934,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
42,Juste pour voir,S.Pri Noir,600600,https://open.spotify.com/track/0JOJx8jx0dWZk33MsvRZrB
