,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Ne reviens pas,Gradur,5511081,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
2,Mayday (feat. Ninho),SCH,2493084,https://open.spotify.com/track/1SVuEeerYIwjCRsF5MGzX3
3,Dance Monkey,Tones And I,2211382,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
4,POPOPOP,Gambi,2118078,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM
5,R.A.C.,SCH,1495199,https://open.spotify.com/track/0GN6DWiR9Pf2su3vJF5c0x
6,Woin Woin,Larry,1481122,https://open.spotify.com/track/5Oh8sPyFYM4gAR3KmmDH7I
7,Oui ou non,Ang?le,1472616,https://open.spotify.com/track/7rBP4bLjMLNkix1nGHjheP
8,H? OH,Gambi,1363726,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9
9,?a ira,SCH,1345021,https://open.spotify.com/track/47yhjEwyOgNPPLHLL8OGLV
10,40%,Aya Nakamura,1297828,https://open.spotify.com/track/47LFcy7prvEY5D08d26zOo
11,Cervelle,SCH,1289362,https://open.spotify.com/track/4e2q9avvbOM0yjPKE2X0ea
12,Loin de moi,Naza,1246521,https://open.spotify.com/track/30kxl4FnaEFS2qZkec3Zak
13,C?te Ouest,47ter,1212932,https://open.spotify.com/track/4ZuuPLV4qYiznagLAFPHcW
14,All Eyes On Me,SCH,1208369,https://open.spotify.com/track/6zc8CRXBNH4vwzmCEDOjkO
15,Rari,Gradur,1199298,https://open.spotify.com/track/24UpsIBzHloZfiimVLUUFx
16,Baden Baden (feat. Ma?tre Gims),SCH,1198480,https://open.spotify.com/track/424TSKJiIaMkTNmG5uRi85
17,Petit coeur,SCH,1191333,https://open.spotify.com/track/6FcipTcY8VIJsWhMo7bbsY
18,Ma vie,Dadju,1099300,https://open.spotify.com/track/5HQw9ij3dkr7ZJYUYe82ho
19,Mortel,Koba LaD,1075068,https://open.spotify.com/track/1R08aR16OkyUIEISNPj8vA
20,BLH,Gradur,1032624,https://open.spotify.com/track/6CfGQzfXt10xyTt6QYKueh
21,Interlude,SCH,1019973,https://open.spotify.com/track/0WOy0qsl5SFav0JRTXEmYj
22,Memories,Maroon 5,1019068,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
23,Compliqu?,Dadju,1009842,https://open.spotify.com/track/5eFzibilHIMCdcQgtkHw1F
24,Tant pis,SCH,991675,https://open.spotify.com/track/5CTYsp5rMtReLkIBMYYXg8
25,B?timent,Niska,989986,https://open.spotify.com/track/7FF6HRsQlc0CtfAbLmrEGX
26,Street,Maes,989870,https://open.spotify.com/track/0MtMUDO6tzHq1ux9rwSJhl
27,M?chant Sheguey,Gradur,930226,https://open.spotify.com/track/2vMfUIiaC26nUzfmRElv50
28,Trampoline (with ZAYN),SHAED,906389,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
29,Dans l'univers,Nekfeu,900387,https://open.spotify.com/track/2PYXOG6GdxF9sUIH2NfOAD
30,Baian?,Bakermat,892255,https://open.spotify.com/track/430efk5Jc5wGay4EWP4snS
31,RITMO (Bad Boys For Life),Black Eyed Peas,887221,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
32,Paye,SCH,868782,https://open.spotify.com/track/0zn7xAOp3EeemT2JwPtJW4
33,Un peu de haine,PLK,858275,https://open.spotify.com/track/5yYfCoMrhcuxMP9CAmA2rU
34,La vie qu'on m?ne,Ninho,837795,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
35,Super Silver Haze (feat. Heuss L'Enfoir?),SCH,835166,https://open.spotify.com/track/3iHZjj0VbqCP9NtmwiTIFS
36,Ride It,Regard,834207,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
37,Marie,Koba LaD,832161,https://open.spotify.com/track/4NcZKLjdfTJLpaCOspAjQn
38,Solitude (feat. Rim'K),SCH,830200,https://open.spotify.com/track/4QFTphjQvxptMVSFxreHkl
39,Reste,GIMS,820818,https://open.spotify.com/track/3ebaeB2BdCEgZmwKv7p2r5
40,Ciment,SCH,809942,https://open.spotify.com/track/7caqk7n1MxykH9QKOktha6
41,Ma belle,Moha La Squale,807550,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D
42,Zone 59,Gradur,806316,https://open.spotify.com/track/7mib1MJxJwfXW4vxk76ewT
43,Blinding Lights,The Weeknd,800778,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
44,Ah gars,SCH,798451,https://open.spotify.com/track/3WzUkExW8H0tWRnP1akU0m
45,La 12,Timal,782342,https://open.spotify.com/track/0liPTFPAXfDrjXFwMn9L1A
46,Que Calor (with J Balvin & El Alfa),Major Lazer,781374,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
47,Tirer un trait,SCH,775804,https://open.spotify.com/track/1XOFJ0SlG6Ky8ClUrNR7yI
48,Every Day (feat. Capo Plaza et Soolking),SCH,761965,https://open.spotify.com/track/0RPj3dG1VP5AGP5CDZZFY8
49,Un million par mois,Djadja & Dinaz,727732,https://open.spotify.com/track/5JVf4pCn50ePuE6ZoF5oEg
50,Frime,SCH,725484,https://open.spotify.com/track/0me7opLinuNLArOUS28zmK
51,Be Honest,Jorja Smith,723464,https://open.spotify.com/track/3IWs9dAwTqN0EFhOIcBDfs
