,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,God's Plan,Drake,1264281,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,D?saccord?,Vald,1226555,https://open.spotify.com/track/0FYpW0zBO7cht8qGRY41Mz
3,Bob Marley,Dadju,1103066,https://open.spotify.com/track/6L6yn9GeVqnlWX1npp6rAK
4,Mafiosa (feat. Caroliina),Lartiste,972524,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
5,Fallait pas,Marwa Loud,953741,https://open.spotify.com/track/0fACF9oFLE2IOaEyRvRTrL
6,Lundi,Sofiane,933000,https://open.spotify.com/track/5RQ3ZyfOfJJ2qLKOZTmLiB
7,Fais-moi un Vie,Damso,914742,https://open.spotify.com/track/4TTLq43WaxxkYZE9mq9kPY
8,SAD!,XXXTENTACION,867363,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
9,CQFD,Damso,842587,https://open.spotify.com/track/7KJDIC7u13vHV3FSNlVD2Z
10,Loup garou (feat. Sofiane),GIMS,836543,https://open.spotify.com/track/5kAo2XcHlt7x2eb8n42v1O
11,Vai et viens,Lartiste,754139,https://open.spotify.com/track/6dAx0jUY9lnXEtBiK7e2ZZ
12,Billet,Marwa Loud,748058,https://open.spotify.com/track/5tblb3Aojs2S91eE1lxWxP
13,Moonlight,XXXTENTACION,723850,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
14,La m?me,GIMS,714097,https://open.spotify.com/track/7D9rSbEPwhcwNXqSOohlNO
15,All The Stars (with SZA),Kendrick Lamar,685539,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
16,FRIENDS,Marshmello,666029,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
17,TieksVie,Damso,657923,https://open.spotify.com/track/0IbEikMmfMHeR4oEcMUO8O
18,Carton rouge,Lorenzo,654794,https://open.spotify.com/track/2teiVa4Yniofma2Ffac5cL
19,Yeux disent,Lomepal,595432,https://open.spotify.com/track/1uaAq8pSghvpVxlrOrgdeO
20,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,573877,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
21,Havana (feat. Young Thug),Camila Cabello,573757,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
22,Mwaka Moon,Kalash,564598,https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD
23,Hit Sale (feat. Rom?o Elvis),Therapie TAXI,563298,https://open.spotify.com/track/3yndKI4zWEyC36BQYrdKBA
24,Recherch?,Naps,562146,https://open.spotify.com/track/4ogvY05K9yCI6RqsC4aYEn
25,Leave a Light On,Tom Walker,551211,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
26,Mi Gna (feat. Hayko) - Ma?tre Gims Remix,GIMS,541434,https://open.spotify.com/track/2Qk8dVhZgVpAftReOcXM2I
27,Bandolero,Moha La Squale,530804,https://open.spotify.com/track/3N6Z0Vw427hDGCsXu5TwLS
28,J'souris,Djadja & Dinaz,529530,https://open.spotify.com/track/7CyCDNO5khwT0eKONyOook
29,Diarabi,Kaaris,524752,https://open.spotify.com/track/644Y6gowYTqtd2U2XNKzDS
30,Dragon,Vald,519672,https://open.spotify.com/track/6dotEcliwGD3yrJaUHO621
31,Psycho (feat. Ty Dolla $ign),Post Malone,517311,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
32,Tueurs,Damso,506497,https://open.spotify.com/track/3IQe7wqTyXxkqeMR8is76T
33,All Night,Big Boi,504528,https://open.spotify.com/track/2Bb3mu3lfUrcRoTi3IcvQc
34,?chame La Culpa,Luis Fonsi,503472,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
35,Sheguey 12,Gradur,498865,https://open.spotify.com/track/1ikr1xdMpXnbQW0hu9fGl5
36,Bizarre,Lorenzo,489342,https://open.spotify.com/track/6aXg1PPha0HbGxR53e9jh1
37,the remedy for a broken heart (why am I so in love),XXXTENTACION,476109,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
38,F?te de trop,Eddy de Pretto,475173,https://open.spotify.com/track/34NiK5XnPwHp17MGlyewXA
39,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,470341,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
40,Reine,Dadju,469869,https://open.spotify.com/track/2HdCh16tdPjle1rm80Y6q7
41,Longue vie,Sofiane,463426,https://open.spotify.com/track/6U0p0b3ma0MgBwNc8i26xw
42,Mort,Damso,459277,https://open.spotify.com/track/0ZWzd4bD0dzdOzXnZIWQth
43,Breathe,Feder,442028,https://open.spotify.com/track/5faMnd4SDjY9kFP4VpSPLi
44,Whatever It Takes,Imagine Dragons,440821,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
45,Mucho Dinero,Damso,438030,https://open.spotify.com/track/064PVORvMZfUtajG7N3nYf
46,É°. Mosa?que solitaire,Damso,430147,https://open.spotify.com/track/1E3zyoTHtJzsu5CjwIFIhY
47,Qu'est ce que t'as ?,Marwa Loud,428589,https://open.spotify.com/track/0ALYbFTZypQZLwDAPuYECq
48,Sal?,Niska,422560,https://open.spotify.com/track/0uBu60Wd7yzm2sFrj2hSr6
49,Tu le C,Lorenzo,417112,https://open.spotify.com/track/7dndJPTp6wuHXv3F8cxBhm
50,Bling Bling,Kaaris,414249,https://open.spotify.com/track/4s7OqcUEyLJ1RkbzBopRGt
51,Favela,Naps,412999,https://open.spotify.com/track/1xZA0qvWfCcsNlzZXmCnJh
52,Ca y est (feat. Jul),Marwa Loud,412551,https://open.spotify.com/track/6avKXR7VkJPrmMSEwxFfuR
53,River (feat. Ed Sheeran),Eminem,409187,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
54,Pray For Me (with Kendrick Lamar),The Weeknd,404810,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
55,Smeagol,Damso,396814,https://open.spotify.com/track/3TGfxu7i6fRJbQyKXqSXLb
56,IDGAF,Dua Lipa,395426,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
57,I Miss You (feat. Julia Michaels),Clean Bandit,389928,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
58,rockstar,Post Malone,382786,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
59,Bum Bum Tam Tam,MC Fioti,378189,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
60,All Falls Down (feat. Juliander),Alan Walker,377182,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
61,Tuba Life,Niska,376142,https://open.spotify.com/track/2r6C2IEw533mDs3sam5Zxx
62,changes,XXXTENTACION,373185,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
