,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Air Max,Rim'K,1856467,https://open.spotify.com/track/2XESFfYekQ0mRau2GXjT3E
2,91's,PNL,1553597,https://open.spotify.com/track/58st6r10Ze6QomHs0BMUA8
3,Ramenez la coupe ? la maison,Vegedream,1552662,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
4,Ma 6t a craqu? (feat. Ninho),Kpoint,1494510,https://open.spotify.com/track/2NUIWpL6IsYGkwfSN7basS
5,Otto,SCH,1358346,https://open.spotify.com/track/5TMvoLmSvPk4pmWKcWfzTz
6,W.L.G,Niska,1332478,https://open.spotify.com/track/13E2wgUjmdunrlq3Vbxv8T
7,Copines,Aya Nakamura,1324683,https://open.spotify.com/track/3AZg5nZgMquXJ67KgpngKX
8,In My Mind,Dynoro,1107866,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
9,Bella,MHD,1002483,https://open.spotify.com/track/0SJRHDAStlsrXIXeFZZStK
10,Feu de bois,Damso,985391,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
11,Billets verts,Maes,948895,https://open.spotify.com/track/61SYuUg9rokbvIPxzrhxd0
12,Solo (feat. Demi Lovato),Clean Bandit,900844,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
13,Taga,Hornet La Frappe,899141,https://open.spotify.com/track/4xrIWVwDYmJ5KFXinj82TG
14,Girls Like You (feat. Cardi B),Maroon 5,857870,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
15,In My Feelings,Drake,840648,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
16,Compl?tement sonn?,KeBlack,807143,https://open.spotify.com/track/4bZOVCf1wiNELuCH34rFDl
17,Alright,Jain,797750,https://open.spotify.com/track/44ahv3Zj4FOJoy8gJLZF9B
18,Rise,Jonas Blue,771213,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
19,Lucky You (feat. Joyner Lucas),Eminem,764095,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
20,La C,Koba LaD,759583,https://open.spotify.com/track/4A6V8yOXo7oz6oYhdfHrLl
21,Bucci Night,Yaro,752225,https://open.spotify.com/track/03O32oEi0jJsbmcHMjCPBD
22,Smog,Damso,730241,https://open.spotify.com/track/1h1wmYG39fp6ZTgwlJ3Cv3
23,Woah,Sofiane,722924,https://open.spotify.com/track/196cSZjrDdgaJILT3cpfYl
24,Luna,Moha La Squale,720019,https://open.spotify.com/track/55PyQALchJn43CGeN6XHAN
25,Nevermind,Dennis Lloyd,717062,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
26,Djadja,Aya Nakamura,705554,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE
27,Juste pour voir,S.Pri Noir,703717,https://open.spotify.com/track/0JOJx8jx0dWZk33MsvRZrB
28,Bad Boy,Marwa Loud,700678,https://open.spotify.com/track/0N90EmHdOXLnTYDoeLwsmr
29,One Kiss (with Dua Lipa),Calvin Harris,672188,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
30,Django,Dadju,663736,https://open.spotify.com/track/14hLSMLJ86sHRklJ62tH58
31,Habitu?,Dosseh,662837,https://open.spotify.com/track/76HlSm9QxyXxpks5HTYS0F
32,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,640897,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
33,Blah Blah Blah,Armin van Buuren,640805,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
34,The Ringer,Eminem,633859,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
35,Guerilla,Soolking,620928,https://open.spotify.com/track/6pJMDcYj8jHDGdEVWNwBMH
36,Santana,Alonzo,618487,https://open.spotify.com/track/0G0WC5ghZRRH6LJNNXtK1W
37,Toto et Ninetta,Jul,604102,https://open.spotify.com/track/4DMSNaJcSirQN31BSf2BeZ
38,24 carats,RK,597058,https://open.spotify.com/track/44r4eL5Uct0hC5vYH7Ph2N
39,A l'Ammoniaque,PNL,593293,https://open.spotify.com/track/6aH3QgooXRmx8k8jzrSm3V
40,Demain - Bigflo & Oli X Petit Biscuit,Bigflo & Oli,592629,https://open.spotify.com/track/79m95shJaTK0aSogeQQTyD
41,Train de vie,Koba LaD,579823,https://open.spotify.com/track/3Tm8FfsoIgqk1gXHrOION9
42,Mafiosa (feat. Caroliina),Lartiste,566660,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
43,Paradise (feat. Lomepal),Lefa,564037,https://open.spotify.com/track/00YUNap0MFncqzzuvwzUlS
44,Audio,Sia,561058,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
45,Promises (with Sam Smith),Calvin Harris,560943,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
46,Jackie Chan,Ti?sto,552227,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
47,Bep Bep,Sadek,549046,https://open.spotify.com/track/0eDU1adKo7MrIvsD3MjAHv
48,SAD!,XXXTENTACION,542212,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
49,Moonlight,XXXTENTACION,524989,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
50,Tout est bon,DJ Babs,521921,https://open.spotify.com/track/5pIo87IJw1JsyLqF0ETO6q
51,La m?me,GIMS,491696,https://open.spotify.com/track/7HK0UeyxUWJjc6ndRZVKFg
52,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,491371,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
53,Better Now,Post Malone,478925,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
54,Your Love,David Guetta,473653,https://open.spotify.com/track/0tgbSxoFjZ20MjfoKwWevV
55,Greatest,Eminem,464944,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
56,Tierquar,RK,449564,https://open.spotify.com/track/4V7F7rldtFEjuSTzTPYB13
57,M.I.L.S 2.0,Ninho,444616,https://open.spotify.com/track/1qRZfv2ZbAZGPnfbIV3YvD
58,Ips?it? - Bonus Track,Damso,442196,https://open.spotify.com/track/1bWACDppxjESmjkXMl6cnI
59,Tentac?on,Sadek,437324,https://open.spotify.com/track/5DkfkJs8T1z4IHkcelTIbV
60,God is a woman,Ariana Grande,419081,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
61,Un Poco,Ninho,418618,https://open.spotify.com/track/3MVTefqbeNX5yHFOmnHy3X
62,T?n?breux #1,Koba LaD,417746,https://open.spotify.com/track/13AUrZzDjQujeXMh8kTVIU
63,Pour oublier,Kendji Girac,416662,https://open.spotify.com/track/3wyQDkVQ4ZyV6TbnUxMbiU
64,Answerphone (feat. Yxng Bane),Banx & Ranx,406525,https://open.spotify.com/track/1HagMz5nWk1HmevNCBOxF3
65,No Brainer,DJ Khaled,405233,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
66,#DansLeTierquar (Marseille),RK,395390,https://open.spotify.com/track/5yV77g4rZuU6ozxhpXo9Og
67,I Like It,Cardi B,392582,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
68,Not Alike (feat. Royce Da 5'9),Eminem,392116,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
69,"My Life Is Going On (Cecilia Krull vs. Gavin Moss) [M?sica Original de la Serie de TV ""La Casa de Papel""]",Cecilia Krull,388996,https://open.spotify.com/track/5ljDRYaFEZy9INmM8Fl81e
70,Hit Sale (feat. Rom?o Elvis),Therapie TAXI,374404,https://open.spotify.com/track/3yndKI4zWEyC36BQYrdKBA
71,BEBE,6ix9ine,374012,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
72,no tears left to cry,Ariana Grande,373367,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
73,D?saccord?,Vald,370617,https://open.spotify.com/track/4ueL4j6iOPX23UG5VsvGrm
74,Moi ?a m'ira,DTF,369884,https://open.spotify.com/track/4tx5ejrAuFI3ohiFHVBBck
75,La fuite - Vegedream X Dj Leska / Edit MIx,Vegedream,365063,https://open.spotify.com/track/19IXPRtUuKFwIqJSFPY8zz
76,Fall,Eminem,364774,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
77,Normal,Eminem,364646,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
78,Kamikaze,Eminem,358628,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
79,Arrivant,Timal,358522,https://open.spotify.com/track/6dN7nkvH6HaRxVQETt6agT
80,Fendi,Ninho,351617,https://open.spotify.com/track/7BtAkqRFQjvOYOq5k5mlCb
81,Taste (feat. Offset),Tyga,342742,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
82,P*Tain de m*Rde,Naza,339232,https://open.spotify.com/track/1OYliHobfsVlwcnQqtSSEE
83,Stepping Stone,Eminem,337277,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
84,My Love,Martin Solveig,335989,https://open.spotify.com/track/7pZ00FeIkpuzHskuDWQnU5
85,V&V,Josman,335146,https://open.spotify.com/track/2onsHDdTiyzR5BZR6UAHTA
86,Country,Niska,333550,https://open.spotify.com/track/7k5HgarMbFipRP0y1Ko8Fc
87,Be Right Here,Kungs,332299,https://open.spotify.com/track/6Yk4HTvs1Ww41l4c7iyBlH
88,Oh Child,Robin Schulz,329680,https://open.spotify.com/track/2xw9PXlt8IaCWZjfpJ2HPL
89,Thunderclouds,Sia,324097,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
90,#DansLeTierquar (Lyon),RK,323655,https://open.spotify.com/track/6qIkwI8gW1jOd93ztlDoof
91,Shotgun,George Ezra,319489,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
92,SICKO MODE,Travis Scott,314215,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
93,Eastside (with Halsey & Khalid),benny blanco,313991,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
94,De l'autre c?t? (feat. Nekfeu),Ninho,312040,https://open.spotify.com/track/3ldfGgw7IoLHbaqmspX3ME
95,Silence,Damso,309317,https://open.spotify.com/track/3cYf24Pf7oqX9XOHHrWy38
96,Te Bot? - Remix,Nio Garcia,309072,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
97,Remind Me to Forget,Kygo,307416,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
98,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,307285,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
99,Bandolero,Moha La Squale,306113,https://open.spotify.com/track/7sL89oFc1AcgjG5Q6tCkID
100,Elle m'a dit (feat. Haristone),Still Fresh,304572,https://open.spotify.com/track/3QYrzT43AwLCiah1df6new
