,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,God's Plan,Drake,1208351,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,D?saccord?,Vald,1174500,https://open.spotify.com/track/0FYpW0zBO7cht8qGRY41Mz
3,Loup garou (feat. Sofiane),GIMS,1059828,https://open.spotify.com/track/5kAo2XcHlt7x2eb8n42v1O
4,Fallait pas,Marwa Loud,978612,https://open.spotify.com/track/0fACF9oFLE2IOaEyRvRTrL
5,Billet,Marwa Loud,941154,https://open.spotify.com/track/5tblb3Aojs2S91eE1lxWxP
6,Bob Marley,Dadju,935905,https://open.spotify.com/track/6L6yn9GeVqnlWX1npp6rAK
7,Lundi,Sofiane,934382,https://open.spotify.com/track/5RQ3ZyfOfJJ2qLKOZTmLiB
8,All The Stars (with SZA),Kendrick Lamar,754903,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
9,Mafiosa (feat. Caroliina),Lartiste,740600,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
10,Carton rouge,Lorenzo,688366,https://open.spotify.com/track/2teiVa4Yniofma2Ffac5cL
11,Vai et viens,Lartiste,683361,https://open.spotify.com/track/6dAx0jUY9lnXEtBiK7e2ZZ
12,Havana (feat. Young Thug),Camila Cabello,637552,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
13,Recherch?,Naps,627526,https://open.spotify.com/track/4ogvY05K9yCI6RqsC4aYEn
14,Ca y est (feat. Jul),Marwa Loud,625795,https://open.spotify.com/track/6avKXR7VkJPrmMSEwxFfuR
15,La m?me,GIMS,596198,https://open.spotify.com/track/7D9rSbEPwhcwNXqSOohlNO
16,Bizarre,Lorenzo,574740,https://open.spotify.com/track/6aXg1PPha0HbGxR53e9jh1
17,Diarabi,Kaaris,561067,https://open.spotify.com/track/644Y6gowYTqtd2U2XNKzDS
18,Mwaka Moon,Kalash,544959,https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD
19,All Night,Big Boi,541317,https://open.spotify.com/track/2Bb3mu3lfUrcRoTi3IcvQc
20,Bandolero,Moha La Squale,541276,https://open.spotify.com/track/3N6Z0Vw427hDGCsXu5TwLS
21,Reine,Dadju,539852,https://open.spotify.com/track/2HdCh16tdPjle1rm80Y6q7
22,Qu'est ce que t'as ?,Marwa Loud,534921,https://open.spotify.com/track/0ALYbFTZypQZLwDAPuYECq
23,Yeux disent,Lomepal,534691,https://open.spotify.com/track/1uaAq8pSghvpVxlrOrgdeO
24,Sheguey 12,Gradur,525724,https://open.spotify.com/track/1ikr1xdMpXnbQW0hu9fGl5
25,Favela,Naps,523380,https://open.spotify.com/track/1xZA0qvWfCcsNlzZXmCnJh
26,Dragon,Vald,521671,https://open.spotify.com/track/6dotEcliwGD3yrJaUHO621
27,Tu le C,Lorenzo,519984,https://open.spotify.com/track/7dndJPTp6wuHXv3F8cxBhm
28,FRIENDS,Marshmello,500620,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
29,Hit Sale (feat. Rom?o Elvis),Therapie TAXI,498752,https://open.spotify.com/track/3yndKI4zWEyC36BQYrdKBA
30,Mi Gna (feat. Hayko) - Ma?tre Gims Remix,GIMS,490887,https://open.spotify.com/track/2Qk8dVhZgVpAftReOcXM2I
31,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,488756,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
32,Bad Boy,Marwa Loud,485433,https://open.spotify.com/track/0N90EmHdOXLnTYDoeLwsmr
33,Dans le block,Naps,483436,https://open.spotify.com/track/09hmx6pSWkUqb2dC9mpUoq
