,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Tricheur,0.403,0.756,0.637,0.0,0.177,-7.984,0,0.241,138.142,4,0.191,2887736,France,5ZwRTJD1bTACtIuW5Iibnu
1,Tel Me,0.366,0.841,0.668,1.28e-05,0.103,-6.802,0,0.16,73.991,4,0.736,2271030,France,4He5TSvX6WhyTeiXpdFaCZ
2,JCVD,0.479,0.847,0.83,2.54e-06,0.068,-5.873,0,0.034,130.05,4,0.895,2251760,France,3iLcfPepO3XiWUuu1zwqsW
3,Elle est bonne sa m?re,0.288,0.783,0.732,2.39e-05,0.333,-5.459,0,0.0602,105.017,4,0.46,2103570,France,6F8Caj9u2wk5hmbFuKK6Pa
4,Dans l'univers,0.322,0.662,0.424,0.000217,0.14,-9.949,1,0.161,131.938,4,0.208,1927891,France,3OmMEncU5Z8hZJVKwAMZpk
5,M?dicament,0.693,0.665,0.653,0.0,0.0769,-6.686,0,0.0893,157.38,3,0.381,1864479,France,55mCsKCo4bPuYtZvHppp8z
6,Old Town Road (feat. Billy Ray Cyrus) - Remix,0.0533,0.878,0.619,0.0,0.113,-5.56,1,0.102,136.041,4,0.639,1786930,France,6u7jPi22kF8CTQ3rb9DHE7
7,Cheum,0.265,0.872,0.613,0.0,0.0819,-4.884,1,0.319,139.888,4,0.339,1721765,France,3eG36tERWexe2lm75Ea3Y8
8,Elle pleut,0.719,0.708,0.375,2.82e-06,0.126,-11.064,1,0.441,93.624,4,0.239,1688360,France,31ljIjVJOgopnyNposqPhm
9,Mirador,0.225,0.832,0.747,3.86e-06,0.0412,-4.957,0,0.052,99.986,4,0.789,1560276,France,4j5Bb0saeXmiz62XIZjcHj
10,La bandite,0.666,0.845,0.717,0.0,0.11,-6.771,0,0.211,122.491,4,0.686,1476271,France,0sOeocOCv6IFQJwGhgAxyq
11,MOWGLI II,0.747,0.729,0.533,4.54e-06,0.0848,-10.104,0,0.444,155.999,4,0.422,1409203,France,1w2OwBeojIZI8hTI5WkMkV
12,Salvatrucha,0.498,0.897,0.85,2.29e-06,0.0709,-6.036,0,0.314,146.005,4,0.911,1393648,France,6vx0mS1pP3OQish6HpbrI0
13,Maman ne le sait pas (feat. Niska),0.399,0.755,0.875,0.0,0.115,-5.944,0,0.193,145.008,4,0.393,1313207,France,5c2HadbVTsMKjja4gohEFI
14,Voyage l?ger,0.258,0.75,0.561,0.0,0.122,-7.839,0,0.233,120.098,4,0.147,1275039,France,0sSvwmaVvkcIARs3uaLmlj
15,Tokyo,0.647,0.745,0.743,0.00302,0.0859,-5.699,1,0.0403,142.999,4,0.797,1247479,France,6HpTzqmgE5eAPJPNmQ3oiH
16,Pookie,0.0718,0.912,0.598,1.12e-06,0.0892,-7.718,0,0.0877,98.006,4,0.533,1231796,France,2QpUWi6VSNOt2WyH5FIeLD
17,Les ?toiles vagabondes,0.355,0.789,0.47,0.0,0.158,-6.373,0,0.421,79.982,4,0.441,1230162,France,1FN3Bo2tGTBxvEb5b83vFV
18,Alunissons,0.819,0.378,0.323,0.000433,0.213,-11.555,0,0.041,131.324,4,0.273,1212401,France,48MQ3gJuiksM6zyLPRTFKj
19,Papers (feat. Ninho),0.431,0.896,0.532,1.35e-05,0.221,-6.823,1,0.257,133.904,4,0.614,1171461,France,3vmoC735YdyvsrF0HtbmGn
20,Premier pas,0.808,0.835,0.592,0.0,0.341,-6.792,0,0.371,131.982,4,0.661,1155993,France,6vsaj9lO1gyNjRmfIz0CTj
21,RR 9.1,0.0703,0.942,0.564,0.0,0.078,-6.293,1,0.407,126.069,4,0.393,1138961,France,28fP6qcMGPfYOjrx8AOWFn
22,Sous la lune,0.456,0.939,0.812,0.00028,0.0718,-6.053,0,0.0751,119.993,4,0.891,1134757,France,1yIXAUDcLDrVS5OTkD18Mc
23,Au DD,0.293,0.777,0.698,2.32e-05,0.0908,-7.706,0,0.0704,119.963,4,0.119,1114180,France,5lCxlSBFyP5g4EhVypAoOu
24,Menteur menteur,0.356,0.864,0.702,0.0,0.105,-7.146,1,0.131,137.98,4,0.845,1112692,France,5BX0UF54txMgYG73sVNeJJ
25,Con Calma,0.11,0.737,0.86,1.94e-06,0.0574,-2.652,0,0.0593,93.989,4,0.656,1110761,France,5w9c2J52mkdntKOmRLeM2m
26,Takotsubo,0.549,0.74,0.536,0.0,0.629,-9.401,0,0.513,82.124,4,0.532,1097759,France,2SlzpQnpdEetONMktRWUKS
27,BDG,0.273,0.941,0.905,6.13e-05,0.104,-6.12,1,0.146,119.983,4,0.854,1097129,France,0hvbUuigktZMvczSCzKrVB
28,Balance ton quoi,0.594,0.703,0.442,2.39e-05,0.276,-10.383,1,0.0823,115.932,4,0.381,1087991,France,2jX5c5RFp0A9E1GDsvGxIa
29,Le bruit qui court,0.539,0.813,0.518,1.43e-06,0.174,-9.361,0,0.307,90.033,4,0.41,1085571,France,7rOhUcPhUnEmOLXLtNjuZO
30,I Don't Care (with Justin Bieber),0.0912,0.798,0.675,0.0,0.0894,-5.041,1,0.0442,101.956,4,0.842,1083855,France,3HVWdVOQ0ZA45FuZGSfvns
31,J'suis loin,0.0672,0.725,0.701,0.0,0.0861,-6.613,0,0.317,149.996,4,0.495,1050727,France,2Kphenifi7SCpExzh5g0dA
32,GTA,0.367,0.859,0.723,0.0,0.0955,-6.715,0,0.0732,119.932,4,0.732,1031535,France,71zBCoMz9o3fcET9SBPlOa
33,Professor,0.383,0.906,0.703,0.0,0.073,-7.363,0,0.209,137.988,4,0.855,1019052,France,4oww2IXzyVrI1bIDJBomHN
34,Binks (feat. Koba LaD),0.357,0.862,0.651,0.0,0.11,-6.661,1,0.0684,122.068,4,0.456,1011920,France,66kEUL4IAGwmquPa41Jka8
35,Ciel noir,0.318,0.655,0.577,2.09e-06,0.18,-8.454,0,0.237,107.98,4,0.299,986202,France,2613pAp7RThnv3hjAfNn8m
36,Bye Bye,0.173,0.745,0.803,1.02e-06,0.136,-3.196,1,0.0451,92.996,4,0.557,982410,France,43Ca15rXse9SfsEvcJ27js
37,La vie qu'on m?ne,0.687,0.8,0.756,2.06e-06,0.111,-4.4,0,0.0367,113.204,3,0.456,980948,France,0Jh6iWjna1wk5le0Ahn7No
38,bad guy,0.328,0.701,0.425,0.13,0.1,-10.965,1,0.375,135.128,4,0.562,946678,France,2Fxmhks0bxGSBdJ92vM42m
39,?? ?,0.665,0.734,0.386,0.0,0.0795,-9.925,1,0.253,138.98,4,0.488,934936,France,6ky5QlD64Sq1NMb9BkmIJw
40,Compte les hommes,0.26,0.655,0.59,0.0,0.33,-7.353,1,0.372,86.669,4,0.568,933725,France,6j0sTlEg74brXngEeMQ5mJ
41,Goutte d'eau,0.647,0.683,0.693,0.0,0.121,-6.441,0,0.127,137.826,4,0.322,930140,France,0rQbvQpjQ6QeeCAnVRzokf
42,De mon mieux,0.529,0.718,0.347,3.81e-06,0.107,-10.627,0,0.099,123.986,4,0.332,929635,France,7Dk92DM38obUOQknmSDku6
43,Arc-en-ciel,0.799,0.583,0.418,0.0,0.109,-10.898,0,0.0451,129.915,4,0.357,910414,France,07qHCBBSRswIsfs0waYdjC
44,Hey,0.124,0.852,0.779,0.00123,0.241,-6.319,1,0.106,144.958,4,0.954,904929,France,5bGLQeTZ1lOpgDbKU5uoSJ
45,Pas de love,0.303,0.897,0.92,0.0,0.0859,-5.442,0,0.0342,130.0,4,0.959,896290,France,1pgOcc7w6u4s6GqcyXGWLs
46,Je parle pas chinois,0.145,0.751,0.768,0.0,0.069,-6.51,0,0.0771,153.056,4,0.606,853389,France,6TNpa0GagDA9ogwnhrmoGi
47,Koala mouill?,0.223,0.82,0.741,0.0,0.169,-6.091,1,0.307,146.898,4,0.821,839791,France,7rbf4lfmVKugJ5sTQCBOpO
48,Pixels,0.288,0.647,0.387,0.000243,0.236,-10.628,0,0.0578,134.019,4,0.255,792203,France,7v5EUVKBk6jw697PhZIzFJ
49,Putana,0.313,0.717,0.774,0.0,0.129,-6.927,0,0.0515,103.849,4,0.511,777510,France,5oePa8PlOTPAlRaGs2OZ3A
50,Old Town Road,0.0361,0.908,0.517,1.73e-06,0.0949,-6.063,1,0.129,136.019,4,0.471,770239,France,53CJANUxooaqGOtdsBTh7O
51,Don't Call Me Up,0.296,0.674,0.881,3.01e-06,0.0793,-2.853,1,0.147,98.994,4,0.234,768730,France,5WHTFyqSii0lmT9R21abT8
52,Zem?r,0.299,0.782,0.864,0.0,0.0876,-2.918,0,0.053,156.989,4,0.941,767008,France,68av1mZz0VsIYXJWATZWUW
53,1er r?le,0.243,0.776,0.523,0.0,0.113,-8.283,1,0.284,122.031,4,0.381,765432,France,3i0WryQi0e9rPdkroQSUMn
54,Bagarre,0.0791,0.758,0.936,0.0,0.273,-5.36,0,0.0456,112.041,4,0.677,748519,France,4fDvHSuZ6jvJs7R8tHuUnD
55,El?vation,0.078,0.689,0.929,0.0,0.32,-4.76,1,0.277,123.011,4,0.57,736131,France,2U2N1Jky3VTWJkb5lRam16
56,Calma - Remix,0.323,0.826,0.773,0.0,0.143,-4.218,0,0.0524,126.899,4,0.761,716662,France,5iwz1NiezX7WWjnCgY5TH4
57,Mademoiselle,0.585,0.817,0.745,0.00117,0.119,-6.887,0,0.0383,119.988,4,0.912,716291,France,6FKERkWQBCQkurpHjDPcjT
58,Let Me Down Slowly,0.74,0.652,0.557,0.0,0.124,-5.714,0,0.0318,150.073,4,0.483,714535,France,2qxmye6gAegTMjLKEBoR3d
59,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),0.179,0.661,0.723,1.23e-05,0.14,-6.976,0,0.0566,113.778,4,0.316,706552,France,7Feaw9WAEREY0DUOSXJLOM
60,Faux poto,0.198,0.73,0.709,0.0,0.102,-4.779,0,0.472,91.974,4,0.545,692022,France,2lbcLHCitLZExXnHhUmsBz
61,Someone You Loved,0.751,0.501,0.405,0.0,0.105,-5.679,1,0.0319,109.891,4,0.446,675282,France,7qEHsqek33rTcFNT9PFqLf
62,La folie du ter ter,0.172,0.857,0.763,0.000131,0.0792,-4.691,0,0.22,130.019,4,0.647,668622,France,4cCUH5EekkjIobASVw9vO4
63,Sakakini,0.0721,0.608,0.862,5.31e-05,0.0889,-5.612,0,0.202,114.655,4,0.558,654519,France,2YX7TeAqJe9FUrrKXuHSu1
64,All Around The World (La La La),0.479,0.733,0.859,0.0645,0.105,-5.03,0,0.033,124.948,4,0.52,641150,France,02itaCXOdC54J0ISjqqFAp
65,Baila Baila Baila,0.0361,0.816,0.754,0.0,0.217,-2.75,0,0.111,99.966,4,0.533,632817,France,7uH27oIt4a6cIFCA8ZPcyG
66,Deux fr?res,0.143,0.794,0.659,0.00224,0.0944,-7.063,0,0.0498,112.019,4,0.308,631635,France,6hzi3AGB39FjxFqcjgbWs7
67,Poss?d?,0.193,0.73,0.587,0.0,0.0844,-6.972,0,0.0562,134.958,4,0.791,607223,France,6g8Waa9vcFQP1FElldjfRr
68,Khapta,0.00937,0.811,0.692,0.0,0.0598,-2.836,0,0.105,125.009,4,0.817,605439,France,6stxV2bl7xSiPUornxwyNR
69,Quotidien,0.261,0.827,0.626,0.0,0.193,-7.744,0,0.202,139.973,4,0.674,600689,France,2abVYMtriZHHIDGFZFT5ij
70,Rescue Me,0.156,0.759,0.605,0.0,0.694,-7.737,1,0.0433,121.049,4,0.64,588783,France,0mjAU3yKR1QnXnHtjGJqTM
71,Sucker,0.0427,0.842,0.734,0.0,0.106,-5.065,0,0.0588,137.958,4,0.952,579876,France,22vgEDb5hykfaTwLuskFGD
72,Cfest Elle,0.43,0.812,0.607,0.0,0.144,-7.919,1,0.308,126.058,4,0.255,574024,France,7gFue3UseWrimCsI1gdJIE
73,Piece Of Your Heart,0.0404,0.677,0.744,0.00016,0.074,-6.806,0,0.0295,124.08,4,0.631,573320,France,1DFD5Fotzgn6yYXkYsKiGs
74,SOS (feat. Aloe Blacc),0.272,0.802,0.645,0.0,0.119,-6.181,0,0.0715,100.001,4,0.376,570834,France,2x0RZdkZcD8QRI53XT4GI5
75,Loco Contigo (with J. Balvin & Tyga),0.285,0.822,0.743,2.31e-06,0.102,-3.04,0,0.0567,96.025,4,0.355,565073,France,1f38Gx6xQz6r4H1jGVNBJo
76,La machine,0.286,0.81,0.76,0.00302,0.103,-4.827,0,0.053,119.923,4,0.917,554839,France,1eSRki2jU1dI5JeI7kD1jg
77,Look Back at It,0.407,0.791,0.587,0.0,0.148,-5.075,0,0.0413,96.057,4,0.536,552208,France,3Ol2xnObFdKV9pmRD2t9x8
78,Fatigu?,0.113,0.912,0.715,1.46e-06,0.103,-4.244,0,0.205,130.027,4,0.792,535304,France,0doTgOgSLISAe0zG8hRvxH
79,Trop beau,0.295,0.748,0.66,5.56e-06,0.0883,-6.034,0,0.0404,123.902,4,0.324,530150,France,4WB9OeauHXnGOMUK4s80gM
80,Muerte,0.244,0.757,0.722,0.0,0.118,-5.397,0,0.101,90.948,4,0.473,528706,France,2ekO98VdclK2zGYJYPixcv
81,Papa Maman,0.569,0.818,0.643,7.13e-06,0.094,-6.261,1,0.135,139.477,4,0.749,528053,France,56vAjgqjxDEZSIvYPRHYTp
82,Oh la folle,0.391,0.93,0.655,0.0,0.128,-5.218,1,0.056,122.031,4,0.777,526873,France,5fW4TKcWuk4hgasD60JyZv
83,Hola Se?orita,0.386,0.588,0.796,0.0,0.198,-3.945,0,0.262,192.128,4,0.546,515984,France,5vLEmh5EolySKTvXsyWSOg
84,7 rings,0.592,0.778,0.317,0.0,0.0881,-10.732,0,0.334,140.048,4,0.327,508778,France,6ocbgoVGwYJhOv1GgI9NsF
85,Giant (with Rag'n'Bone Man),0.016,0.807,0.887,0.000503,0.0811,-4.311,0,0.0361,122.015,4,0.606,507674,France,5itOtNx0WxtJmi1TQ3RuRd
86,Les m?chants,0.362,0.675,0.626,0.0,0.0999,-5.648,0,0.303,192.011,4,0.512,504108,France,0r64LBR8RlnXcdd5HTFubd
87,Je fais mon tour,0.866,0.666,0.37,0.0,0.0636,-8.316,0,0.0389,156.016,4,0.825,494862,France,1kA4CAi92sY4zhHyawtXfK
88,Madrina,0.178,0.736,0.797,0.0192,0.36,-5.168,0,0.0579,122.984,4,0.713,493477,France,4miiqu2dxOhBguQDHtqssH
89,? Kinshasa (feat. Fally Ipupa),0.229,0.508,0.768,0.0,0.11,-5.733,0,0.203,66.57,5,0.61,491395,France,7bLy8fxBMroDuV0zxwGSn6
90,Cataleya,0.632,0.646,0.589,0.0,0.211,-7.067,0,0.199,176.093,4,0.783,489252,France,4RPvjl3IcvOigNqrrpCmZa
91,C'est pas grave,0.188,0.747,0.605,5.85e-06,0.1,-6.257,1,0.0733,99.955,4,0.473,483889,France,7MPC1qtCR74fdc9jNdFHeH
92,Aristocrate,0.268,0.935,0.613,3.1e-06,0.0956,-6.241,0,0.0662,116.943,4,0.626,482779,France,7gNlaZaMIjRUfnAYd9Dvmt
93,Always Remember Us This Way,0.299,0.553,0.502,0.0,0.764,-5.972,1,0.0409,129.976,4,0.296,477340,France,2rbDhOo9Fh61Bbu23T2qCk
94,Sale mood,0.315,0.682,0.755,0.0,0.244,-4.503,0,0.0581,159.94,4,0.766,474591,France,5TlGrvOMiAltKgRw3anXKo
95,Blanka,0.23,0.798,0.564,1.83e-05,0.183,-5.98,1,0.047,108.004,4,0.394,471065,France,295SxdR1DqunCNwd0U767w
96,Alibi,0.0934,0.896,0.729,0.0,0.0747,-4.053,0,0.179,100.086,4,0.445,467808,France,4xRUhDubut2cp4VdeiabeK
97,C'est mon sang,0.366,0.792,0.713,0.0,0.237,-5.309,0,0.256,125.015,4,0.557,467036,France,45tz0Mf66Nw7uSPdcOe1Qg
98,Ratata,0.374,0.928,0.767,5.43e-05,0.136,-5.663,0,0.272,123.023,4,0.877,462106,France,04c8aMc6QRRdNJg06qmJ0z
99,Heaven,0.0715,0.592,0.873,0.00982,0.142,-5.65,1,0.0275,122.011,4,0.516,457938,France,0vrmHPfoBadXVr2n0m1aqZ
100,Shallow,0.371,0.572,0.385,0.0,0.231,-6.362,1,0.0308,95.799,4,0.323,453777,France,2VxeLyX666F8uXCJ0dZF8B
101,Tout oublier,0.493,0.692,0.542,2.75e-06,0.247,-7.9,0,0.197,105.005,4,0.285,453300,France,06O3hxudc6V0BOuoCFSy71
102,Kim Jong-il,0.0601,0.825,0.699,0.0,0.173,-6.917,1,0.378,127.818,4,0.51,452266,France,3kNdQLkHijBfHUJTZNy8vn
103,So Am I,0.0737,0.682,0.656,0.0,0.353,-4.67,1,0.0435,130.089,4,0.607,443363,France,0uUNN1nSoUx1A4fkDCWDQ7
104,Paris c'est magique,0.645,0.701,0.731,0.0,0.116,-5.721,0,0.277,184.782,3,0.433,442151,France,5gNZjp6r2TfC3uh9iopWxt
105,Sur la lune,0.214,0.615,0.657,7.94e-06,0.246,-8.993,1,0.145,89.594,4,0.378,439148,France,4Krth8PN7wLNGxDlRTztke
106,NWR,0.352,0.702,0.813,4.33e-06,0.0914,-6.238,0,0.045,157.002,4,0.761,439062,France,4tWVLBZ3EiSqegpf4jBsei
107,All Day And Night - Jax Jones & Martin Solveig Present Europa,0.269,0.585,0.782,0.0,0.156,-4.101,0,0.0897,121.908,4,0.521,437292,France,3O83h4LS797N23DpweeRAa
108,Me Gusta,0.438,0.845,0.697,0.00362,0.114,-5.779,0,0.174,90.028,4,0.303,416629,France,3ezXlfmUHipr8A2pH3uNcQ
109,Voyou,0.425,0.891,0.916,0.000144,0.28,-4.216,1,0.132,97.481,3,0.882,415198,France,0XJCuQNoypLjB8S4X4mhTQ
110,Always (feat. Philippine),0.145,0.591,0.404,0.0,0.121,-6.225,1,0.0303,123.012,4,0.158,412055,France,1j80giaNMxcv21p4F0282W
111,Gun salute,0.611,0.862,0.533,2.26e-06,0.117,-5.96,0,0.115,119.956,4,0.257,411675,France,5UgUGPknu6JRgawaJAO9rX
112,Las Vegas,0.147,0.603,0.761,0.0,0.11,-5.389,0,0.176,170.086,4,0.616,402867,France,6L2bXG181V9k56XS167r1P
113,L1 L2,0.105,0.965,0.38,0.0,0.0892,-9.191,0,0.451,125.051,4,0.712,400259,France,7ftimUupzPRi0m8z3WaXvw
114,Allez reste (feat. Vianney),0.088,0.788,0.679,0.000141,0.118,-7.013,1,0.141,119.036,4,0.536,399407,France,1QjKfNGfDuMiVuF8x7cj0R
115,Billets verts,0.658,0.664,0.573,3.35e-06,0.129,-8.727,1,0.0825,154.043,4,0.39,395955,France,3uTNli5uz5rNOqD6qZFi8L
116,Chang,0.44,0.745,0.456,0.0,0.072,-9.482,1,0.0874,94.032,4,0.124,395208,France,5n9NAd0Y5OUeOGU0nVtLua
117,Loka 4,0.0249,0.888,0.579,0.000586,0.0816,-10.558,1,0.169,122.958,4,0.608,393071,France,6eG55V3XLcP458QnrWXfnr
118,? nos souvenirs,0.305,0.676,0.856,0.0,0.0955,-4.609,0,0.134,133.847,4,0.455,392505,France,4h3SqMd5F16XJVdGp5fsZG
119,PELIGROSA,0.114,0.655,0.645,0.0,0.0762,-5.592,0,0.0949,180.074,4,0.598,390584,France,1QnyYTtqB4qrXf3NZyDJ4G
