,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Lettre ? une femme,0.835,0.487,0.398,0.0,0.12,-9.901,0,0.0697,149.367,4,0.905,2419508,France,5HEtuK03ygUzqca6yfgOYZ
1,Blinding Lights,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,1,0.0598,171.005,4,0.334,1885252,France,0VjIjW4GlUZAMYd2vXMi3b
2,Sousou,0.43,0.876,0.859,0.0,0.108,-5.288,0,0.0512,124.952,4,0.668,1535269,France,3dyoo6UNb2VlMTISBqrDb1
3,6.3,0.688,0.875,0.613,0.0,0.114,-7.229,0,0.21,119.964,4,0.752,1529311,France,6bzxAa3VCiIGzhjsxbHo5q
4,The Box,0.104,0.896,0.586,0.0,0.79,-6.687,0,0.0559,116.971,4,0.642,1381479,France,0nbXyq5TXYPCO7pr3N8S4I
5,Mele?im,0.188,0.682,0.697,0.0,0.334,-4.276,0,0.0757,95.012,4,0.57,1350350,France,0BD9boQC7jUTWkAoib4Z0d
6,Prison pour mineurs,0.134,0.742,0.693,0.0,0.098,-7.407,1,0.399,167.057,4,0.285,1305805,France,4VW2dYyax9XGl5qPwAtRSf
7,Ne reviens pas,0.212,0.932,0.778,0.0,0.168,-3.384,0,0.0638,124.996,4,0.933,1265828,France,4TnFANpjVwVKWzkxNzIyFH
8,Zipette,0.371,0.743,0.757,0.0,0.0988,-6.889,0,0.272,192.018,3,0.72,1146541,France,1Lulg5ZiMEXy3QNwb1PB8I
9,MD (feat. Niska),0.501,0.409,0.729,0.0,0.124,-5.253,0,0.401,75.412,4,0.595,1091125,France,7HnZCmNXgva6N3kZiK0NTn
10,Roses - Imanbek Remix,0.0167,0.77,0.724,0.0107,0.353,-5.484,1,0.0495,121.975,4,0.898,1081389,France,24Yi9hE78yPEbZ4kxyoXAI
11,Don't Start Now,0.0123,0.793,0.793,0.0,0.0951,-4.521,0,0.083,123.95,4,0.679,1071697,France,3PfIrDoz19wz7qK7tYeu62
12,Blanche,0.525,0.776,0.713,0.0,0.306,-6.121,0,0.143,127.987,4,0.551,1056094,France,5GyyPRvEwdI4wJSUbzxHQv
13,Distant,0.545,0.786,0.732,0.0,0.0643,-6.254,0,0.176,105.031,4,0.447,1056039,France,1Sb7QJRawbARgpMqyYNMkT
14,Tusa,0.295,0.803,0.715,0.000134,0.0574,-3.28,1,0.298,101.085,4,0.574,1028000,France,7k4t7uLgtOxPwTpFmtJNTY
15,Pirate,0.491,0.541,0.556,0.000123,0.094,-7.581,0,0.358,191.73,4,0.613,992517,France,04DQPJA3FWKdIvDaMsnMdv
