,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Tout oublier,0.493,0.692,0.542,2.75e-06,0.247,-7.9,0,0.197,105.005,4,0.285,1411270,France,06O3hxudc6V0BOuoCFSy71
1,7 rings,0.578,0.725,0.321,0.0,0.0884,-10.744,0,0.323,70.142,4,0.319,1385894,France,14msK75pk3pA33pzPVNtBF
2,Madrina,0.178,0.736,0.797,0.0192,0.36,-5.168,0,0.0579,122.984,4,0.713,1364271,France,4miiqu2dxOhBguQDHtqssH
3,Sale mood,0.297,0.685,0.761,0.0,0.234,-4.556,0,0.0641,159.929,4,0.726,1330027,France,7oxSh7uiB74lWGVIv2Qtlm
4,1000C,0.263,0.706,0.553,3.44e-05,0.111,-8.056,0,0.112,102.996,4,0.392,1247849,France,6l7PqWKsgm4NLomOE7Veou
5,On Fleek,0.102,0.735,0.764,0.0,0.245,-4.626,0,0.155,97.056,4,0.609,1217081,France,4MSFxqmkiMxq7e61jTqgqt
6,Trop beau,0.295,0.748,0.66,5.56e-06,0.0883,-6.034,0,0.0404,123.902,4,0.324,1073145,France,4WB9OeauHXnGOMUK4s80gM
7,MIA (feat. Drake),0.0141,0.817,0.539,0.000496,0.099,-6.349,0,0.0621,97.062,4,0.158,969213,France,116H0KvKr2Zl4RPuVBruDO
8,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0,0.228,95.881,4,0.617,932570,France,4w8niZpiMy6qz1mntFA5uM
9,Sweet but Psycho,0.0691,0.719,0.704,0.0,0.166,-4.724,1,0.0476,133.002,4,0.628,927511,France,25sgk305KZfyuqVBQIahim
10,La dot,0.203,0.448,0.513,0.0,0.0947,-6.108,1,0.163,82.451,4,0.751,891276,France,3aRgAfrt6aQW8IimLq2aVG
11,Binks to Binks 6,0.627,0.617,0.691,0.0,0.117,-5.18,0,0.418,104.711,3,0.346,889176,France,4zrEmFA3R3JngfWR70zu3w
12,Shallow,0.371,0.572,0.385,0.0,0.231,-6.362,1,0.0308,95.799,4,0.323,881020,France,2VxeLyX666F8uXCJ0dZF8B
13,Aieaieouille,0.43,0.846,0.723,0.0,0.109,-3.661,0,0.241,149.041,4,0.547,852778,France,08pN6wAbyBPopAgLDwvXgR
14,Say My Name,0.137,0.703,0.66,0.0,0.192,-5.119,0,0.123,95.031,4,0.79,839134,France,0YammaEkYSeo9vQYZ1OwS6
15,Jaloux,0.193,0.558,0.797,0.0,0.399,-3.89,0,0.0739,139.992,4,0.368,837595,France,0QnEGWGECQUPuE3m8L6hdT
