,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,165059,Japan,7qiZfU4dY1lWllzX7mPBI3
1,打上花火,0.207,0.635,0.667,0.0,0.108,-5.392,1,0.0253,96.003,4,0.261,125722,Japan,7pcTLUekZJQnzDOUDuExVJ
2,What Lovers Do (feat. SZA),0.0786,0.795,0.615,2.98e-06,0.0855,-5.211,0,0.0671,110.009,4,0.393,120689,Japan,3hBBKuWJfxlIlnd9QFoC8k
3,Wolves,0.139,0.715,0.802,0.0,0.177,-4.647,0,0.0394,124.989,4,0.327,120088,Japan,7EmGUiUaOSGDnUUQUDrOXC
4,New Rules,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0,0.0694,116.073,4,0.608,101840,Japan,2ekn2ttSfGqwhhate0LSR0
5,My Boo,0.307,0.719,0.718,0.000178,0.0846,-4.996,1,0.0316,153.937,4,0.693,99968,Japan,2gasr6aemUqZIBBN05EO03
6,Havana,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0,0.0312,104.992,4,0.418,98980,Japan,0ofbQMrRDsUaVKq2mGLEAb
7,How Long,0.189,0.849,0.581,3.61e-06,0.0805,-5.243,0,0.0767,110.008,4,0.779,97173,Japan,32DGGj6KlNuBr6WaqRxpxi
8,LIKEY,0.431,0.723,0.898,0.0015,0.136,-1.081,0,0.0354,131.96,4,0.394,94946,Japan,4Eb5cLWxKQUoUQaKUYSRgI
9,恋音と雨空,0.0512,0.625,0.86,0.0,0.408,-4.456,1,0.0314,129.064,4,0.533,92428,Japan,46gSY0U7ZZCmd7EuJuo15N
10,Lonely Together (feat. Rita Ora),0.134,0.655,0.666,2.12e-05,0.0683,-5.309,1,0.0612,102.977,4,0.272,89904,Japan,2OALaHcDdKkjYEpAr0Qzab
11,Wherever you are,0.0286,0.379,0.69,0.0,0.335,-4.79,1,0.0549,173.716,4,0.288,87861,Japan,0YAMQSmHk6BSUGTYpaoqTJ
12,One More Time,0.00288,0.74,0.928,0.0,0.319,-4.139,1,0.0633,129.955,4,0.671,87532,Japan,6q2cJXwzu89N8okT69L7KC
13,Perfect,0.163,0.599,0.448,0.0,0.106,-6.312,1,0.0232,95.05,3,0.168,86940,Japan,0tgVpDi06FyKpA1z0VMD4v
14,"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.0393,0.659,0.717,0.0,0.0769,-4.202,1,0.0581,103.036,4,0.71,86063,Japan,5AEtlRudpgdT5FtNiuly6Y
15,Friends (with BloodPop®),0.00459,0.744,0.739,0.0,0.306,-5.35,1,0.0387,104.99,4,0.649,84456,Japan,7nZmah2llfvLDiUjm0kiyz
16,君が好き,0.172,0.573,0.575,0.0,0.203,-7.628,1,0.0449,132.426,4,0.535,83269,Japan,5Bg0HkfaRYRx8A7tMrjT9Z
17,Chocolate,0.0614,0.795,0.742,2.64e-06,0.0669,-4.722,1,0.0556,92.002,4,0.267,81329,Japan,6CU3VvoeQgkg4Wb1vS0zj7
18,Too Good At Goodbyes,0.64,0.681,0.372,0.0,0.169,-8.237,1,0.0432,91.873,4,0.476,81215,Japan,1mXVgsBdtIVeCLJnSnmtdV
19,TT - Japanese ver.,0.0807,0.699,0.856,8.72e-06,0.44,-3.326,1,0.0608,129.96,4,0.331,80510,Japan,0PAyiPTz8gL0udQnSasc5G
20,DREAM,0.0179,0.592,0.562,0.0,0.354,-5.501,1,0.024,93.989,4,0.537,79722,Japan,6PO8T4qt3FHfauSs98zO9j
21,愛をこめて花束を,0.151,0.37,0.8,3.33e-06,0.089,-3.403,1,0.0436,161.934,4,0.451,78471,Japan,7CmWXD3w1xOO53AAO4LRVQ
22,さよならの前に,0.0364,0.545,0.853,0.0,0.117,-4.699,1,0.029,98.02,4,0.525,77964,Japan,7vwXjDrZT2mqiFynlEwwgG
23,Sorry Not Sorry,0.0214,0.704,0.633,0.0,0.29,-6.923,0,0.241,144.021,4,0.863,75415,Japan,3m660poUr1chesgkkjQM7P
24,RAIN,0.171,0.526,0.758,0.0,0.304,-3.732,1,0.0256,97.957,4,0.482,75261,Japan,40cPkRjw5aLQIOjaqgUVnB
25,Attention,0.0969,0.774,0.626,3.12e-05,0.0848,-4.432,0,0.0432,100.041,4,0.777,75117,Japan,4iLqG9SeJSnt0cSPICSjxv
26,ワタリドリ,0.00141,0.508,0.964,0.0,0.197,-4.077,1,0.0831,134.982,4,0.609,74578,Japan,0ve9Tpz8Yw0I4eXhWsy21o
27,小さな恋のうた,0.00465,0.403,0.87,0.0,0.139,-1.871,1,0.0474,115.398,4,0.549,74578,Japan,7swIKcU4tFRk4iFJpi12Fg
28,Dusk Till Dawn - Radio Edit,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0,0.039,180.043,4,0.0967,74145,Japan,1j4kHkkpqZRBwE0A4CN4Yv
29,愛唄,0.0839,0.505,0.791,0.0,0.187,-3.729,1,0.0308,169.964,4,0.425,73165,Japan,7iXHLtPosbHvglVSJ4rxLq
30,Stay (with Alessia Cara),0.232,0.679,0.634,0.0,0.115,-5.024,0,0.0654,102.013,4,0.498,71985,Japan,0dA2Mk56wEzDgegdC6R17g
31,BIG CITY RODEO,0.0156,0.613,0.978,0.00131,0.327,-4.332,0,0.0773,127.983,4,0.432,71833,Japan,468Jl0mOuztlhQDKMhO8Rq
32,Closer,0.414,0.748,0.524,0.0,0.111,-5.599,1,0.0338,95.01,4,0.661,70611,Japan,7BKLCZ1jbUBVqRi2FVlTVw
33,WanteD! WanteD!,0.0271,0.548,0.789,0.0,0.0417,-2.775,1,0.054,160.048,4,0.625,70036,Japan,4m8ayeTlVnsYAtR42NhDqZ
34,rockstar,0.13,0.577,0.522,9.03e-05,0.142,-6.594,0,0.0984,159.772,4,0.119,67864,Japan,7wGoVu4Dady5GV0Sv4UIsx
35,ONE,9.78e-05,0.573,0.918,3.66e-06,0.129,-3.453,1,0.0664,129.046,4,0.831,65871,Japan,66KjxbYrSBdnxJcHjnLM7o
36,Stargazing,0.152,0.677,0.497,0.0,0.0911,-5.763,1,0.0809,99.137,4,0.419,65271,Japan,0Zbbxnx4SGGHoIow4PpISP
37,LIFE,0.0967,0.626,0.887,0.0,0.367,-4.871,1,0.0853,131.924,4,0.792,64115,Japan,6IxWbmElUUj7AstEEzIgtl
38,Silence,0.256,0.52,0.761,4.96e-06,0.17,-3.093,1,0.0853,141.971,4,0.286,62819,Japan,7vGuf3Y35N4wmASOKLUVVU
39,Look What You Made Me Do,0.213,0.773,0.68,1.57e-05,0.122,-6.378,0,0.141,128.062,4,0.497,62472,Japan,6uFsE1JgZ20EXyU0JQZbUR
40,Something Just Like This,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0,0.0317,103.019,4,0.446,62372,Japan,6RUKPb4LETWmmr3iAEQktW
41,DNA,0.022,0.598,0.775,0.0,0.0677,-4.035,0,0.0545,129.819,4,0.687,62067,Japan,5SE57ljOIUJ1ybL9U6CuBH
42,I Miss You (feat. Julia Michaels),0.245,0.638,0.658,3.77e-06,0.0919,-6.318,1,0.0456,105.076,4,0.33,60500,Japan,2xmrfQpmS2iJExTlklLoAL
43,Despacito - Remix,0.229,0.694,0.815,0.0,0.0924,-4.328,1,0.12,88.931,4,0.813,60192,Japan,5CtI0qwDJkDQGwXD1H1cLb
44,What About Us,0.0281,0.491,0.588,2.01e-06,0.0906,-6.177,1,0.0506,113.608,4,0.193,59977,Japan,0Qh38w01QRXK6KHIv0e3hb
45,What Do You Mean?,0.59,0.845,0.567,0.00142,0.0811,-8.118,0,0.0956,125.02,4,0.793,59563,Japan,3pzjHKrQSvXGHQ98dx18HI
46,1-800-273-8255,0.569,0.62,0.574,0.0,0.19,-7.788,0,0.0479,100.023,4,0.357,59166,Japan,5tz69p7tJuGPeMGwNTxYuV
47,I Like Me Better,0.535,0.752,0.505,2.55e-06,0.104,-7.621,1,0.253,91.97,4,0.419,58130,Japan,1wjzFQodRWrPcQ0AnYnvQ9
48,Walk On Water (feat. Beyoncé),0.801,0.49,0.598,0.0,0.576,-4.814,0,0.186,84.004,4,0.61,57812,Japan,5b2QnYcT9rQIkhRWt4HztQ
49,More Than You Know,0.034,0.644,0.743,0.0,0.257,-5.002,0,0.0355,123.074,4,0.544,53710,Japan,3PEgB3fkiojxms35ntsTgs
50,キセキ,0.0932,0.641,0.618,0.0,0.155,-4.269,1,0.0259,90.032,4,0.338,48734,Japan,7ztdl6cnbJgHRdMkKldkts
51,The Beginning,8.83e-05,0.36,0.983,0.0,0.111,-2.352,1,0.101,182.058,4,0.279,47456,Japan,4f3nDjgqXurMryYBSp0TZD
52,Feel It Still,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0,0.0504,79.028,4,0.754,46528,Japan,6QgjcU0zLnzq5OrUoSZ3OK
53,片想い,0.354,0.47,0.507,0.0,0.293,-6.175,1,0.0287,149.601,4,0.396,46105,Japan,17DfKcV1gBdfMBdzsf4NQx
54,Let You Down,0.33,0.659,0.716,0.0,0.173,-5.673,0,0.111,148.015,4,0.437,45115,Japan,6mrKP2jyIQmM0rw6fQryjr
55,Échame La Culpa,0.0322,0.724,0.895,0.0,0.097,-3.617,1,0.0411,96.022,4,0.64,45010,Japan,1zsG4eaZmkA1dvjDDsAGLK
