,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,186367,Japan,7qiZfU4dY1lWllzX7mPBI3
1,打上花火,0.207,0.635,0.667,0.0,0.108,-5.392,1,0.0253,96.003,4,0.261,136681,Japan,7pcTLUekZJQnzDOUDuExVJ
2,Wolves,0.139,0.715,0.802,0.0,0.177,-4.647,0,0.0394,124.989,4,0.327,120310,Japan,7EmGUiUaOSGDnUUQUDrOXC
3,What Lovers Do (feat. SZA),0.0786,0.795,0.615,2.98e-06,0.0855,-5.211,0,0.0671,110.009,4,0.393,113743,Japan,3hBBKuWJfxlIlnd9QFoC8k
4,My Boo,0.307,0.719,0.718,0.000178,0.0846,-4.996,1,0.0316,153.937,4,0.693,108431,Japan,2gasr6aemUqZIBBN05EO03
5,New Rules,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0,0.0694,116.073,4,0.608,103948,Japan,2ekn2ttSfGqwhhate0LSR0
6,Havana,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0,0.0312,104.992,4,0.418,99075,Japan,0ofbQMrRDsUaVKq2mGLEAb
7,Wherever you are,0.0286,0.379,0.69,0.0,0.335,-4.79,1,0.0549,173.716,4,0.288,98730,Japan,0YAMQSmHk6BSUGTYpaoqTJ
8,恋音と雨空,0.0512,0.625,0.86,0.0,0.408,-4.456,1,0.0314,129.064,4,0.533,97096,Japan,46gSY0U7ZZCmd7EuJuo15N
9,All I Want for Christmas Is You,0.164,0.336,0.627,0.0,0.0708,-7.463,1,0.0384,150.273,4,0.35,96798,Japan,0bYg9bo50gSsH3LtXe2SQn
10,愛をこめて花束を,0.151,0.37,0.8,3.33e-06,0.089,-3.403,1,0.0436,161.934,4,0.451,91411,Japan,7CmWXD3w1xOO53AAO4LRVQ
11,Stay (with Alessia Cara),0.232,0.679,0.634,0.0,0.115,-5.024,0,0.0654,102.013,4,0.498,91044,Japan,0dA2Mk56wEzDgegdC6R17g
