,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,FAKE LOVE,0.00267,0.557,0.719,0.0,0.306,-4.515,0,0.0372,77.501,4,0.344,201927,Japan,3aW0ds4A4tSQDIp75FqWTo
1,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,154529,Japan,7qiZfU4dY1lWllzX7mPBI3
2,打上花火,0.288,0.625,0.668,0.0,0.107,-4.315,1,0.0249,95.968,4,0.292,141621,Japan,4IouQaO9GkaHC7AtMErdSa
3,Change,0.00245,0.357,0.75,0.0,0.372,-4.971,1,0.0533,89.632,4,0.326,136910,Japan,6KBj27Bko8gh71gpx0PzIG
4,no tears left to cry,0.0375,0.703,0.696,5.65e-06,0.274,-5.482,1,0.0529,121.969,4,0.366,123119,Japan,5SxkdsY1ufZzoq9iXceLw9
5,愛をこめて花束を,0.151,0.37,0.8,3.33e-06,0.089,-3.403,1,0.0436,161.934,4,0.451,122000,Japan,7CmWXD3w1xOO53AAO4LRVQ
6,My Boo,0.307,0.719,0.718,0.000178,0.0846,-4.996,1,0.0316,153.937,4,0.693,120974,Japan,2gasr6aemUqZIBBN05EO03
7,Wherever you are,0.0286,0.379,0.69,0.0,0.335,-4.79,1,0.0549,173.716,4,0.288,117538,Japan,0YAMQSmHk6BSUGTYpaoqTJ
8,The Middle,0.208,0.748,0.652,0.0,0.128,-3.02,1,0.058,106.914,4,0.431,117457,Japan,2ARqIya5NAuvFVHSN3bL0m
9,さよならエレジー,0.00333,0.466,0.934,0.0,0.277,-2.739,1,0.0539,154.966,4,0.62,116086,Japan,0QKmcZNAST4GytJYmkN05D
10,ワタリドリ,0.00141,0.508,0.964,0.0,0.197,-4.077,1,0.0831,134.982,4,0.609,113133,Japan,0ve9Tpz8Yw0I4eXhWsy21o
11,恋音と雨空,0.0512,0.625,0.86,0.0,0.408,-4.456,1,0.0314,129.064,4,0.533,109431,Japan,46gSY0U7ZZCmd7EuJuo15N
