,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Cataleya,Samra,3401005,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
2,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,3211012,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
3,Valentino Camouflage,Luciano,2941045,https://open.spotify.com/track/5phG3pqcfpBIKE63vpheYb
4,Perfekt (feat. Sofiane),RAF Camora,2686335,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
5,Ich liebe es (feat. XATAR & SAMY),Capital Bra,2500380,https://open.spotify.com/track/71XGMPKmWtVxO7bGcGZhbn
6,Meer,Luciano,2456769,https://open.spotify.com/track/6hcqxx32EL884qpJXDstsA
7,Sweet but Psycho,Ava Max,2438432,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
8,Tausend Tattoos,Sido,2437214,https://open.spotify.com/track/1rGZd7EVl4aOClpzDLNPwy
9,500 PS,Bonez MC,1960259,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
10,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1909614,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
11,Allein,Capital Bra,1874759,https://open.spotify.com/track/4tW7mc0pab35DznfVlr3px
12,High Hopes,Panic! At The Disco,1812246,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
13,Be Alright,Dean Lewis,1697634,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
14,"thank u, next",Ariana Grande,1662054,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
15,In My Mind,Dynoro,1618301,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
16,Let You Love Me,Rita Ora,1615862,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
17,Kokain,Bonez MC,1557693,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
18,Happier,Marshmello,1531915,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
19,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1521861,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
20,Roli Glitzer Glitzer (feat. Luciano & Eno),Capital Bra,1473709,https://open.spotify.com/track/5P8EPCYTLW2bR4PanlvEpI
21,Facetime,Dardan,1463124,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
22,Dior 2001,RIN,1409847,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73
23,TGV,Veysel,1293936,https://open.spotify.com/track/6znV0VSQjAuP2WaIpC6YEz
