,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Mood (feat. iann dior),24kGoldn,3579012,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,3255629,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
3,Head & Heart (feat. MNEK),Joel Corry,2465302,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
4,Rohdiamant ٢٠٢٠,Samra,2447116,https://open.spotify.com/track/6NpsaQyLvPLjtVLWc26GKu
5,Paradise,VIZE,2446126,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
6,Checka,Delara,2326517,https://open.spotify.com/track/5ChtVY22XWHIpSgPtZZ6wB
7,Unterwegs,KitschKrieg,2268377,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
8,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,1996344,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
9,mailbox,Dardan,1968564,https://open.spotify.com/track/4pmbb2QmCMrfNT9kL0nVtG
10,What You Know Bout Love,Pop Smoke,1941367,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
11,TBC,SSIO,1832549,https://open.spotify.com/track/6rUVHOuK4kmqCzRKYFk76r
12,Savage Love (Laxed - Siren Beat),Jawsh 685,1628084,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
13,Bläulich,Apache 207,1622342,https://open.spotify.com/track/2WRTnY0slmFgWcrmEr8dPj
14,2012,Bausa,1603290,https://open.spotify.com/track/6bM4daGlfZHtKMQp8tEqVz
15,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1596080,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
16,ANANI BACINI,KC Rebell,1581969,https://open.spotify.com/track/6HiwmjQTfbfxyRve3RGXKZ
17,Take You Dancing,Jason Derulo,1523528,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
18,Devam (feat. Luciano & Ezhel),Gentleman,1519666,https://open.spotify.com/track/4ow1etGbQ8kfbAT3QPlmhN
19,Goosebumps,HVME,1484601,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
20,Hollywood,LA Vision,1470369,https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4
21,AMG,Kool Savas,1460932,https://open.spotify.com/track/4EmiHs5KnkApKW8pkfWdWW
22,Frühstück in Paris,Capital Bra,1447689,https://open.spotify.com/track/1ddbNJwDjjmCYz1GFGYnsw
23,gebe auf.,Lune,1421037,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
24,ROCKSTAR (feat. Roddy Ricch),DaBaby,1405934,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
25,Blinding Lights,The Weeknd,1367792,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
26,Lovefool,twocolors,1355651,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
27,Fuckst mich nur ab,Bonez MC,1349896,https://open.spotify.com/track/0y8mJFmm4ogCHnfe0oTuT6
28,Elbe,Bozza,1324840,https://open.spotify.com/track/2kvJnNMqnimkCZUUWjOINy
29,NIEMALS UNTER 1000,Bonez MC,1292763,https://open.spotify.com/track/2i4iMzEPsJQoKQC89xKDC4
30,WAP (feat. Megan Thee Stallion),Cardi B,1292284,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
31,In meinem Benz,AK AUSSERKONTROLLE,1282803,https://open.spotify.com/track/3dy7SaVShdnjwtx9IXhtzg
32,No Therapy,Felix Jaehn,1255750,https://open.spotify.com/track/7tUTCcqkMCnC9qLqbQeI0T
33,Zweifel,Ufo361,1240553,https://open.spotify.com/track/6cGm0z7kp0YtNiaGgDtmHW
34,Holy (feat. Chance The Rapper),Justin Bieber,1224978,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
35,Never Let Me Down,VIZE,1224787,https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN
36,you broke me first,Tate McRae,1218444,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
37,Lonely,Tujamo,1202064,https://open.spotify.com/track/5LOJdJPzuevskkoAtLj8hb
38,Roller,Apache 207,1195738,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
39,Alien,Dennis Lloyd,1188105,https://open.spotify.com/track/1Tqshmc0rnQPaIGJfRp2Da
40,Ohne Reden,XATAR,1187516,https://open.spotify.com/track/7oV2f7tusAb9cMGSiA8XuQ
41,WACH,KASIMIR1441,1180949,https://open.spotify.com/track/3Xrr0iul4YsZefSJeGikGT
42,Jerusalema (feat. Nomcebo Zikode),Master KG,1171542,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
43,Hypnotized,Purple Disco Machine,1166183,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
44,Airwaves,Pashanim,1144517,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
45,Come & Go (with Marshmello),Juice WRLD,1137455,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
46,Bist du Okay,Mark Forster,1091807,https://open.spotify.com/track/1O2gOblgfyostGPbLzqghY
47,Put Your Records On,Ritt Momney,1065203,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
48,Einsam an der Spitze,Capital Bra,1056180,https://open.spotify.com/track/1JPd9BSiiN7xrKE64Qo30m
49,Roses - Imanbek Remix,SAINt JHN,1043947,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
50,Ihr Hobby,Bonez MC,1020563,https://open.spotify.com/track/4aZfvvgfoSfmSZpfwQYzC0
51,Dynamite,BTS,1018285,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
52,SMOKE WEED EVERYDAY,18 Karat,1007229,https://open.spotify.com/track/2prlVx4HM2UL1fpmdfEoc4
53,Leben,NGEE,991557,https://open.spotify.com/track/0CjaKLuMNzDnzxmY77yRN0
54,Watermelon Sugar,Harry Styles,987810,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
55,Breaking Me,Topic,985926,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
56,AUGEN ZU (feat. Samra),ELIF,972774,https://open.spotify.com/track/6ikiAn9th3TUfS3bYS7gDX
57,Mood Swings (feat. Lil Tjay),Pop Smoke,961823,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
58,Wonder,Shawn Mendes,942465,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
59,Fast Life 2,Azet,924285,https://open.spotify.com/track/249XLLQSxCTZLh2H54cC0I
60,Freunde,Kontra K,918336,https://open.spotify.com/track/41p4dR3CEEE0FTJrsJQBhb
61,Overnight,Data Luv,914021,https://open.spotify.com/track/2KNgqcsY5wIa1xPi5TAyRY
62,Games,Ufo361,911002,https://open.spotify.com/track/38wMP2KeXQXv9Bl3o63HT2
63,Beifahrersitz,LEA,881564,https://open.spotify.com/track/01qOl2pM8emx1sxdBQc05g
64,Andere Welt,Capital Bra,868045,https://open.spotify.com/track/5FNhlq7JSnm1kisNKeuVAP
65,Fame,Apache 207,849417,https://open.spotify.com/track/0QjjaCaXE45mvhCnV3C0TA
66,Midnight Sky,Miley Cyrus,846386,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
67,Giants,Dermot Kennedy,833856,https://open.spotify.com/track/43CHdbHYdcbUWP10UFKyZ7
68,Alane,Robin Schulz,832882,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI
69,Laugh Now Cry Later (feat. Lil Durk),Drake,832788,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
70,Papa ist in Hollywood,Bonez MC,826718,https://open.spotify.com/track/5N92YoWttffe7U5v2j2ZA6
71,Übermorgen,Mark Forster,826376,https://open.spotify.com/track/1NP7bzm8UksJUWXsuFoOwE
72,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,825143,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
73,XXL,Miksu / Macloud,808476,https://open.spotify.com/track/0p3euGPg5LgFeQGC7bBFuR
74,my ex's best friend (with blackbear),Machine Gun Kelly,807039,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
75,Dicka Was,Kool Savas,805399,https://open.spotify.com/track/3hbHVdyA6cyVUBBLQ0RbUU
76,Sinne,Sarhad,796768,https://open.spotify.com/track/1XTUu81IEyoi5nU5H6Bf3H
77,White Nights,Kalazh44,794065,https://open.spotify.com/track/2U3cgtPWyQ2AkFASLgSvJ7
78,GREECE (feat. Drake),DJ Khaled,793175,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
79,Dance Monkey,Tones And I,787928,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
80,Who's Laughing Now,Ava Max,783887,https://open.spotify.com/track/2ICse7t8MB60EFk6o9aUyw
81,POPSTAR (feat. Drake),DJ Khaled,781758,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
82,Tick Tock (feat. 24kGoldn),Clean Bandit,777419,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
83,187 Gang,Bonez MC,761088,https://open.spotify.com/track/3lHuDW8SiPtnIMmaTiDFVe
84,PARKBANK,KASIMIR1441,760480,https://open.spotify.com/track/4SCr4KayFCP0Uq2Ra0KzIY
85,WEISSER RAUCH,FOURTY,750526,https://open.spotify.com/track/6bRR9tU3WUBsC4aywSgHEO
86,Flugmodus,Clueso,749809,https://open.spotify.com/track/2iNzRQE0MlCaSHbHGzmbN2
87,Roadrunner,Bonez MC,733555,https://open.spotify.com/track/0atjNG0rNW2m6zPaiK4Co7
88,Tilidin Weg,Bonez MC,732986,https://open.spotify.com/track/7idxewQZ24F0gQy2EWE6Ug
89,Supernova,badmómzjay,729275,https://open.spotify.com/track/0F9AHUzzvk7pLxC4Xi3p1t
90,Robbery,Juice WRLD,728379,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
91,Cooler Than Me,Lucky Luke,719545,https://open.spotify.com/track/525GY0mXYnxajolwgS8Eaz
92,Mars,Georg Stengel,714190,https://open.spotify.com/track/5iUveERei5JgBhqWlu3JIN
93,Some Say - Felix Jaehn Remix,Nea,708810,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
94,Ma Bae,Dardan,704078,https://open.spotify.com/track/3G67H7EzEhwITQn1gPuPwA
95,Kings & Queens,Ava Max,700300,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
96,Best of Us,WIER,694803,https://open.spotify.com/track/5DhcEJWVdkPNkJUVnbiUKo
97,Unterwegs,Apache 207,681247,https://open.spotify.com/track/7oJW8vNkosiWuKJtsq3mZs
98,Let's Love,David Guetta,674508,https://open.spotify.com/track/6lhZLbb0czULpjb2kFryPS
99,Tiefschwarz (feat. Samra),Kontra K,670994,https://open.spotify.com/track/7jMMoHhgq6iwVT5ykyxsJt
100,What's Love Got to Do with It,Kygo,668107,https://open.spotify.com/track/3Be7CLdHZpyzsVijme39cW
101,Ich würd' lügen,KAYEF,656923,https://open.spotify.com/track/5T2RHnuyK2sa9R0pleO9yP
102,Hale-Bopp,Seeed,644448,https://open.spotify.com/track/72Z8ZjMvJIocWNiGwfpHx0
103,Close Your Eyes,Felix Jaehn,630235,https://open.spotify.com/track/7N06jo3EnV792VFaG8vuW6
104,Jolie nana,Aya Nakamura,624097,https://open.spotify.com/track/34FbkFgAbv4ffvhL2XQMVm
105,BIER,Drunken Masters,619279,https://open.spotify.com/track/44Elooy8S8twBdOoVVHPDA
106,Alles dreht sich (feat. Capital Bra),Kontra K,606853,https://open.spotify.com/track/5qw4APHP5RxJjWDpyEiiWf
107,Juliet,Ardian Bujupi,602795,https://open.spotify.com/track/0RUcwZ3Kr4RtAhpKvSyCs3
108,Playlist,Ufo361,597200,https://open.spotify.com/track/6rlT8kK9gloJCQayiLaEoT
109,Someone You Loved,Lewis Capaldi,593816,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
110,Emotions 2.0,Ufo361,593705,https://open.spotify.com/track/3yZCjDTxzZxx1kll1sRjGc
111,110,Capital Bra,592518,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
112,Wishing Well,Juice WRLD,591739,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
113,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,586624,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
114,Dreams - 2004 Remaster,Fleetwood Mac,585596,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
115,Boot,Apache 207,584541,https://open.spotify.com/track/12KENAKQY5JvAsRURN7TzB
116,Shit Changed,Ufo361,578270,https://open.spotify.com/track/6du77YHyGWoFjbuHCFBHU3
117,fastlane,Jamule,574388,https://open.spotify.com/track/7xvofve6KAoCIsqVVxH20J
118,Dior,Pop Smoke,569928,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
119,7 Stunden,LEA,568937,https://open.spotify.com/track/1EbdQ54jFLGEH94cUif3TI
120,Like I Love You,Nico Santos,564359,https://open.spotify.com/track/7hr6WRm7HUlVdkfnhSTm0G
121,Vermissen (feat. Henning May),Juju,564348,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz
