,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",32548077,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
2,"thank u, next","Ariana Grande",29904412,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,Wow.,"Post Malone",29752551,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
4,"Without Me",Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
5,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",22845885,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
6,"Sweet but Psycho","Ava Max",21942752,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
7,"Calma - Remix","Pedro Capó",20326903,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
8,"MIA (feat. Drake)","Bad Bunny",19414160,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
9,Happier,Marshmello,18637219,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,"SICKO MODE","Travis Scott",18588911,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
11,"High Hopes","Panic! At The Disco",18340295,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
12,"Going Bad (feat. Drake)","Meek Mill",17137403,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
13,"Adan y Eva","Paulo Londra",16773308,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
14,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",16713258,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
15,Shallow,"Lady Gaga",16498186,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
16,"Eastside (with Halsey & Khalid)","benny blanco",14344693,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
17,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",13970600,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
18,"Mo Bamba","Sheck Wes",13371509,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
19,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",13321833,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
20,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,13293720,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
21,"when the party's over","Billie Eilish",13279895,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
