,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",37076390,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"bad guy","Billie Eilish",35389193,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",32045281,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,"You Need To Calm Down","Taylor Swift",27274424,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
5,"Otro Trago",Sech,24962953,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
6,"Money In The Grave (Drake ft. Rick Ross)",Drake,22156363,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
7,Callaita,"Bad Bunny",21648705,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
8,"If I Can't Have You","Shawn Mendes",19748024,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
9,"Con Calma","Daddy Yankee",19183075,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
10,"Soltera - Remix",Lunay,18185680,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
11,"No Guidance (feat. Drake)","Chris Brown",18038661,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
12,Sucker,"Jonas Brothers",17856767,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
13,"Someone You Loved","Lewis Capaldi",17745270,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
14,"Never Really Over","Katy Perry",17452616,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
15,"SOS (feat. Aloe Blacc)",Avicii,17066411,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
16,"Old Town Road","Lil Nas X",16902678,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
