,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,7 rings,Ariana Grande,1682872,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
2,"break up with your girlfriend, i'm bored",Ariana Grande,1499472,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
3,Wow.,Post Malone,1362208,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
4,MIDDLE CHILD,J. Cole,1286495,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1227638,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB
6,Shallow,Lady Gaga,1197549,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
7,Murder On My Mind,YNW Melly,1070360,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
8,Going Bad (feat. Drake),Meek Mill,1034381,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
9,Look Back at It,A Boogie Wit da Hoodie,891489,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
10,Robbery,Juice WRLD,891077,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV
11,bury a friend,Billie Eilish,853787,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
12,Without Me,Halsey,837751,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
13,Dancing With A Stranger (with Normani),Sam Smith,826350,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
14,Pure Water (with Migos),Mustard,810518,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
15,Thotiana,Blueface,802705,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
16,"thank u, next",Ariana Grande,791822,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
17,Talk,Khalid,786884,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
18,SICKO MODE,Travis Scott,771296,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
19,Happier,Marshmello,760236,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
20,i'm so tired...,Lauv,759345,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
21,Drip Too Hard (Lil Baby & Gunna),Lil Baby,716554,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
22,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,688983,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
23,a lot,21 Savage,670981,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
24,Legacy (feat. Travis Scott & 21 Savage),Offset,666823,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99
25,Red Room,Offset,648499,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq
26,Eastside (with Halsey & Khalid),benny blanco,632184,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
27,ZEZE (feat. Travis Scott & Offset),Kodak Black,631507,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
28,Nights Like This (feat. Ty Dolla $ign),Kehlani,620594,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
29,Mo Bamba,Sheck Wes,594042,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
30,bad idea,Ariana Grande,568367,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
31,Who Do You Love,The Chainsmokers,556875,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
32,High Hopes,Panic! At The Disco,554688,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
33,Please Me,Cardi B,549527,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
34,Better Now,Post Malone,531871,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
35,needy,Ariana Grande,527321,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
36,Let Me Down Slowly,Alec Benjamin,519253,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
37,NASA,Ariana Grande,510440,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
38,Lucid Dreams,Juice WRLD,510046,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
39,Better,Khalid,502936,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
40,Saturday Nights,Khalid,476513,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
41,Youngblood,5 Seconds of Summer,471630,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
42,bloodline,Ariana Grande,466267,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
43,Nonstop,Drake,465639,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
44,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,460605,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
45,Sweet but Psycho,Ava Max,460594,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
46,Leave Me Alone,Flipp Dinero,457282,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
47,Giant (with Rag'n'Bone Man),Calvin Harris,450634,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
48,Bohemian Rhapsody - Remastered 2011,Queen,444772,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
49,No Stylist (feat. Drake),French Montana,442519,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
50,imagine,Ariana Grande,441112,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
51,Splashin,Rich The Kid,441094,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
52,Don't Call Me Up,Mabel,435692,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
53,Con Calma,Daddy Yankee,428293,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
54,Be Alright,Dean Lewis,418828,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
55,SAD!,XXXTENTACION,416743,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
56,Taste (feat. Offset),Tyga,412475,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
57,Armed And Dangerous,Juice WRLD,410420,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
58,Noticed,Lil Mosey,404308,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
59,MIA (feat. Drake),Bad Bunny,397151,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
60,Mixed Personalities (feat. Kanye West),YNW Melly,395936,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
61,rockstar (feat. 21 Savage),Post Malone,391209,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
62,Speed It Up,Gunna,390511,https://open.spotify.com/track/6PfI6EeLNiNGVAVg11nv7D
63,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,390497,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
64,Think About You,Kygo,385375,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P
65,Wake Up in the Sky,Gucci Mane,383783,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
66,fake smile,Ariana Grande,381526,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ
67,Space Cadet (feat. Gunna),Metro Boomin,377300,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
68,when the party's over,Billie Eilish,377076,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
69,Money,Cardi B,375527,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
70,Faucet Failure,Ski Mask The Slump God,373874,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
71,lovely,Billie Eilish,373563,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
72,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,373364,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4
73,Keanu Reeves,Logic,368476,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK
74,Walk Me Home,P!nk,359317,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
75,Be Like Me (feat. Lil Wayne),Lil Pump,356769,https://open.spotify.com/track/6flur5o18COKeafnjLHRiJ
76,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,356278,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
77,Never Go Back,Dennis Lloyd,355656,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
78,Moonlight,XXXTENTACION,353794,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
79,I Like Me Better,Lauv,353561,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
80,Girls Like You (feat. Cardi B),Maroon 5,353049,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
81,KIKA,6ix9ine,350169,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
82,I Like It,Cardi B,348155,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
83,How Did I Get Here (feat. J. Cole),Offset,347544,https://open.spotify.com/track/32iPykTXUNZ9oGyACGUybq
84,ghostin,Ariana Grande,344472,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB
85,Psycho (feat. Ty Dolla $ign),Post Malone,339194,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
86,Look Alive (feat. Drake),BlocBoy JB,336351,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
87,Body (feat. brando),Loud Luxury,334290,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
88,Lick,Offset,331377,https://open.spotify.com/track/4W9XGjEUVG9junR70FOLii
89,This Feeling,The Chainsmokers,330622,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
90,365,Zedd,330471,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d
91,Always Remember Us This Way,Lady Gaga,328478,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
92,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,322085,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
93,God's Plan,Drake,321871,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
94,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,316479,https://open.spotify.com/track/51w9Jbat1pLeWINGCpnQUR
95,Last Hurrah,Bebe Rexha,316273,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
96,Ric Flair Drip (& Metro Boomin),Offset,310927,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
97,Someone You Loved,Lewis Capaldi,310081,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
98,Lost In Japan,Shawn Mendes,308963,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
99,Beautiful (feat. Camila Cabello),Bazzi,306445,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
100,I Love It (& Lil Pump),Kanye West,298333,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
101,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,291048,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
102,Don't Stop Me Now - Remastered 2011,Queen,290628,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
103,in my head,Ariana Grande,290399,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw
104,Envy Me,Calboy,284810,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
105,First Off (feat. Travis Scott),Future,283477,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG
106,In My Feelings,Drake,282704,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
107,YOSEMITE,Travis Scott,279454,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
108,Jocelyn Flores,XXXTENTACION,278847,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
109,Big Plans,Why Don't We,278174,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
110,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,278062,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
111,Another One Bites The Dust - Remastered 2011,Queen,277958,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
112,2002,Anne-Marie,277671,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
113,Outstanding,Gunna,277368,https://open.spotify.com/track/76PwajqH3ej4hnk9tgaJpp
114,Lost in the Fire,Gesaffelstein,276109,https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG
115,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,269882,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
116,Almost (Sweet Music),Hozier,269563,https://open.spotify.com/track/2e9N4vHYVUwSwRorBzsZXE
117,no tears left to cry,Ariana Grande,268751,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
118,10 Freaky Girls (with 21 Savage),Metro Boomin,267599,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
119,Bones (feat. OneRepublic),Galantis,267477,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv
120,I Fall Apart,Post Malone,267172,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
121,Lucky You (feat. Joyner Lucas),Eminem,264447,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
122,Pure Cocaine,Lil Baby,264177,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
123,One Call,Gunna,263883,https://open.spotify.com/track/3pq5dd3Hwg2uJ3d63v9YRx
124,Fine China,Future,262370,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
125,make up,Ariana Grande,261238,https://open.spotify.com/track/27356GVuMPFWiJSZCragoM
126,Best Part (feat. Daniel Caesar),H.E.R.,260980,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
127,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,260792,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea
128,Yes Indeed,Lil Baby,260124,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
129,Wild Wild West (feat. Gunna),Offset,259214,https://open.spotify.com/track/0SQ8yalm13UIJuebuZkQlH
130,idontwannabeyouanymore,Billie Eilish,258722,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
131,Say You Won't Let Go,James Arthur,257608,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
132,FEFE,6ix9ine,257369,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
133,The Middle,Zedd,256578,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
134,Perfect,Ed Sheeran,255219,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
135,Love Lies (with Normani),Khalid,251388,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
136,What A Time (feat. Niall Horan),Julia Michaels,248198,https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT
137,Tequila,Dan + Shay,246650,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
138,Clout (feat. Cardi B),Offset,245850,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
139,Bleed It,Blueface,244838,https://open.spotify.com/track/67fNrBUMc7iWMofdCaoJV9
140,monster,21 Savage,244364,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
141,XO Tour Llif3,Lil Uzi Vert,243949,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
142,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,242359,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
143,No Sleep (feat. Bonn),Martin Garrix,240041,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B
144,Nice For What,Drake,239578,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
145,Ruin My Life,Zara Larsson,239544,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
146,All Girls Are The Same,Juice WRLD,239104,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
147,Same Yung Nigga (feat. Playboi Carti),Gunna,237767,https://open.spotify.com/track/1q9jq5X5vwmewjOa2mHtQ1
148,HUMBLE.,Kendrick Lamar,237697,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
149,Natural,Imagine Dragons,236954,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
150,Young Dumb & Broke,Khalid,236387,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
151,Havana (feat. Young Thug),Camila Cabello,236377,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
152,Jackie Chan,Ti?sto,236370,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
153,bellyache,Billie Eilish,235255,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
154,No Role Modelz,J. Cole,232764,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
155,Don't Stop Believin',Journey,232355,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
156,Silence,Marshmello,231747,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
157,Under Pressure - Remastered 2011,Queen,230507,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
158,ocean eyes,Billie Eilish,230130,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
159,Baila Baila Baila,Ozuna,229946,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
160,Sauce!,XXXTENTACION,229393,https://open.spotify.com/track/3jq1RpStaB1YGyN3rRZGca
161,Crushed Up,Future,228271,https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41
162,Thunder,Imagine Dragons,227796,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
163,Power Over Me,Dermot Kennedy,227617,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo
164,Congratulations,Post Malone,227046,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
165,Butterfly Doors,Lil Pump,225669,https://open.spotify.com/track/5X4c1AVbFfl8u36AE5QLCI
166,Plug Walk,Rich The Kid,225442,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
167,goosebumps,Travis Scott,225431,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
168,I Guess I Just Feel Like,John Mayer,224621,https://open.spotify.com/track/1HNywa8Bk0TmzRwQrzhtPo
169,Hope,The Chainsmokers,224009,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5
170,Too Good At Goodbyes,Sam Smith,222948,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
171,Peer Pressure (feat. Julia Michaels),James Bay,220973,https://open.spotify.com/track/4JWQC6gyYoPRnxRxk0ta2M
172,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,220897,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
173,Beautiful Crazy,Luke Combs,220878,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
174,Shape of You,Ed Sheeran,220824,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
175,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,220453,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
176,changes,XXXTENTACION,219306,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
177,I'm a Mess,Bebe Rexha,219174,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
178,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,218718,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
179,Believer,Imagine Dragons,218364,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
180,Love Someone,Lukas Graham,216952,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
181,3 Headed Snake (feat. Young Thug),Gunna,213700,https://open.spotify.com/track/2OaKHGvIxoOzIYjyMsxcT8
182,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,211841,https://open.spotify.com/track/1NHlyKgtR4roNylOhidKSv
183,Talk You Out Of It,Florida Georgia Line,209745,https://open.spotify.com/track/4qQwGRtGT7l6ckQtdPEFd4
184,My Year,GASHI,209726,https://open.spotify.com/track/6MDjeiUWPPgEwLtiBrr9he
185,BAD!,XXXTENTACION,209464,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
186,breathin,Ariana Grande,208915,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
187,Mine,Bazzi,208521,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
