,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,ROCKSTAR (feat. Roddy Ricch),DaBaby,1465889,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,Savage Love (Laxed - Siren Beat),Jawsh 685,1365882,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
3,Roses - Imanbek Remix,SAINt JHN,1197658,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
4,POPSTAR (feat. Drake),DJ Khaled,1190259,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
5,Watermelon Sugar,Harry Styles,1182549,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
6,Wishing Well,Juice WRLD,1076681,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
7,my future,Billie Eilish,1055047,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
8,GREECE (feat. Drake),DJ Khaled,1053464,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
9,Come & Go (with Marshmello),Juice WRLD,1030106,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
10,cardigan,Taylor Swift,1015397,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
11,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,999330,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
12,Blinding Lights,The Weeknd,957520,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
13,exile (feat. Bon Iver),Taylor Swift,940132,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
14,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,933544,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
15,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,839066,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
16,Blueberry Faygo,Lil Mosey,760346,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
17,the 1,Taylor Swift,754879,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
18,Breaking Me,Topic,743476,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
19,Mood Swings (feat. Lil Tjay),Pop Smoke,704593,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
20,MAMACITA,Black Eyed Peas,702715,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
21,Dance Monkey,Tones And I,675817,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
22,death bed (coffee for your head),Powfu,654055,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
23,Intentions (feat. Quavo),Justin Bieber,610844,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
