,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,The Box,Roddy Ricch,2415061,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,Life Is Good (feat. Drake),Future,1688361,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
3,Dance Monkey,Tones And I,1663561,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
4,Intentions,Justin Bieber,1565980,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN
5,Godzilla (feat. Juice WRLD),Eminem,1464171,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
6,Blinding Lights,The Weeknd,1319837,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
7,Don't Start Now,Dua Lipa,1226562,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,ROXANNE,Arizona Zervas,1191486,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
9,Falling,Trevor Daniel,1072294,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
10,Circles,Post Malone,1025765,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
11,everything i wanted,Billie Eilish,917757,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
12,Someone You Loved,Lewis Capaldi,863629,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,Blueberry Faygo,Lil Mosey,862519,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh
14,You should be sad,Halsey,855118,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
15,Yummy,Justin Bieber,852059,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
16,My Oh My (feat. DaBaby),Camila Cabello,799457,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
17,High Fashion (feat. Mustard),Roddy Ricch,787590,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
18,Memories,Maroon 5,762443,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
19,Run,Joji,756093,https://open.spotify.com/track/6p8eEdiZLKJH8tcjGZuNTK
20,Suicidal,YNW Melly,751420,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
21,Broke In A Minute,Tory Lanez,701509,https://open.spotify.com/track/2ZrAjMSmlbDIil0JaVgTHh
22,Adore You,Harry Styles,697869,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
23,What If I Told You That I Love You,Ali Gatie,697618,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
24,Before You Go,Lewis Capaldi,685617,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
25,Know Your Worth,Khalid,680660,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
26,What A Man Gotta Do,Jonas Brothers,663716,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
27,If the World Was Ending - feat. Julia Michaels,JP Saxe,659098,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
28,Ballin' (with Roddy Ricch),Mustard,651724,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
29,Say So,Doja Cat,631672,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
30,bad guy,Billie Eilish,628809,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
31,BOP,DaBaby,622883,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
32,RITMO (Bad Boys For Life),Black Eyed Peas,600994,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
33,SUGAR,BROCKHAMPTON,593598,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
34,"10,000 Hours (with Justin Bieber)",Dan + Shay,592029,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
35,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,576513,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
36,Bandit (with YoungBoy Never Broke Again),Juice WRLD,575959,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
37,Good News,Mac Miller,567045,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
38,Se?orita,Shawn Mendes,564143,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
39,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,544605,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
40,Physical,Dua Lipa,539026,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
41,Lose You To Love Me,Selena Gomez,536076,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
42,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,529202,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
43,Lose Control,MEDUZA,525767,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
44,hot girl bummer,blackbear,524588,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
45,Roses - Imanbek Remix,SAINt JHN,513865,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
46,HIGHEST IN THE ROOM,Travis Scott,513070,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
47,WHATS POPPIN,Jack Harlow,505728,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
48,VIBEZ,DaBaby,500868,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
49,"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,486856,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ
50,Rare,Selena Gomez,484091,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
51,Woah,Lil Baby,469578,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
52,OUT WEST (feat. Young Thug),JACKBOYS,464387,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
53,Ride It,Regard,455746,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
54,Lucid Dreams,Juice WRLD,454207,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
55,Money In The Grave (Drake ft. Rick Ross),Drake,451032,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
56,I Don't Care (with Justin Bieber),Ed Sheeran,450031,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
57,One Thing Right,Marshmello,447549,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
58,Those Kinda Nights (feat. Ed Sheeran),Eminem,439204,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH
59,Beautiful People (feat. Khalid),Ed Sheeran,438124,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
60,King Of My City,A Boogie Wit da Hoodie,437050,https://open.spotify.com/track/4GyMIm2BEMoOXjmIvSpfLi
61,when the party's over,Billie Eilish,434305,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
62,Sunday Best,Surfaces,433989,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
63,Futsal Shuffle 2020,Lil Uzi Vert,432826,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
64,Yikes,Nicki Minaj,429874,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5
65,Get Me,Justin Bieber,421776,https://open.spotify.com/track/6zGPytJiZmFuyVq7RTNO9G
66,July,Noah Cyrus,416521,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
67,Ransom,Lil Tecca,413181,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
68,me & ur ghost,blackbear,409825,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440
69,Only The Young - Featured in Miss Americana,Taylor Swift,399791,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC
70,No Shame,5 Seconds of Summer,397289,https://open.spotify.com/track/5JSVa5i6lFPoyOzK4gj0Ox
71,Heartless,The Weeknd,396234,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
72,No Idea,Don Toliver,395924,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
73,Sum 2 Prove,Lil Baby,386954,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz
74,Lalala,Y2K,385474,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
75,Truth Hurts,Lizzo,380227,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
76,Goodbyes (Feat. Young Thug),Post Malone,377026,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
77,Eleven,Khalid,376150,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
78,Robbery,Juice WRLD,375784,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
79,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,366087,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
80,It's You,Ali Gatie,364170,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
81,Old Town Road - Remix,Lil Nas X,362558,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
82,GOODMORNINGTOKYO!,TOKYOÅfS REVENGE,360181,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
