,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,drivers license,Olivia Rodrigo,2619004,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
2,Good Days,SZA,1005431,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
3,Mood (feat. iann dior),24kGoldn,856044,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,WITHOUT YOU,The Kid LAROI,822270,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
5,Whoopty,CJ,821657,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
6,Save Your Tears,The Weeknd,810502,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
7,Levitating (feat. DaBaby),Dua Lipa,770607,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
8,Anyone,Justin Bieber,723936,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
9,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,679278,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
10,Blinding Lights,The Weeknd,661061,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
11,What You Know Bout Love,Pop Smoke,638876,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
12,Streets,Doja Cat,626738,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
13,positions,Ariana Grande,609023,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
14,Therefore I Am,Billie Eilish,593646,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
15,you broke me first,Tate McRae,567891,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
16,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,561121,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
17,Lo Vas A Olvidar (with ROSAL?A),Billie Eilish,552299,https://open.spotify.com/track/0psS4i5YooJrXfDnGvWRLi
18,Bad Boy (with Young Thug),Juice WRLD,546521,https://open.spotify.com/track/43CIWpJaJHRcI4mUSjqgc2
19,Wasted On You,Morgan Wallen,535964,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
20,ROCKSTAR (feat. Roddy Ricch),DaBaby,533498,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
21,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,530927,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
22,Someone You Loved,Lewis Capaldi,528890,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
23,The Business,Ti?sto,525780,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
24,willow,Taylor Swift,519608,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
25,34+35,Ariana Grande,508272,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
26,Best Friend (feat. Doja Cat),Saweetie,488685,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
27,WAP (feat. Megan Thee Stallion),Cardi B,487789,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
28,Bang!,AJR,482279,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
29,Goosebumps - Remix,Travis Scott,481412,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
30,Roses - Imanbek Remix,SAINt JHN,472513,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
31,my ex's best friend (with blackbear),Machine Gun Kelly,462826,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
32,Laugh Now Cry Later (feat. Lil Durk),Drake,462281,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
33,Paradise (feat. Dermot Kennedy),MEDUZA,458133,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
34,Lonely (with benny blanco),Justin Bieber,446820,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
35,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,445491,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
36,Skin,Sabrina Carpenter,440652,https://open.spotify.com/track/03B2SfXuvDh1m9F4tqrX07
37,Before You Go,Lewis Capaldi,440575,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
38,Afterglow,Ed Sheeran,437699,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
39,Way Out (feat. Big Sean),Jack Harlow,437000,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W
40,HOLIDAY,Lil Nas X,436659,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
41,Holy (feat. Chance The Rapper),Justin Bieber,435085,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
42,SomebodyÅfs Problem,Morgan Wallen,434236,https://open.spotify.com/track/42lqBjPYlmL1EXpMDXvhSN
43,Dance Monkey,Tones And I,432911,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
44,Dynamite,BTS,427285,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
45,Wishing Well,Juice WRLD,421498,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
46,Watermelon Sugar,Harry Styles,420271,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
47,Prisoner (feat. Dua Lipa),Miley Cyrus,419182,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
48,Sweater Weather,The Neighbourhood,401001,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
49,Savage Love (Laxed - Siren Beat),Jawsh 685,398109,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
50,Be Like That - feat. Swae Lee & Khalid,Kane Brown,397142,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
51,SO DONE,The Kid LAROI,390980,https://open.spotify.com/track/2gqWRRCXnma9L8xQ1RdemQ
52,Wonder,Shawn Mendes,389931,https://open.spotify.com/track/6ZuahEctZD6w75peme58hm
53,Come & Go (with Marshmello),Juice WRLD,385831,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
54,Circles,Post Malone,382080,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
55,Blueberry Faygo,Lil Mosey,377543,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
56,Put Your Records On,Ritt Momney,376107,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
57,Lifestyle (feat. Adam Levine),Jason Derulo,373394,https://open.spotify.com/track/0osvOdeD3YXZiWkT8MKolJ
58,Heather,Conan Gray,370287,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
59,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,362654,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
60,Tyler Herro,Jack Harlow,362462,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ
61,Heat Waves,Glass Animals,360177,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
62,The Box,Roddy Ricch,357806,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
63,Dreams - 2004 Remaster,Fleetwood Mac,356797,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
64,Lucid Dreams,Juice WRLD,354702,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
65,If the World Was Ending - feat. Julia Michaels,JP Saxe,352811,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
66,Spicy (feat. Post Malone),Ty Dolla $ign,349970,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP
67,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,348934,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
68,POPSTAR (feat. Drake),DJ Khaled,343780,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
69,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,339525,https://open.spotify.com/track/3jjBPF4NDMCU51psU8JPpR
70,All Girls Are The Same,Juice WRLD,338872,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
71,Mood Swings (feat. Lil Tjay),Pop Smoke,337572,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
72,More Than My Hometown,Morgan Wallen,337296,https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS
73,7 Summers,Morgan Wallen,333430,https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ
74,Martin & Gina,Polo G,332723,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
75,Take You Dancing,Jason Derulo,331374,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
76,Robbery,Juice WRLD,328586,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
77,Dior,Pop Smoke,326837,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
78,death bed (coffee for your head),Powfu,322604,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
79,Don't Start Now,Dua Lipa,322578,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
80,Body,Megan Thee Stallion,322426,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
81,Sand In My Boots,Morgan Wallen,320331,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao
82,Forever After All,Luke Combs,311021,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
83,Head & Heart (feat. MNEK),Joel Corry,310669,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
84,GIRL LIKE ME,Black Eyed Peas,310200,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
85,Breaking Me,Topic,310182,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
86,On Me,Lil Baby,302648,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v
87,Godzilla (feat. Juice WRLD),Eminem,301421,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
88,I'm not Pretty,JESSIA,301178,https://open.spotify.com/track/4pBhTGnL5N5KqsyqU58jee
89,Train Wreck,James Arthur,300002,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
90,Reminds Me Of You,Juice WRLD,298090,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my
91,Shallow,Lady Gaga,293593,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
92,Life Is Good (feat. Drake),Future,288550,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
93,D?KITI,Bad Bunny,285588,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
94,goosebumps,Travis Scott,285447,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
95,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,285372,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
96,Jocelyn Flores,XXXTENTACION,280051,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
97,"10,000 Hours (with Justin Bieber)",Dan + Shay,279843,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
98,Say You Won't Let Go,James Arthur,278106,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
99,Remember That Night?,Sara Kays,274431,https://open.spotify.com/track/1nYzjrdVQ8RpF93M0jPFW7
100,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,273270,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK
