,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Se?orita,Shawn Mendes,2907571,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,Money In The Grave (Drake ft. Rick Ross),Drake,2444263,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
3,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1637802,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,I Don't Care (with Justin Bieber),Ed Sheeran,1495416,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
5,Panini,Lil Nas X,1416363,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
6,bad guy,Billie Eilish,1394375,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
7,You Need To Calm Down,Taylor Swift,1265230,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
8,No Guidance (feat. Drake),Chris Brown,1119619,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
9,Ransom,Lil Tecca,1114384,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
10,The London (feat. J. Cole & Travis Scott),Young Thug,986827,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
11,One Thing Right,Marshmello,983379,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
12,If I Can't Have You,Shawn Mendes,959507,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
13,Never Really Over,Katy Perry,935408,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
14,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,891500,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
15,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,867289,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
16,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,806255,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
17,Pop Out (feat. Lil Tjay),Polo G,795894,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
18,Truth Hurts,Lizzo,787189,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
19,Old Town Road,Lil Nas X,782122,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
20,Call You Mine (feat. Bebe Rexha),The Chainsmokers,776451,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
21,Sucker,Jonas Brothers,756100,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
22,It's You,Ali Gatie,733157,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
23,"Go Loko (feat. Tyga, Jon Z)",YG,710974,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
24,Wow.,Post Malone,704108,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
25,Only Human,Jonas Brothers,673354,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
