,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,"thank u, next",Ariana Grande,1429851,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,Going Bad (feat. Drake),Meek Mill,1369363,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
3,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1321204,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
4,ZEZE (feat. Travis Scott & Offset),Kodak Black,1190905,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
5,SICKO MODE,Travis Scott,1181086,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,All I Want for Christmas Is You,Mariah Carey,1081598,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
7,Without Me,Halsey,1066488,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
8,imagine,Ariana Grande,965040,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
9,Mo Bamba,Sheck Wes,930297,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
10,Drip Too Hard (Lil Baby & Gunna),Lil Baby,888215,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
11,Last Christmas,Wham!,819031,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
12,Rockin' Around The Christmas Tree,Brenda Lee,815634,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
13,Jingle Bell Rock,Bobby Helms,785347,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
14,Santa Tell Me,Ariana Grande,782806,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
15,It's the Most Wonderful Time of the Year,Andy Williams,771930,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
16,It's Beginning to Look a Lot like Christmas,Michael Bubl?,767064,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
17,KIKA,6ix9ine,763017,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
18,Happier,Marshmello,750687,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
19,Do They Know It's Christmas? - 1984 Version,Band Aid,744403,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
20,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,720843,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
21,Mistletoe,Justin Bieber,688387,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
22,Better,Khalid,674900,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
23,Lucid Dreams,Juice WRLD,659479,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
24,Leave Me Alone,Flipp Dinero,633950,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
25,Eastside (with Halsey & Khalid),benny blanco,630568,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
26,BAD!,XXXTENTACION,627559,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
27,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,620099,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
28,MIA (feat. Drake),Bad Bunny,612757,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
29,Better Now,Post Malone,607595,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
30,whoa (mind in awe),XXXTENTACION,606754,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
31,Nonstop,Drake,602759,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
32,A Holly Jolly Christmas - Single Version,Burl Ives,601300,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
33,White Christmas,Bing Crosby,587582,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
