,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Circles,Post Malone,1841002,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG
2,Se?orita,Shawn Mendes,1595337,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,Ransom,Lil Tecca,1372842,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
4,Goodbyes (Feat. Young Thug),Post Malone,1118593,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
5,Truth Hurts,Lizzo,1061427,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
6,Lalala,Y2K,1023048,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
7,Beautiful People (feat. Khalid),Ed Sheeran,962320,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
8,Someone You Loved,Lewis Capaldi,947364,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,Lover,Taylor Swift,938501,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
10,Money In The Grave (Drake ft. Rick Ross),Drake,916734,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
11,bad guy,Billie Eilish,823203,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
12,One Thing Right,Marshmello,820049,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
13,boyfriend (with Social House),Ariana Grande,795816,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
14,Old Town Road - Remix,Lil Nas X,775611,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
15,I Don't Care (with Justin Bieber),Ed Sheeran,767475,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
16,No Guidance (feat. Drake),Chris Brown,725528,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
17,Good as Hell,Lizzo,718677,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
18,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,685318,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
19,Panini,Lil Nas X,672682,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
20,Did It Again,Lil Tecca,672522,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4
21,The London (feat. J. Cole & Travis Scott),Young Thug,670796,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
22,You Need To Calm Down,Taylor Swift,669740,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
23,Takeaway (feat. Lennon Stella),The Chainsmokers,668444,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
24,How Do You Sleep?,Sam Smith,667937,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
25,The Git Up,Blanco Brown,663964,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
26,The Man,Taylor Swift,646501,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
27,Ransom (with Juice WRLD) - Remix,Lil Tecca,622216,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q
28,Shots,Lil Tecca,620422,https://open.spotify.com/track/5xjei7JnROsAzLY2a7RdZU
29,Slide Away,Miley Cyrus,615446,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
30,Dance Monkey,Tones And I,612436,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
31,Babushka Boi,A$AP Rocky,603278,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7
32,hot girl bummer,blackbear,600332,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
33,I'm Not Alright,Loud Luxury,583539,https://open.spotify.com/track/4otVP2TcJliXWq2GjkvWkR
34,Bad Bad Bad (feat. Lil Baby),Young Thug,578231,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
35,Higher Love,Kygo,566390,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
36,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,549560,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
37,Baby (Lil Baby feat. DaBaby),Quality Control,537723,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
38,Love Me,Lil Tecca,531468,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL
39,"fuck, i'm lonely",Lauv,497873,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
40,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,497331,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
41,Won't Be Late (feat. Drake),Swae Lee,495952,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa
42,Pop Out (feat. Lil Tjay),Polo G,494682,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
43,It's You,Ali Gatie,490699,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
44,Teeth,5 Seconds of Summer,484277,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
45,Motivation,Normani,479535,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
46,Suge,DaBaby,479005,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
47,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,462661,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
48,Cruel Summer,Taylor Swift,454280,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
49,Wow.,Post Malone,448066,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
50,Post Malone (feat. RANI),Sam Feldt,446124,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
51,Talk (feat. Disclosure),Khalid,444694,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
52,If I Can't Have You,Shawn Mendes,443439,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
53,SICKO MODE,Travis Scott,435783,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
