,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,HIGHEST IN THE ROOM,Travis Scott,3202865,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
2,"10,000 Hours (with Justin Bieber)",Dan + Shay,1755680,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
3,Circles,Post Malone,1495404,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1244596,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
5,Someone You Loved,Lewis Capaldi,1157051,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
6,Se?orita,Shawn Mendes,1115145,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
7,hot girl bummer,blackbear,1002730,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
8,Dance Monkey,Tones And I,992869,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
9,Ransom,Lil Tecca,916665,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
10,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,912761,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
11,Behind Barz - Bonus,Drake,905751,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
12,Lalala,Y2K,904642,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
13,Truth Hurts,Lizzo,899230,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
14,Goodbyes (Feat. Young Thug),Post Malone,842460,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
15,Beautiful People (feat. Khalid),Ed Sheeran,835051,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
16,Saint-Tropez,Post Malone,818610,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
17,Memories,Maroon 5,815542,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
18,223's (feat. 9lokknine),YNW Melly,814811,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
19,Panini,Lil Nas X,807391,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
20,Camelot,NLE Choppa,799154,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
21,Money In The Grave (Drake ft. Rick Ross),Drake,780233,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
22,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,751539,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
23,bad guy,Billie Eilish,722582,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
24,Good as Hell,Lizzo,710418,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
25,Enemies (feat. DaBaby),Post Malone,692126,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
