,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,ROCKSTAR (feat. Roddy Ricch),DaBaby,1894981,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,Roses - Imanbek Remix,SAINt JHN,1431484,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
3,Savage Love (Laxed - Siren Beat),Jawsh 685,1423148,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1400863,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
5,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1312538,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
6,Watermelon Sugar,Harry Styles,1230352,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
7,Blinding Lights,The Weeknd,1108121,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
8,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,1074402,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
9,Got It On Me,Pop Smoke,967347,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
10,Party Girl,StaySolidRocky,892816,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
11,Gangstas,Pop Smoke,889937,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
12,Blueberry Faygo,Lil Mosey,864294,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
13,Breaking Me,Topic,852080,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
14,death bed (coffee for your head),Powfu,824341,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
15,MAMACITA,Black Eyed Peas,819393,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
16,Toosie Slide,Drake,796442,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
17,Rain On Me (with Ariana Grande),Lady Gaga,782407,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
18,Dance Monkey,Tones And I,779266,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
