,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Circles,Post Malone,1801975,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
2,Se?orita,Shawn Mendes,1456417,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,DonÅft Call Me Angel (CharlieÅfs Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,1316331,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
4,Ransom,Lil Tecca,1307918,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
5,Goodbyes (Feat. Young Thug),Post Malone,1302563,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
6,Saint-Tropez,Post Malone,1281369,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
7,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,1220824,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
8,Someone You Loved,Lewis Capaldi,1120914,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,Enemies (feat. DaBaby),Post Malone,1117813,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
10,Lalala,Y2K,1032882,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
11,Truth Hurts,Lizzo,1030942,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
12,Hollywood's Bleeding,Post Malone,979810,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
13,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,976634,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
14,Behind Barz - Bonus,Drake,964832,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
15,Money In The Grave (Drake ft. Rick Ross),Drake,923409,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
16,Beautiful People (feat. Khalid),Ed Sheeran,904573,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
17,Panini,Lil Nas X,884176,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
18,On The Road (feat. Meek Mill & Lil Baby),Post Malone,863568,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2
19,bad guy,Billie Eilish,823741,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
20,Die For Me (feat. Future & Halsey),Post Malone,794793,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK
21,Dance Monkey,Tones And I,776305,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
22,One Thing Right,Marshmello,776045,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
23,Graveyard,Halsey,746433,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
24,hot girl bummer,blackbear,737950,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
25,No Guidance (feat. Drake),Chris Brown,727180,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
26,I Don't Care (with Justin Bieber),Ed Sheeran,719057,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
27,boyfriend (with Social House),Ariana Grande,714261,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
28,How Do You Sleep?,Sam Smith,689279,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
29,Camelot,NLE Choppa,681187,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
30,The London (feat. J. Cole & Travis Scott),Young Thug,681036,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
31,Good as Hell,Lizzo,679115,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
32,Wow.,Post Malone,669940,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
33,Old Town Road - Remix,Lil Nas X,669207,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
34,Did It Again,Lil Tecca,667342,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4
35,Liar,Camila Cabello,664277,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
36,A Thousand Bad Times,Post Malone,621334,https://open.spotify.com/track/2J0NXdHr6MYvKDSxB7k3V2
37,Ransom (with Juice WRLD) - Remix,Lil Tecca,611476,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q
38,Lover,Taylor Swift,598356,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
39,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,595937,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
40,Mood Swings,A Boogie Wit da Hoodie,590817,https://open.spotify.com/track/2xE16muNCmhZwSOv3i1d1H
41,Takeaway (feat. Lennon Stella),The Chainsmokers,589321,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
42,Slide Away,Miley Cyrus,560581,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
43,Higher Love,Kygo,548955,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
44,I'm Not Alright,Loud Luxury,543181,https://open.spotify.com/track/4otVP2TcJliXWq2GjkvWkR
45,Pop Out (feat. Lil Tjay),Polo G,531759,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
46,Shots,Lil Tecca,528106,https://open.spotify.com/track/5xjei7JnROsAzLY2a7RdZU
47,The Git Up,Blanco Brown,526355,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
48,You Need To Calm Down,Taylor Swift,517253,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
49,I'm Gonna Be,Post Malone,515650,https://open.spotify.com/track/1ckLp8lCl8LipXI0ypX72m
50,Baby (Lil Baby feat. DaBaby),Quality Control,514743,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
51,Staring At The Sun (feat. SZA),Post Malone,512435,https://open.spotify.com/track/5KE9b4x7Zj2A8XtbkqhqTe
52,Hot (feat. Gunna),Young Thug,496827,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
53,Bad Bad Bad (feat. Lil Baby),Young Thug,495409,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
54,Allergic,Post Malone,480472,https://open.spotify.com/track/1YscJ7yVTlFxW3eF6pv5ba
55,F.N,Lil Tjay,469725,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x
56,Love Me,Lil Tecca,461775,https://open.spotify.com/track/3TLwAp3uX1nKsVxrDhNPOL
57,Suge,DaBaby,456247,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
58,223's (feat. 9lokknine),YNW Melly,450522,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
59,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,442535,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
60,It's You,Ali Gatie,440770,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
61,If I Can't Have You,Shawn Mendes,434624,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
62,Talk (feat. Disclosure),Khalid,433494,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
63,Motivation,Normani,430814,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
64,"fuck, i'm lonely",Lauv,423295,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
65,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,415123,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
66,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,412394,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
67,Going Bad (feat. Drake),Meek Mill,409683,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
68,Teeth,5 Seconds of Summer,406897,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
69,SICKO MODE,Travis Scott,402825,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
70,Myself,Post Malone,393320,https://open.spotify.com/track/2cvOfKHOHgwQlLiuLKP2xR
71,MIDDLE CHILD,J. Cole,393262,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
72,Shallow,Lady Gaga,388807,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
73,Shameless,Camila Cabello,387723,https://open.spotify.com/track/3UYiU57SMiAS5LqolhHJw1
74,Eastside (with Halsey & Khalid),benny blanco,383178,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
75,Sucker,Jonas Brothers,382885,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
76,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,382193,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
77,Post Malone (feat. RANI),Sam Feldt,379039,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
78,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,374290,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
79,Heartless (feat. Morgan Wallen),Diplo,374029,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
80,Babushka Boi,A$AP Rocky,371555,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7
81,I Know,Post Malone,362540,https://open.spotify.com/track/6b2mfHMqWCA74XmUuVJm8r
82,Happier,Marshmello,353755,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
83,I.F.L.Y.,Bazzi,353348,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
84,Right Back (feat. A Boogie Wit Da Hoodie),Khalid,352933,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L
85,Pure Water (with Migos),Mustard,346374,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
86,7 rings,Ariana Grande,345186,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
87,Only Human,Jonas Brothers,341990,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
88,Won't Be Late (feat. Drake),Swae Lee,338387,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa
89,Call You Mine,The Chainsmokers,338354,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT
90,"Go Loko (feat. Tyga, Jon Z)",YG,336791,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
91,Internet,Post Malone,332985,https://open.spotify.com/track/0KAzP1Rbp0Vz5pw8i1KDDI
92,rockstar (feat. 21 Savage),Post Malone,326837,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
93,The Man,Taylor Swift,325884,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
94,Drip Too Hard (Lil Baby & Gunna),Lil Baby,323917,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
95,Lucid Dreams,Juice WRLD,316549,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
96,Better,Khalid,316425,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
97,Daddy (feat. Rich The Kid),Blueface,315582,https://open.spotify.com/track/4hanO6Du5J7QEguNHYZHmw
98,Piece Of Your Heart,MEDUZA,313714,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
99,Dancing With A Stranger (with Normani),Sam Smith,312827,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
100,Better Now,Post Malone,312565,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
101,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,309665,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
102,Without Me,Halsey,308844,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
103,Panini - DaBaby Remix,Lil Nas X,306608,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD
