,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Wow.,Post Malone,1185978,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,7 rings,Ariana Grande,1180957,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
3,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1166362,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
4,Sucker,Jonas Brothers,1079556,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
5,MIDDLE CHILD,J. Cole,988493,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
6,Old Town Road,Lil Nas X,976753,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
7,Price On My Head (feat. The Weeknd),NAV,943326,https://open.spotify.com/track/4RbbzNY4MEcgzewYWkIsGu
8,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,928520,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
9,Murder On My Mind,YNW Melly,907860,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
10,"break up with your girlfriend, i'm bored",Ariana Grande,900279,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
11,Going Bad (feat. Drake),Meek Mill,894249,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
12,Here With Me,Marshmello,831163,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
13,Shallow,Lady Gaga,817388,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
14,Pure Water (with Migos),Mustard,805517,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
15,Dancing With A Stranger (with Normani),Sam Smith,752283,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
16,"I CanÅft Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,709225,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
17,Look Back at It,A Boogie Wit da Hoodie,678798,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
18,My Bad,Khalid,664779,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5
19,Robbery,Juice WRLD,656107,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
20,Happier,Marshmello,646077,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
21,Talk,Khalid,645613,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
22,SICKO MODE,Travis Scott,634353,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
23,Without Me,Halsey,624377,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
24,bury a friend,Billie Eilish,617791,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
25,Freaky,Tory Lanez,613744,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
26,Mixed Personalities (feat. Kanye West),YNW Melly,594817,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
27,wish you were gay,Billie Eilish,594128,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
28,Drip Too Hard (Lil Baby & Gunna),Lil Baby,582678,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
29,Eastside (with Halsey & Khalid),benny blanco,582558,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
30,Fast,Juice WRLD,574882,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ
31,"thank u, next",Ariana Grande,568896,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
32,Tap (feat. Meek Mill),NAV,554611,https://open.spotify.com/track/1xkMNjOFNCw3OCI7Gtjpjb
