,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,ROCKSTAR (feat. Roddy Ricch),DaBaby,1868720,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,Roses - Imanbek Remix,SAINt JHN,1450061,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
3,Savage Love (Laxed - Siren Beat),Jawsh 685,1285137,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,Blinding Lights,The Weeknd,1139336,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
5,Watermelon Sugar,Harry Styles,1128213,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
6,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,981820,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
7,Party Girl,StaySolidRocky,976795,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
8,Toosie Slide,Drake,881063,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
9,death bed (coffee for your head),Powfu,851230,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
10,Blueberry Faygo,Lil Mosey,845840,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
11,Rain On Me (with Ariana Grande),Lady Gaga,826096,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
12,Breaking Me,Topic,788083,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
13,How You Like That,BLACKPINK,783604,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
14,Dance Monkey,Tones And I,776774,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
15,Intentions (feat. Quavo),Justin Bieber,773550,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
16,MAMACITA,Black Eyed Peas,747352,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
17,The Box,Roddy Ricch,733901,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
18,THE SCOTTS,THE SCOTTS,730314,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
19,Sunday Best,Surfaces,730144,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
20,Don't Start Now,Dua Lipa,717843,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
