,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,I Don't Care (with Justin Bieber),Ed Sheeran,2625021,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1855080,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,bad guy,Billie Eilish,1624497,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,If I Can't Have You,Shawn Mendes,1430031,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
5,Homicide (feat. Eminem),Logic,1327108,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
6,Old Town Road,Lil Nas X,1090688,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
7,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1022022,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,997892,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
9,SOS,Avicii,920563,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
10,Sucker,Jonas Brothers,869833,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
11,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,826600,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
12,Wow.,Post Malone,766012,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
13,MIDDLE CHILD,J. Cole,737590,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
14,Talk (feat. Disclosure),Khalid,730403,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
15,Pop Out (feat. Lil Tjay),Polo G,725441,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
16,7 rings,Ariana Grande,724230,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
17,Truth Hurts,Lizzo,702711,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
18,Going Bad (feat. Drake),Meek Mill,670902,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
19,Here With Me,Marshmello,632592,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
20,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,630729,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
21,Paradise,Bazzi,627870,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
22,Pure Water (with Migos),Mustard,607667,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
23,Shallow,Lady Gaga,591347,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
24,Sanguine Paradise,Lil Uzi Vert,584739,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
25,Boy With Luv (feat. Halsey),BTS,584660,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
26,Dancing With A Stranger (with Normani),Sam Smith,559580,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
27,"break up with your girlfriend, i'm bored",Ariana Grande,558702,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
28,bury a friend,Billie Eilish,555874,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
29,Don't Call Me Up,Mabel,554389,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
30,Without Me,Halsey,553721,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
31,Eastside (with Halsey & Khalid),benny blanco,545890,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
32,Murder On My Mind,YNW Melly,539145,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
33,Suge,DaBaby,519968,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
34,"Carry On (from the Original Motion Picture ""POK?MON Detective Pikachu"")",Kygo,518995,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
35,Happier,Marshmello,511515,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
36,when the party's over,Billie Eilish,502075,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
37,Freaky,Tory Lanez,500853,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
38,SICKO MODE,Travis Scott,467373,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
39,wish you were gay,Billie Eilish,466544,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
40,Sweet but Psycho,Ava Max,461462,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
41,Better,Khalid,453283,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
42,Look Back at It,A Boogie Wit da Hoodie,443753,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
43,Walk Me Home,P!nk,425574,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
44,Outta My Head (with John Mayer),Khalid,422009,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
45,Robbery,Juice WRLD,418659,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
46,High Hopes,Panic! At The Disco,412927,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
47,Someone You Loved,Lewis Capaldi,411456,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
48,lovely (with Khalid),Billie Eilish,409451,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
49,Sixteen,Ellie Goulding,408897,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
50,3 Nights,Dominic Fike,404326,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
51,Who Do You Love,The Chainsmokers,397817,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
52,Mixed Personalities (feat. Kanye West),YNW Melly,397061,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
53,Drip Too Hard (Lil Baby & Gunna),Lil Baby,392761,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
54,Faucet Failure,Ski Mask The Slump God,388834,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
55,"thank u, next",Ariana Grande,386436,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
56,Tough Love,Avicii,385937,https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV
57,Better Now,Post Malone,383598,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
58,Lucid Dreams,Juice WRLD,379384,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
59,Clout (feat. Cardi B),Offset,377751,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
60,Beer Never Broke My Heart,Luke Combs,374714,https://open.spotify.com/track/5eDvChP4WAPPrtaQeI9MhT
61,Power is Power (feat. The Weeknd & Travis Scott),SZA,372736,https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl
62,Envy Me,Calboy,369061,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
63,i'm so tired...,Lauv,368444,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
64,Be Alright,Dean Lewis,366267,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
65,Earth,Lil Dicky,363536,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
66,Do You Mean (feat. Ty Dolla $ign & b?low),The Chainsmokers,358559,https://open.spotify.com/track/5MvLsT03RBp67RLoeISCdl
67,Saturday Nights,Khalid,353201,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
68,I Don't Belong In This Club,Why Don't We,352833,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
69,"Hey Look Ma, I Made It",Panic! At The Disco,352100,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa
70,Youngblood,5 Seconds of Summer,351480,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
71,Kill This Love,BLACKPINK,348199,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
72,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,341745,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
73,Con Calma,Daddy Yankee,341635,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
74,Icy (feat. Gucci Mane),Logic,340592,https://open.spotify.com/track/5sCwso3aURYAdieWEFI1nE
75,ZEZE (feat. Travis Scott & Offset),Kodak Black,340123,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
76,Taste (feat. Offset),Tyga,336616,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
77,rockstar (feat. 21 Savage),Post Malone,333348,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
78,Go Loko,YG,331558,https://open.spotify.com/track/3SZqA7rQvROJsCbUu2v0xa
79,Stay (Don't Go Away) [feat. Raye],David Guetta,331333,https://open.spotify.com/track/4YhN72dRYL2Z3MsaKyT7rS
80,What I Like About You (feat. Theresa Rex),Jonas Blue,330760,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
81,I,Lil Skies,322417,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
82,you should see me in a crown,Billie Eilish,321099,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
83,Body (feat. brando),Loud Luxury,317222,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
84,Mo Bamba,Sheck Wes,316578,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
85,SAD!,XXXTENTACION,311883,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
86,Cool,Jonas Brothers,310081,https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS
87,That's a Rack,Lil Uzi Vert,308510,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO
88,all the good girls go to hell,Billie Eilish,308188,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
89,my strange addiction,Billie Eilish,308077,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
90,Beautiful Crazy,Luke Combs,305906,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
91,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,304140,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
92,Bohemian Rhapsody - Remastered 2011,Queen,303749,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
93,Floating (feat. 21 Savage),ScHoolboy Q,302246,https://open.spotify.com/track/4NN6N5TxBO5k9uqu0W4gfQ
94,Goddamn (feat. A Boogie wit da Hoodie),Tyga,300601,https://open.spotify.com/track/0Zl4G9qcdXV5hVhdOirNHG
95,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake,298158,https://open.spotify.com/track/6mCqxnyOhr4tHMbRbQL4Yn
96,God's Country,Blake Shelton,295469,https://open.spotify.com/track/1dyxS3YzBbL0t8rEVwVQ1K
97,So Am I,Ava Max,293885,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
98,Price On My Head (feat. The Weeknd),NAV,293531,https://open.spotify.com/track/4hqOmrCCJKyiuwDexd8c2t
99,I Like Me Better,Lauv,293217,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
100,Keanu Reeves,Logic,292783,https://open.spotify.com/track/1JIgaRnqtzS7DuGM3hVZU9
101,a lot,21 Savage,292211,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
102,Girls Like You (feat. Cardi B),Maroon 5,291049,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
103,Nonstop,Drake,290282,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
104,On My Way,Alan Walker,289989,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
105,Leave Me Alone,Flipp Dinero,283790,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
106,Let Me Down Slowly,Alec Benjamin,282531,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
107,Out Of Love,Alessia Cara,280836,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb
108,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",Mustard,278623,https://open.spotify.com/track/5duCElafuovM4ZSmkQL4hn
109,I Like It,Cardi B,277756,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
110,Don't Pretend (feat. SAFE),Khalid,277102,https://open.spotify.com/track/1E6DEDWDKHoOW0fcFuDghV
111,Psycho (feat. Ty Dolla $ign),Post Malone,275963,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
112,My Bad,Khalid,275863,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb
113,"I CanÅft Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,275661,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
114,xanny,Billie Eilish,274270,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY
115,God's Plan,Drake,274222,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
116,Light It Up (with Tyga & Chris Brown),Marshmello,273081,https://open.spotify.com/track/4Q8aDd3H6LF8t4eY7So9O8
117,Noticed,Lil Mosey,272208,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
118,The Bones,Maren Morris,270744,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
119,Thotiana,Blueface,270408,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
120,Moonlight,XXXTENTACION,269690,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
121,COMMANDO (feat. G-Eazy),Logic,268095,https://open.spotify.com/track/2SDFznsHkeFXiPFwN0npVM
122,Shape of You,Ed Sheeran,266126,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
123,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,264965,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp
124,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,264876,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
125,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,264314,https://open.spotify.com/track/4Y0TtDriFlN3XZoQx6PYsu
126,Hey Julie! (feat. Lil Yachty),KYLE,263433,https://open.spotify.com/track/1jkEorRvoRQNo1WZfD1X5q
127,MIA (feat. Drake),Bad Bunny,262187,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
128,Tequila,Dan + Shay,260402,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
129,Piece Of Your Heart,MEDUZA,260322,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
130,Slide (feat. Blueface & Lil Tjay),French Montana,260214,https://open.spotify.com/track/40Zb4FZ6nS1Hj8RVfaLkCV
131,Ric Flair Drip (& Metro Boomin),Offset,259978,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
132,Love Me,Felix Cartal,259946,https://open.spotify.com/track/53hNIcq8OLj9OUNvQ4ulFM
133,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,259745,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
134,Perfect,Ed Sheeran,258643,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
135,This Feeling,The Chainsmokers,258536,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
136,Don't Stop Believin',Journey,257244,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
137,Pure Cocaine,Lil Baby,252181,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
138,Red Room,Offset,252172,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq
139,CHopstix (feat. Travis Scott),ScHoolboy Q,250227,https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4
140,i love you,Billie Eilish,248972,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
141,Whiskey Glasses,Morgan Wallen,248209,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
