,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Circles,Post Malone,1567097,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
2,Se?orita,Shawn Mendes,1309382,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,Ransom,Lil Tecca,1204918,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
4,Someone You Loved,Lewis Capaldi,1126766,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
5,Behind Barz - Bonus,Drake,1066979,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
6,Saint-Tropez,Post Malone,1041642,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
7,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,1022225,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
8,Goodbyes (Feat. Young Thug),Post Malone,1016328,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
9,Lalala,Y2K,1014532,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
10,Truth Hurts,Lizzo,980647,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
11,Enemies (feat. DaBaby),Post Malone,883750,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
12,Money In The Grave (Drake ft. Rick Ross),Drake,867115,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
13,Beautiful People (feat. Khalid),Ed Sheeran,856224,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
14,Panini,Lil Nas X,855105,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
15,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,837621,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
16,hot girl bummer,blackbear,831705,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
17,Dance Monkey,Tones And I,810922,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
18,Camelot,NLE Choppa,786112,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
19,One Thing Right,Marshmello,774843,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
20,DonÅft Call Me Angel (CharlieÅfs Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,772283,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
21,bad guy,Billie Eilish,752727,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
22,Hollywood's Bleeding,Post Malone,690448,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
23,Good as Hell,Lizzo,688090,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
24,No Guidance (feat. Drake),Chris Brown,686157,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
25,Memories,Maroon 5,684796,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
26,I Don't Care (with Justin Bieber),Ed Sheeran,680301,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
27,223's (feat. 9lokknine),YNW Melly,676376,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
28,How Do You Sleep?,Sam Smith,650058,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
29,On The Road (feat. Meek Mill & Lil Baby),Post Malone,647939,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2
30,The London (feat. J. Cole & Travis Scott),Young Thug,641061,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
31,Old Town Road - Remix,Lil Nas X,632082,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
32,Did It Again,Lil Tecca,614882,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4
33,boyfriend (with Social House),Ariana Grande,610758,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
34,Liar,Camila Cabello,605966,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
35,Graveyard,Halsey,583069,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
36,Wow.,Post Malone,577274,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
37,Die For Me (feat. Future & Halsey),Post Malone,568837,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK
38,Takeaway (feat. Lennon Stella),The Chainsmokers,562249,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
39,Ransom (with Juice WRLD) - Remix,Lil Tecca,560254,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q
40,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,558654,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
41,Hot (feat. Gunna),Young Thug,535969,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
42,INTRO,DaBaby,530992,https://open.spotify.com/track/05WepN8vrMLJG5r8XRdLeL
43,I'm Not Alright,Loud Luxury,530136,https://open.spotify.com/track/4otVP2TcJliXWq2GjkvWkR
44,Higher Love,Kygo,526302,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
45,Stuck In A Dream (feat. Gunna),Lil Mosey,521845,https://open.spotify.com/track/5hDAT527wXWNBnJlujhuUs
46,Lover,Taylor Swift,519130,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
47,Pop Out (feat. Lil Tjay),Polo G,518186,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
48,The Git Up,Blanco Brown,510642,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
49,Baby (Lil Baby feat. DaBaby),Quality Control,497091,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
50,F.N,Lil Tjay,491889,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x
51,You Need To Calm Down,Taylor Swift,475636,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
52,Shots,Lil Tecca,470459,https://open.spotify.com/track/5xjei7JnROsAzLY2a7RdZU
53,Suge,DaBaby,456326,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
