,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,91's,0.249,0.777,0.668,0.0,0.0778,-8.837,0,0.107,103.036,4,0.243,2214602,France,58st6r10Ze6QomHs0BMUA8
1,Air Max,0.35,0.83,0.604,0.0,0.098,-7.23,0,0.425,141.987,4,0.517,1736669,France,2XESFfYekQ0mRau2GXjT3E
2,Ramenez la coupe ? la maison,0.0358,0.808,0.661,0.0,0.138,-6.237,0,0.0395,107.992,4,0.804,1411631,France,1m0UFnuTktOkksvjbF9z0m
3,W.L.G,0.113,0.792,0.624,0.0,0.125,-5.781,1,0.141,155.026,4,0.447,1401657,France,13E2wgUjmdunrlq3Vbxv8T
4,Ma 6t a craqu? (feat. Ninho),0.473,0.816,0.684,1.14e-06,0.137,-8.478,0,0.197,89.999,3,0.815,1118320,France,2NUIWpL6IsYGkwfSN7basS
5,In My Mind,0.176,0.694,0.77,1.1e-05,0.118,-5.335,1,0.149,125.905,4,0.163,1087997,France,0E9ZjEAyAwOXZ7wJC0PD33
6,In My Feelings,0.0589,0.835,0.626,6e-05,0.396,-5.833,1,0.125,91.03,4,0.35,979082,France,2G7V7zsVDxg1yRsu7Ew9RJ
7,Compl?tement sonn?,0.139,0.81,0.677,0.000889,0.117,-5.771,0,0.0672,107.019,4,0.731,975206,France,4bZOVCf1wiNELuCH34rFDl
8,Taga,0.38,0.815,0.718,0.0,0.13,-4.955,0,0.112,138.377,4,0.497,922461,France,4xrIWVwDYmJ5KFXinj82TG
9,Solo (feat. Demi Lovato),0.0441,0.737,0.636,6.66e-05,0.35,-4.546,0,0.0437,105.005,4,0.565,906784,France,6kPJZM97LwdG9QIsT7khp6
10,Feu de bois,0.256,0.789,0.633,1.31e-06,0.092,-6.269,1,0.0734,138.097,4,0.262,900592,France,4L0Iwsk1s8cbdBcEgdm8K5
11,Billets verts,0.642,0.662,0.59,1.82e-06,0.108,-8.762,1,0.0745,154.051,4,0.393,894221,France,61SYuUg9rokbvIPxzrhxd0
12,Nevermind,0.159,0.6,0.688,1.29e-05,0.409,-8.339,0,0.201,99.977,4,0.0793,885827,France,63SevszngYpZOwf63o61K4
13,Girls Like You (feat. Cardi B),0.568,0.851,0.541,0.0,0.13,-6.825,1,0.0505,124.959,4,0.448,874963,France,7fa9MBXhVfQ8P8Df9OEbD8
14,One Kiss (with Dua Lipa),0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0,0.11,123.994,4,0.592,846377,France,7ef4DlsgrMEH11cDZd32M6
15,Djadja,0.0617,0.811,0.797,0.0,0.112,-5.428,1,0.165,97.988,4,0.541,828171,France,3XfnssSD9HMQ9LhVOJvXTE
16,Rise,0.323,0.69,0.784,0.0,0.203,-4.653,1,0.032,106.066,4,0.669,814204,France,3u1S1OmAUhx5DRlLrXqyp3
17,La C,0.302,0.767,0.719,3.64e-05,0.19,-6.221,0,0.36,172.04,4,0.638,788710,France,4A6V8yOXo7oz6oYhdfHrLl
18,Django,0.391,0.611,0.586,0.0,0.222,-6.785,0,0.259,195.884,4,0.732,772504,France,14hLSMLJ86sHRklJ62tH58
19,Bad Boy,0.431,0.796,0.496,5.51e-06,0.0781,-8.165,0,0.0388,97.988,4,0.716,744287,France,0N90EmHdOXLnTYDoeLwsmr
20,Alright,0.0176,0.686,0.608,6.7e-06,0.0356,-8.046,0,0.0678,183.98,4,0.59,741904,France,145QaTU2UvcUNkC04RIYkT
21,Luna,0.587,0.717,0.774,0.0,0.104,-3.378,1,0.343,96.007,4,0.516,740323,France,55PyQALchJn43CGeN6XHAN
22,Juste pour voir,0.393,0.712,0.617,0.0,0.126,-7.144,0,0.374,147.891,4,0.477,735476,France,0JOJx8jx0dWZk33MsvRZrB
