,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,. Macarena,0.213,0.777,0.549,1.73e-06,0.0494,-8.202,1,0.0614,129.908,4,0.245,1062718,France,2UZW9WOPXdxw9YMG1bebS8
1,Despacito - Remix,0.229,0.694,0.815,0.0,0.0924,-4.328,1,0.12,88.931,4,0.813,936105,France,5CtI0qwDJkDQGwXD1H1cLb
2,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,894747,France,7qiZfU4dY1lWllzX7mPBI3
3,Wild Thoughts (feat. Rihanna & Bryson Tiller),0.0329,0.671,0.672,0.0,0.118,-3.094,0,0.0688,97.979,4,0.632,877749,France,1OAh8uOEOvTDqkKFsKksCi
4,Ma jolie,0.286,0.828,0.801,9.67e-06,0.362,-5.907,0,0.0924,127.971,4,0.778,795649,France,49qQQcd8wONsOy3PwnZKHB
5,Attention,0.0969,0.774,0.626,3.12e-05,0.0848,-4.432,0,0.0432,100.041,4,0.777,707607,France,4iLqG9SeJSnt0cSPICSjxv
6,Despacito (Featuring Daddy Yankee),0.209,0.66,0.786,0.0,0.112,-4.757,1,0.17,177.833,4,0.846,695871,France,4aWmUDTfIPGksMNLV2rQP2
7,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",0.0552,0.609,0.668,0.0,0.167,-4.284,1,0.0367,80.924,4,0.811,691346,France,3DXncPQOG4VBw3QHh3S817
8,Chocolat (feat. Awa Imani),0.0822,0.729,0.679,0.0,0.1,-5.456,0,0.0568,108.964,4,0.75,690199,France,4fwtP5khM1iEoa6BP1QQsX
9,Mask Off,0.0102,0.833,0.434,0.0219,0.165,-8.795,1,0.431,150.062,4,0.281,667682,France,3rOSwuTsUlJp0Pu0MkN8r8
10,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,653999,France,1F2HXIJrE2Xn81OzT2zZvW
11,2U (feat. Justin Bieber),0.219,0.548,0.65,0.0,0.225,-5.827,0,0.0591,144.937,4,0.557,641594,France,3A7qX2QjDlPnazUsRk5y0M
12,. Signaler,0.511,0.647,0.7,3.96e-05,0.088,-9.007,0,0.0562,176.122,4,0.949,636413,France,03aduXwm6cTqO9bb4XFQ2b
13,Believer,0.0524,0.779,0.787,0.0,0.14,-4.305,0,0.108,124.982,4,0.708,636410,France,0CcQNd8CINkwQfe1RDtGV6
14,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.075,0.696,0.817,0.0,0.187,-3.862,1,0.109,98.064,4,0.782,593349,France,6kex4EBAj0WHXDKZMEJaaF
15,Mama,0.113,0.741,0.79,0.0,0.0542,-4.086,0,0.0469,104.043,4,0.528,590455,France,4xlrALxuaCf9yZBHJeTSG6
16,Fly (feat. Amara Abonta),0.144,0.691,0.768,0.0,0.142,-4.247,0,0.0924,110.977,4,0.526,586140,France,1NAeorrSNCibpdJMpXLFeG
17,Thunder,0.00683,0.6,0.81,0.21,0.155,-4.749,1,0.0479,167.88,4,0.298,556791,France,0tKcYR2II1VCQWT79i5NrW
18,Slide (feat. Frank Ocean & Migos),0.498,0.736,0.795,1.21e-06,0.254,-3.299,0,0.0545,104.066,4,0.511,548697,France,7tr2za8SQg2CI8EDgrdtNl
19,Symphony (feat. Zara Larsson),0.259,0.707,0.629,1.6e-05,0.138,-4.581,0,0.0563,122.863,4,0.457,548498,France,1x5sYLZiu9r5E43kMlt9f8
20,Issues,0.368,0.683,0.427,0.0,0.0604,-6.827,1,0.0777,113.634,4,0.426,521734,France,1sXUWdKx03aP9Gmzft58rt
21,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),0.0744,0.684,0.823,0.0,0.111,-3.297,0,0.0773,91.048,4,0.647,520386,France,7nKBxz47S9SD79N086fuhn
22,. Mosa?que solitaire,0.37,0.562,0.595,6.96e-06,0.13,-9.896,1,0.334,125.172,4,0.426,515489,France,1E3zyoTHtJzsu5CjwIFIhY
23,It Ain't Me (with Selena Gomez),0.119,0.64,0.533,0.0,0.0864,-6.596,1,0.0706,99.968,4,0.515,513915,France,3eR23VReFzcdmS7TYCrhCe
