,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,1689530,France,7qiZfU4dY1lWllzX7mPBI3
1,It Ain't Me (with Selena Gomez),0.119,0.64,0.533,0.0,0.0864,-6.596,1,0.0706,99.968,4,0.515,872958,France,3eR23VReFzcdmS7TYCrhCe
2,"I Donft Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.0631,0.735,0.451,1.3e-05,0.325,-8.374,1,0.0585,117.973,4,0.0862,737717,France,3NdDpSvN911VPGivFlV5d0
3,Call On Me - Ryan Riback Extended Remix,0.0604,0.67,0.838,0.000611,0.159,-4.031,1,0.0362,104.998,4,0.717,729260,France,78rIJddV4X0HkNAInEcYde
4,Ben?,0.491,0.784,0.7,0.0,0.108,-7.649,0,0.108,82.028,4,0.769,661420,France,00X2yv2vrtritPt2CZnUTZ
5,Afro Trap Pt. 8 (Never),0.0804,0.919,0.876,0.0752,0.0596,-4.844,1,0.322,125.113,4,0.453,656689,France,1MUxJxub6ovS0rzTHRgyoF
6,Be Mine,0.194,0.779,0.666,0.000556,0.0576,-7.361,1,0.0482,123.024,4,0.507,656150,France,2KklXplRtxMsBYo474Es0w
7,Tout l'monde s'en fout,0.348,0.482,0.785,0.0,0.291,-5.646,0,0.335,104.904,4,0.424,639597,France,7syABtsvHvD3nO7OG91Ani
8,You Don't Know Me - Radio Edit,0.163,0.876,0.669,0.0,0.185,-6.054,0,0.138,124.007,4,0.682,638511,France,00lNx0OcTJrS3MKHcB80HY
9,Sunset Lover,0.729,0.783,0.467,0.809,0.109,-9.474,1,0.0503,90.838,4,0.236,610579,France,0hNduWmlWmEmuwEFcYvRu1
10,Galway Girl,0.0735,0.624,0.876,0.0,0.327,-3.374,1,0.1,99.943,4,0.781,609702,France,0afhq8XCExXpqazXczTSve
11,I Feel It Coming,0.426,0.773,0.819,0.0,0.0679,-5.946,0,0.118,92.99,4,0.585,609042,France,5GXAXm5YOmYT0kL5jHvYBt
12,Tuesday,0.0156,0.841,0.639,0.0654,0.0545,-6.052,0,0.0688,99.002,4,0.675,584535,France,7abpmGpF7PGep2rDU68GBR
13,Scared to Be Lonely,0.0895,0.584,0.54,0.0,0.261,-7.786,0,0.0576,137.972,4,0.195,570645,France,3ebXMykcMXOcLeJ9xZ17XH
14,Rockabye (feat. Sean Paul & Anne-Marie),0.406,0.72,0.763,0.0,0.18,-4.068,0,0.0523,101.965,4,0.742,567656,France,5knuzwU65gJK7IF5yJsuaW
15,Something Just Like This,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0,0.0317,103.019,4,0.446,561903,France,6RUKPb4LETWmmr3iAEQktW
16,Way down We Go,0.579,0.489,0.505,0.000333,0.104,-8.022,0,0.117,163.255,4,0.337,545521,France,0y1QJc3SJVPKJ1OvFmFqe6
17,Je m'en vais,0.715,0.635,0.469,5.02e-06,0.133,-8.851,0,0.0428,146.995,4,0.281,539690,France,2Vd1vVQaBilW0O6nmU5BkH
18,Afro Trap Pt. 7 (La puissance),0.0871,0.971,0.796,0.0,0.139,-5.731,0,0.306,120.039,4,0.821,523308,France,6x8j5V85ZJHtvOSjSamcVc
19,Tchoin,0.626,0.787,0.826,1.38e-06,0.209,-5.166,0,0.248,179.974,3,0.813,515622,France,0ban5QRXUveaKtQPGuaoQ9
20,Grande arm?e,0.112,0.771,0.469,5.95e-06,0.105,-8.126,1,0.109,119.041,4,0.214,508142,France,28co1mTCrGIGOeGzqLjSat
21,No Lie,0.0437,0.741,0.891,0.0,0.256,-2.824,1,0.119,102.002,4,0.449,488564,France,3cFsmM51N5zMAuu1nNY4Tw
22,Chained To The Rhythm,0.0733,0.448,0.801,0.0,0.146,-5.363,1,0.165,189.798,4,0.462,477315,France,6520aj0B4FSKGVuKNsOCOi
23,Chantaje (feat. Maluma),0.187,0.852,0.773,3.05e-05,0.159,-2.921,0,0.0776,102.034,4,0.907,471434,France,6mICuAdrwEjh6Y6lroV2Kg
24,Tra?tres,0.0563,0.962,0.723,0.0,0.0749,-6.912,0,0.194,122.011,4,0.565,467819,France,6NOBQsQ2TsAK8ieuFEB0O6
25,Castle on the Hill,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,1,0.0989,135.007,4,0.471,464454,France,6PCUP3dWmTjcTtXY02oFdT
26,Paris,0.0215,0.653,0.658,1.66e-06,0.0939,-6.428,1,0.0304,99.99,4,0.219,458122,France,72jbDTw1piOOj770jWNeaG
27,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),0.105,0.803,0.743,2.12e-06,0.099,-3.602,0,0.0681,108.005,4,0.674,453415,France,0fg8CqpjdojMyXLNzM2PaJ
28,Stay (with Alessia Cara),0.232,0.679,0.634,0.0,0.115,-5.024,0,0.0654,102.013,4,0.498,433411,France,0dA2Mk56wEzDgegdC6R17g
29,Bazard?e,0.336,0.772,0.783,0.0,0.163,-6.257,0,0.0353,103.079,4,0.71,432777,France,2KiHXiqQA2dHiLfeSxtTeP
30,Despacito (Featuring Daddy Yankee),0.209,0.66,0.786,0.0,0.112,-4.757,1,0.17,177.833,4,0.846,431922,France,4aWmUDTfIPGksMNLV2rQP2
31,Mask Off,0.0102,0.833,0.434,0.0219,0.165,-8.795,1,0.431,150.062,4,0.281,427609,France,3rOSwuTsUlJp0Pu0MkN8r8
32,Million Eyes,0.0952,0.599,0.471,0.0,0.0996,-6.806,1,0.0281,109.941,4,0.141,427011,France,63qapUS8yLKz0tb0eOgOTF
33,Believer,0.0524,0.779,0.787,0.0,0.14,-4.305,0,0.108,124.982,4,0.708,425045,France,0CcQNd8CINkwQfe1RDtGV6
34,Human,0.393,0.602,0.707,0.0,0.165,-4.097,1,0.302,75.087,4,0.554,413810,France,58zsLZPvfflaiIbNWoA22O
35,Ghetto,0.367,0.715,0.703,0.0,0.147,-6.687,0,0.165,88.47,3,0.569,413112,France,3VdDQkNCQKPAL4nZlFKWlN
36,Sexual,0.0623,0.803,0.569,0.0,0.083,-7.392,1,0.0739,107.986,4,0.809,402580,France,3AsAuGTaDQzavZZThyYlop
37,Onizuka,0.392,0.688,0.569,0.000175,0.12,-7.007,0,0.0375,109.041,4,0.359,400611,France,4GCIYE1x1TWJCChPkpy9by
38,I Feel So Bad,0.2,0.761,0.828,0.00125,0.224,-4.189,0,0.0387,123.01,4,0.746,393424,France,6iTVIAqZpHmCK9jrpDyDVo
39,Tout donner - Pilule violette,0.144,0.75,0.634,0.0047,0.0944,-5.255,0,0.0329,103.951,4,0.406,385555,France,5ASacvNO76BB7Dxtp74qqz
40,That's What I Like,0.013,0.853,0.56,0.0,0.0944,-4.961,1,0.0406,134.066,4,0.86,384244,France,0KKkJNfGyhkQ5aFogxQAPU
41,Mauvaise graine,0.429,0.882,0.594,0.0,0.179,-7.898,0,0.0709,119.979,4,0.319,379108,France,4kKJ5CjwCtksszPMntho4N
42,Green Light,0.0162,0.616,0.714,1.23e-05,0.0817,-7.792,1,0.0982,128.924,4,0.24,374423,France,0gbBzIqrECJOEPvQJIBFs5
43,My Way,0.093,0.818,0.913,3.69e-05,0.161,-3.06,0,0.0426,119.986,4,0.536,371979,France,1vvNmPOiUuyCbgWmtc6yfm
44,Skin,0.265,0.564,0.745,0.0,0.147,-7.733,1,0.31,170.661,4,0.351,370271,France,6y2Kaz9QI01XBKJ8mTb7Pf
45,Squa,0.41,0.945,0.754,1.55e-06,0.0714,-4.878,1,0.0382,117.034,4,0.697,349563,France,11hj8c8BCRd5ND3CRhZSvt
46,D?stabilis?,0.125,0.763,0.519,0.0,0.108,-7.431,1,0.0892,116.005,4,0.332,348950,France,71gEIIqahWVslRCXtN5yhK
47,Hear Me Now,0.537,0.788,0.43,0.00261,0.0936,-7.757,1,0.0419,121.996,4,0.461,343534,France,1a5Yu5L18qNxVhXx38njON
48,Places,0.264,0.728,0.858,0.000761,0.158,-3.866,0,0.0457,122.01,4,0.638,341259,France,6O85MfGECKBqAK2MgSbCaj
