,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,夜に駆ける,YOASOBI,1929769,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js
2,Dynamite,BTS,1765227,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
3,裸の心,Aimyon,1670498,https://open.spotify.com/track/4Jv7U0JJpbQnOrjtDwDZTZ
4,香水,Eito,1594700,https://open.spotify.com/track/2iOvMtA1u9s95NF6mJDOuT
5,"Make you happy",NiziU,1525970,https://open.spotify.com/track/4FrxgrNbNrdfq8093JaEJf
6,感電,"Kenshi Yonezu",1414942,https://open.spotify.com/track/1rd3RSjrOShIUG8rG9FvDI
7,"I Love...","Official HIGE DANdism",1212635,https://open.spotify.com/track/4pRqq3MwcqitKqNO8rOrOb
8,Pretender,"Official HIGE DANdism",1186652,https://open.spotify.com/track/15HNdxGKNCIO9pgaY4n7FU
9,"猫 〜THE FIRST TAKE ver.〜",DISH//,1150097,https://open.spotify.com/track/6F0aYmicNttntvth7FXQEx
10,115万キロのフィルム,"Official HIGE DANdism",1096207,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7
11,Laughter,"Official HIGE DANdism",1057433,https://open.spotify.com/track/1SdwlHsv8bWHbAlIw5Jfgo
12,白日,"King Gnu",1006571,https://open.spotify.com/track/4wel6DQu0dMVBRVn2ZTPoy
13,"snow jam",Rin音,1002158,https://open.spotify.com/track/6uUtmCz8XXep7n1QmC1jJG
14,群青,YOASOBI,964586,https://open.spotify.com/track/0T4AitQuq8IJhWBWuZwkFA
15,キンモクセイ,オレンジスパイニクラブ,959166,https://open.spotify.com/track/4KyCrwLEWoGHJwobxc55oe
16,春を告げる,yama,952522,https://open.spotify.com/track/2Gmyw5Vg2X5YW2lM3OC7nD
17,"Walking with you",Novelbright,944589,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd
18,Shukumei,"Official HIGE DANdism",907454,https://open.spotify.com/track/0XaHPBAzPAC5ubwcRBqc1p
19,まちがいさがし,"Masaki Suda",882856,https://open.spotify.com/track/4Jj31lihp5Nvdi4lFRjrqc
20,マリーゴールド,Aimyon,882785,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7
21,ハルジオン,YOASOBI,867243,https://open.spotify.com/track/7HneEBTvTra2CRYsxgMOAi
22,不可幸力,Vaundy,847618,https://open.spotify.com/track/65e5PmFI3cqoLEJYF3TfCG
23,ハルノヒ,Aimyon,838408,https://open.spotify.com/track/1oNeSCt0CMekCyyLo06kFs
24,ただ君に晴れ,ヨルシカ,835174,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz
25,Lemon,"Kenshi Yonezu",833356,https://open.spotify.com/track/4rvtqOGyTPZJwWtVTNdZbu
26,Myra,"Tani Yuuki",828809,https://open.spotify.com/track/5wc4f6crkCzAvwNhoEeMhh
27,猫,DISH//,826773,https://open.spotify.com/track/3NP2nqAgMELIV3MAhrFNMx
28,Yesterday,"Official HIGE DANdism",822420,https://open.spotify.com/track/1kMlcLyljkrShV0LSdSGBz
29,"Stay Gold",BTS,814001,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
30,紅蓮華,LiSA,812001,https://open.spotify.com/track/23DbzwNJSLo7nkSWjODMvY
31,点描の唄,"Mrs. GREEN APPLE",787632,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV
32,青と夏,"Mrs. GREEN APPLE",785260,https://open.spotify.com/track/5BC6kr6etk2Y9J62AyI4i3
33,ノーダウト,"Official HIGE DANdism",768602,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV
34,花に亡霊,ヨルシカ,768084,https://open.spotify.com/track/3FUqp10RhCmMjyyB9extmo
35,HELLO,"Official HIGE DANdism",743155,https://open.spotify.com/track/2SzXlu48l0sqApK9hBWZtg
36,パラボラ,"Official HIGE DANdism",734731,https://open.spotify.com/track/51JOzfozDdPMKxyEccRltg
37,僕のこと,"Mrs. GREEN APPLE",728391,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4
38,たぶん,YOASOBI,724177,https://open.spotify.com/track/62Lv9WcrfzJqhvYDbilJy3
39,"Whenever You Call",ARASHI,723907,https://open.spotify.com/track/4itdOvg6V8hjTOQUeaGHWt
40,馬と鹿,"Kenshi Yonezu",700273,https://open.spotify.com/track/19op3QHIz9Aq5VdwsASXIz
41,インフェルノ,"Mrs. GREEN APPLE",700014,https://open.spotify.com/track/2vOAHp8PBBFYqvQUWSoITY
42,ぎゅっと。,もさを。,687489,https://open.spotify.com/track/6nqfKM9JvQIiuAuzWZFvGW
43,"Ice Cream (with Selena Gomez)",BLACKPINK,682897,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
44,"Night Diver",三浦春馬,658657,https://open.spotify.com/track/5hcWlcZE9vFMeaFaTjo1Zf
45,"Not Shy",ITZY,652567,https://open.spotify.com/track/4ecVWqbtW6phQGpZMAyqIU
46,未完成,"Leo Ieiri",649958,https://open.spotify.com/track/10mmoWFRBG9mlLekSWYzWT
47,PLACEBO,"Kenshi Yonezu",637791,https://open.spotify.com/track/6MCqARqpbUAGUIvWh8bxaw
48,Flamingo,"Kenshi Yonezu",549623,https://open.spotify.com/track/3DsNdDIj0sJHBuXIlcPPyz
49,ピースサイン,"Kenshi Yonezu",528938,https://open.spotify.com/track/5aHfGUxRec6c41luxkDqhX
50,まちがいさがし,"Kenshi Yonezu",517062,https://open.spotify.com/track/4FidnSkTNEEQLmPpueLPd7
