,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Change,"ONE OK ROCK",220284,https://open.spotify.com/track/3wYEcZ2YkTkQPNUqNPF5sO
2,"Shape of You","Ed Sheeran",169871,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
3,打上花火,DAOKO,144652,https://open.spotify.com/track/4IouQaO9GkaHC7AtMErdSa
4,"Havana (feat. Young Thug)","Camila Cabello",138674,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
5,"The Middle",Zedd,125871,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
6,Wolves,"Selena Gomez",124338,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
7,"Wherever you are","ONE OK ROCK",117743,https://open.spotify.com/track/0YAMQSmHk6BSUGTYpaoqTJ
8,"My Boo","Shota Shimizu",116399,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03
9,愛をこめて花束を,Superfly,109418,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ
10,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",109309,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
11,"Candy Pop",TWICE,106222,https://open.spotify.com/track/39GvWlUAF4Y3qzboUyvBkg
12,恋音と雨空,AAA,103599,https://open.spotify.com/track/46gSY0U7ZZCmd7EuJuo15N
13,"TT - Japanese ver.",TWICE,102657,https://open.spotify.com/track/0PAyiPTz8gL0udQnSasc5G
14,"New Rules","Dua Lipa",101084,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
15,"Finesse - Remix; feat. Cardi B","Bruno Mars",100970,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
16,"Never Be the Same","Camila Cabello",100298,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
17,Stay,Zedd,100086,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
18,愛唄,GReeeeN,98553,https://open.spotify.com/track/7iXHLtPosbHvglVSJ4rxLq
19,"What Lovers Do (feat. SZA)","Maroon 5",97755,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
20,"I LOVE YOU","Chris Hart",93505,https://open.spotify.com/track/0mf82mK5aeZm4vN9HM2InQ
21,ワタリドリ,[Alexandros],92607,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o
22,"This Is Me","Keala Settle",91077,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
23,LIKEY,TWICE,90690,https://open.spotify.com/track/4Eb5cLWxKQUoUQaKUYSRgI
24,小さな恋のうた,MONGOL800,89717,https://open.spotify.com/track/7swIKcU4tFRk4iFJpi12Fg
25,"All The Stars (with SZA)","Kendrick Lamar",89656,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
26,RAIN,"SEKAI NO OWARI",89165,https://open.spotify.com/track/40cPkRjw5aLQIOjaqgUVnB
27,君が好き,"Shota Shimizu",86789,https://open.spotify.com/track/5Bg0HkfaRYRx8A7tMrjT9Z
28,808,Suchmos,86054,https://open.spotify.com/track/1HUd7YQlXVvpMHKnpVyqLF
29,"I Miss You (feat. Julia Michaels)","Clean Bandit",85660,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
30,"Sick Boy","The Chainsmokers",83845,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
31,IDGAF,"Dua Lipa",83800,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
32,Closer,"The Chainsmokers",83373,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
33,"Rewrite The Stars","Zac Efron",82749,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
34,さよならの前に,AAA,82205,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG
35,キセキ,GReeeeN,80834,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts
36,DREAM,"Shota Shimizu",80274,https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j
37,"God's Plan",Drake,80259,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
38,"Good Life","Shota Shimizu",79731,https://open.spotify.com/track/1YTnoQVLzQrXR1gu6Hdzz1
39,"The Beginning","ONE OK ROCK",79335,https://open.spotify.com/track/4f3nDjgqXurMryYBSp0TZD
40,"Symphony (feat. Zara Larsson)","Clean Bandit",77480,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
41,"Pray For Me (with Kendrick Lamar)","The Weeknd",76972,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
42,Story,AI,74519,https://open.spotify.com/track/0V2axJ946WH1vt9t5SGMLV
43,Perfect,"Ed Sheeran",74310,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
44,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",74242,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
45,AM11:00,HY,73554,https://open.spotify.com/track/6YcvfXy4wTvjaIniIBuh30
46,HOME,"Shota Shimizu",72746,https://open.spotify.com/track/5PF0IW8iHqOcTWAyRqiDzb
47,花,"ORANGE RANGE",72085,https://open.spotify.com/track/4clwFLZjrvTtnrMviJnVKh
48,FRIENDS,Marshmello,69574,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
49,"One More Time",TWICE,68555,https://open.spotify.com/track/6q2cJXwzu89N8okT69L7KC
50,インフルエンサー,Nogizaka46,68050,https://open.spotify.com/track/5ofnFjLvOgZP94zmDXi3HT
51,"Something Just Like This","The Chainsmokers",67561,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
52,ONE,Aimer,65907,https://open.spotify.com/track/66KjxbYrSBdnxJcHjnLM7o
53,"How Long","Charlie Puth",65692,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
54,"The Greatest Show","Hugh Jackman",63834,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
55,君はロックを聴かない,Aimyon,61915,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM
56,Chocolate,CHANMINA,61351,https://open.spotify.com/track/6CU3VvoeQgkg4Wb1vS0zj7
57,DNA,BTS,60138,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
58,sasanqua,"SEKAI NO OWARI",59333,https://open.spotify.com/track/4x3D2HXv8CbtJKRPSI6RhS
59,"Heart Shaker",TWICE,57587,https://open.spotify.com/track/6gxF4ibm6S95UUC6vyIiln
60,鱗(うろこ),"Motohiro Hata",57573,https://open.spotify.com/track/1tkWfKfJqdqbY3oadsjXCf
61,ハナミズキ,"Yo Hitoto",57179,https://open.spotify.com/track/4PqDkR6YM80Sy590Qsy6mm
62,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,57179,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
