,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Wieder Lila,Samra,6359373,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
2,Vermissen (feat. Henning May),Juju,4782640,https://open.spotify.com/track/1SSzM044DUbVpYNNHWIhYJ
3,Marlboro Rot,Samra,4623153,https://open.spotify.com/track/4e6l3QGj4RZesjDLVqYk3H
4,Vintage,RIN,4377506,https://open.spotify.com/track/6xwI9R3ZHT9nWtSYvffYQm
5,I Don't Care (with Justin Bieber),Ed Sheeran,3454477,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
6,Letzte Träne,Kontra K,3299575,https://open.spotify.com/track/1FuJKBi6XdFyf8Yzmck468
7,Nautilus,Shindy,3214895,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG
8,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2835404,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
9,bad guy,Billie Eilish,2822043,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
10,Gib Gas,Ufo361,2267255,https://open.spotify.com/track/7MqL7uh6zGd8x0B9srz3r0
11,Barrio,Olexesh,2211268,https://open.spotify.com/track/3mbGX2yy83BtCiPO59mE5r
12,cOcO MAmA,Dardan,2187227,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
13,Mary,Bausa,2185874,https://open.spotify.com/track/6BZhkqUtaFJm57Hm5TTQSH
14,Blei (feat. Veysel),Kontra K,2145957,https://open.spotify.com/track/0Cy2x4vkNHiZ2Z3XiZE5Yu
15,Rolex,Capital Bra,2063704,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
16,SOS,Avicii,1984608,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
17,Cherry Lady,Capital Bra,1914011,https://open.spotify.com/track/4j5WelE5mkf9A2jmts729h
18,Old Town Road,Lil Nas X,1851701,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
19,Das Buch,Sido,1773351,https://open.spotify.com/track/6SX4L6NKqcH42eY2gX6qoX
20,Fliegst Du mit,Shirin David,1770763,https://open.spotify.com/track/7d5OMedGbW3CZwFfiNMGeI
21,Alles was sie will,Kontra K,1737851,https://open.spotify.com/track/6kmpeu6dXy6DPjOHv3NAeT
22,Con Calma,Daddy Yankee,1696996,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
23,Wie im Traum,Ardian Bujupi,1680609,https://open.spotify.com/track/3ld409h4DdrdPJzEdeU1WS
24,Don't Call Me Up,Mabel,1590613,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
25,Piece Of Your Heart,MEDUZA,1531998,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
26,Ghetto,Samra,1519565,https://open.spotify.com/track/5h10tw9LYCWPFgqJttM2U0
27,Someone You Loved,Lewis Capaldi,1502138,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
28,3% (feat. ENO),Moe Phoenix,1451818,https://open.spotify.com/track/2K2yh8b6EAP595unnz6Vel
29,Harami,Samra,1426484,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug
30,If I Can't Have You,Shawn Mendes,1424384,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
31,Weiß noch nicht wie,Bausa,1411311,https://open.spotify.com/track/6JEgz5rwcQb9Adx3EuEsos
32,Wolke 10,MERO,1407639,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2
33,Sucker,Jonas Brothers,1351753,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
34,don't lie to me,Lena,1330801,https://open.spotify.com/track/6hyl5rtrQw0FyGOWueYQsd
35,Affalterbach,Shindy,1323468,https://open.spotify.com/track/1L8LtC2s161XwY6YrtnQjw
36,Hermès,Gallo Nero,1308171,https://open.spotify.com/track/5FlVWM4jmo1Lstc4TLJSex
37,DEUTSCHLAND,Rammstein,1302523,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0
38,Blackberry Sky,Eno,1300516,https://open.spotify.com/track/11rBlJlRoWNj69twOOki03
39,Wir ticken,Capital Bra,1291126,https://open.spotify.com/track/1ag6DENIjtcmRFCx5JjUng
40,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1275916,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
41,Perdono,LX,1268836,https://open.spotify.com/track/6vqwNBT87x37nNvfmuNTaJ
42,3 Nights,Dominic Fike,1261267,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
43,Next,Ufo361,1252621,https://open.spotify.com/track/1x4MJYA9mJRph3fygU51K4
44,Quarterback,KC Rebell,1238303,https://open.spotify.com/track/0WGG3xWyW6AlXOaW6CHu4A
45,DNA,KC Rebell,1230160,https://open.spotify.com/track/43DtCXAz2qUJ4YiTX6ICT0
46,sOrrY,Dardan,1219892,https://open.spotify.com/track/3NhRXvQITM1OFwSpsMOYxx
47,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1217345,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
48,Prinzessa,Capital Bra,1202064,https://open.spotify.com/track/0Tq0EhQpVeQJwV3E3P5Jti
49,Back to the Start,Michael Schulte,1200243,https://open.spotify.com/track/2i2JtDSr6GbkRpTToH15SN
50,Ohne Sinn,Sero El Mero,1186506,https://open.spotify.com/track/7KO3iofeNz34vOQgSnKuU1
51,Warnung,Kontra K,1165206,https://open.spotify.com/track/2FPkRkjYQ4S8g1gVBslCfU
52,Yapma,C ARMA,1109194,https://open.spotify.com/track/1194zYf7UfSXP4omxVTmPa
53,Bella Donna,Pietro Lombardi,1071046,https://open.spotify.com/track/3v9OYjvyB1tJ9sMrZIlfcz
54,Sweet but Psycho,Ava Max,1039127,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
55,Never Go Back,Dennis Lloyd,1031489,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
56,Bad Liar,Imagine Dragons,1019538,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
57,Shoote ma Shoote,Samra,1010340,https://open.spotify.com/track/7FOQJQcTDqzXZJ72hZikCl
58,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1006505,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
59,AUSLÄNDER,Rammstein,974032,https://open.spotify.com/track/7j43FohbLVulScL7S9sQZk
60,Rescue Me,OneRepublic,973051,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
61,Alleen,KC Rebell,968320,https://open.spotify.com/track/0geta4Y77R76wvOVlGWnsl
62,Gib Ihm,Shirin David,966210,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
63,Brot nach Hause,Apache 207,962108,https://open.spotify.com/track/5e0bzcsI1khimLSJhddHdS
64,Kampfgeist 4,Kontra K,949917,https://open.spotify.com/track/5jvnef2ktg3IyEkVoQDV83
65,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,949722,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
66,Bye Bye,Capital Bra,947318,https://open.spotify.com/track/60yqRJXgkrPEvP977ZIOWb
67,Weine nicht,Kontra K,941537,https://open.spotify.com/track/3yODQ8yCbNxDAg60WzNiRy
68,The London (feat. J. Cole & Travis Scott),Young Thug,934963,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
69,So Am I,Ava Max,918238,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
70,Puerto Rico,Fero47,904475,https://open.spotify.com/track/0ypCvaP431mEM6znlVHNRP
71,RADIO,Rammstein,900035,https://open.spotify.com/track/5vZ4IeUenK2cHub2d7yfWk
72,500 PS,Bonez MC,899577,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
73,ZEIG DICH,Rammstein,872571,https://open.spotify.com/track/3d3k8g4GTVx9EFIFlOZOEX
74,Open Up,Matt Simons,869276,https://open.spotify.com/track/7KgqURVRaVhqgyKno2mc1D
75,Farben,Kontra K,865842,https://open.spotify.com/track/6D4JwhnD6YzC25F8bh3Y8X
76,Benzema,Capital Bra,850226,https://open.spotify.com/track/0gyO8zq1Hw5GTQ33EXcc40
77,Moonlight,Gaullin,838825,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
78,Sixteen,Ellie Goulding,822109,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
79,2x,Mathea,820341,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw
80,Benzin,Kontra K,816094,https://open.spotify.com/track/2WE4d5QR3T65DWLYW0dD8Y
81,Immer auf der Straße (feat. GZUZ),18 Karat,815098,https://open.spotify.com/track/75BkOj9E4rIerxcXwFMcsX
82,Here With Me,Marshmello,813987,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
83,In My Mind,Dynoro,811753,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
84,Nur ein Grund (feat. Jah Khalib),Kontra K,805007,https://open.spotify.com/track/0L5P9qkIOcWTFB4UrEu7BE
85,High Hopes,Panic! At The Disco,781342,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
86,PUPPE,Rammstein,779567,https://open.spotify.com/track/2iFgHPoa7FNHwgLnjXzu7F
87,Wow.,Post Malone,771166,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
88,Later Bitches,The Prince Karma,747416,https://open.spotify.com/track/0uL88Lp7C6i2WGHub1zrJ9
89,Wie Papa,Sido,744313,https://open.spotify.com/track/1qr2aRlz6DfGg5jjcUTW9y
90,Shallow,Lady Gaga,737586,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
91,What I Like About You (feat. Theresa Rex),Jonas Blue,735648,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
92,Unforgettable,Nico Santos,726177,https://open.spotify.com/track/30f7TNgvsS1AWtyuVqMucH
93,7 rings,Ariana Grande,722317,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
