,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Angeklagt,Bonez MC,4559662,https://open.spotify.com/track/5FLkxbVtsn88ejcLR62L4T
2,B.L.F.L.,Azet,2923108,https://open.spotify.com/track/4BzvWX9B1viL3cj4bMxmx0
3,gebe auf.,Lune,2879491,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO
4,Mood (feat. iann dior),24kGoldn,2874974,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
5,Jetski,Bonez MC,2867294,https://open.spotify.com/track/42u8dZf00xsPqCgWFbqCqZ
6,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2692894,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
7,Paradise,VIZE,2244165,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
8,Head & Heart (feat. MNEK),Joel Corry,2159873,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
9,Lonely (with benny blanco),Justin Bieber,2031938,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
10,What You Know Bout Love,Pop Smoke,1928478,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
11,AMCAOĞLE (feat. Capital Bra),KC Rebell,1907493,https://open.spotify.com/track/1EfBIxODSWrNPwUTAEYrhw
12,Ben Elimi Sana Verdim,MERO,1882548,https://open.spotify.com/track/178iFQyGImdKhaD2PoVdnZ
13,positions,Ariana Grande,1832903,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
14,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,1797666,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
15,Unterwegs,KitschKrieg,1584068,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
16,Checka,Delara,1582490,https://open.spotify.com/track/5ChtVY22XWHIpSgPtZZ6wB
17,NIEMALS UNTER 1000,Bonez MC,1527184,https://open.spotify.com/track/0ONpvA3aZkFclnS922vuta
18,Bist du Okay,Mark Forster,1509334,https://open.spotify.com/track/1O2gOblgfyostGPbLzqghY
19,Désolé,MERO,1466538,https://open.spotify.com/track/1kTofMVLsqgP3r77diCPI4
20,Goosebumps,HVME,1459783,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
21,Raubüberfall,Bonez MC,1411167,https://open.spotify.com/track/1MsRfqRR4Y3RIrfqfslDus
22,Elbe,Bozza,1387951,https://open.spotify.com/track/2kvJnNMqnimkCZUUWjOINy
23,Take You Dancing,Jason Derulo,1379245,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
24,Finger voller Ringe,Bonez MC,1319424,https://open.spotify.com/track/5iSAEoLZwBPt3JcKgqapRF
25,Blinding Lights,The Weeknd,1302840,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
26,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1285415,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
27,you broke me first,Tate McRae,1277385,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
28,Savage Love (Laxed - Siren Beat),Jawsh 685,1267522,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
29,Monet,Alligatoah,1243850,https://open.spotify.com/track/2vS1HmVoOpvWeFKf7HnWdJ
30,Bläulich,Apache 207,1241565,https://open.spotify.com/track/2WRTnY0slmFgWcrmEr8dPj
31,Hollywood,LA Vision,1201924,https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4
32,ROCKSTAR (feat. Roddy Ricch),DaBaby,1182433,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
33,Smartphone im See,Bonez MC,1181607,https://open.spotify.com/track/1c5F5TOYKqFYzTZEJzBERC
34,Single Wohnung Anthem,Bonez MC,1172739,https://open.spotify.com/track/4G2wSz8rkmkZNMsfkv2RCB
35,Gold in der Fresse,Bonez MC,1154927,https://open.spotify.com/track/0FOt5dYyEyqmoeI4TqGMwK
36,Lovefool,twocolors,1140495,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
37,Alien,Dennis Lloyd,1127376,https://open.spotify.com/track/1Tqshmc0rnQPaIGJfRp2Da
38,Rohdiamant ٢٠٢٠,Samra,1110929,https://open.spotify.com/track/6NpsaQyLvPLjtVLWc26GKu
39,Hypnotized,Purple Disco Machine,1109970,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
40,2012,Bausa,1106138,https://open.spotify.com/track/6bM4daGlfZHtKMQp8tEqVz
