,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Fuckst mich nur ab,Bonez MC,5334846,https://open.spotify.com/track/4iD5KYizD5e0KrCsk58P2r
2,Mood (feat. iann dior),24kGoldn,4473944,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,Unterwegs,KitschKrieg,4129839,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy
4,Games,Ufo361,3611351,https://open.spotify.com/track/3P4uSN2VJ7asF4xdw1lDEf
5,Frühstück in Paris,Capital Bra,2933197,https://open.spotify.com/track/6qAxQhNfM909QrDGLYEocf
6,2012,Bausa,2739210,https://open.spotify.com/track/6bM4daGlfZHtKMQp8tEqVz
7,Savage Love (Laxed - Siren Beat),Jawsh 685,2513179,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
8,Bläulich,Apache 207,2489242,https://open.spotify.com/track/2WRTnY0slmFgWcrmEr8dPj
9,AUGEN ZU (feat. Samra),ELIF,2373100,https://open.spotify.com/track/6ikiAn9th3TUfS3bYS7gDX
10,Head & Heart (feat. MNEK),Joel Corry,2357525,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
11,WAP (feat. Megan Thee Stallion),Cardi B,2043871,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
12,Sirenen (feat. AK Ausserkontrolle),Kontra K,1953732,https://open.spotify.com/track/5AVPelpkccFdZdepfo2GhM
13,Hollywood,LA Vision,1858308,https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4
14,ROCKSTAR (feat. Roddy Ricch),DaBaby,1851407,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
15,In meinem Benz,AK AUSSERKONTROLLE,1836671,https://open.spotify.com/track/3dy7SaVShdnjwtx9IXhtzg
16,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,1800911,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
17,Never Let Me Down,VIZE,1756023,https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN
18,Lovefool,twocolors,1735619,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
19,Al Qu Damm,Bozza,1684472,https://open.spotify.com/track/4MvSGcAVcVHhCejx9UjxV7
20,AMG,Kool Savas,1660953,https://open.spotify.com/track/4EmiHs5KnkApKW8pkfWdWW
21,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1658920,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
22,Gigi,Dardan,1634366,https://open.spotify.com/track/1V3ZXzuynLhKft6ouAhxli
23,Airwaves,Pashanim,1621417,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
24,Unterwegs,Apache 207,1615895,https://open.spotify.com/track/7oJW8vNkosiWuKJtsq3mZs
25,Mood Swings (feat. Lil Tjay),Pop Smoke,1609220,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
26,Blinding Lights,The Weeknd,1530759,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
27,Alane,Robin Schulz,1526986,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI
28,Watermelon Sugar,Harry Styles,1518194,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
29,Lonely,Tujamo,1480483,https://open.spotify.com/track/5LOJdJPzuevskkoAtLj8hb
30,Andere Welt,Capital Bra,1471084,https://open.spotify.com/track/5PAAUJTKLT0nCmHUlLdPXb
31,Tilidin Weg,Bonez MC,1421461,https://open.spotify.com/track/1g3J9W88hTG173ySZR6E9S
32,GREECE (feat. Drake),DJ Khaled,1373843,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
33,Take You Dancing,Jason Derulo,1347573,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
34,Come & Go (with Marshmello),Juice WRLD,1328649,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
35,Fame,Apache 207,1324464,https://open.spotify.com/track/0QjjaCaXE45mvhCnV3C0TA
36,T.H.A.L,badmómzjay,1311725,https://open.spotify.com/track/73GjtcmkMfHirKnxotxW1Y
37,Roller,Apache 207,1297805,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
38,Laugh Now Cry Later (feat. Lil Durk),Drake,1284297,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
39,Hinsetzen Anschnallen,Celo & Abdi,1284090,https://open.spotify.com/track/5fDwrck2dAG0t3SXAgg7G4
40,Sinne,Sarhad,1280216,https://open.spotify.com/track/1XTUu81IEyoi5nU5H6Bf3H
41,Playlist,Ufo361,1276427,https://open.spotify.com/track/1mfMAQJWZ9K4vKOahwkYQ3
42,Sie ruft,Apache 207,1234755,https://open.spotify.com/track/4CyCHkhRsDXUeP5K4Y3xjU
43,Breaking Me,Topic,1220291,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
44,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1217101,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
45,Zu Besuch,CÉLINE,1213126,https://open.spotify.com/track/6Z6iC97O3st91svnhCZoB4
46,WEISSER RAUCH,FOURTY,1203571,https://open.spotify.com/track/6bRR9tU3WUBsC4aywSgHEO
47,Roses - Imanbek Remix,SAINt JHN,1202762,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
48,AF1,Elias,1198883,https://open.spotify.com/track/7uCpwrRNkm6ncwAWByIzW9
49,XXL,Miksu / Macloud,1183869,https://open.spotify.com/track/0p3euGPg5LgFeQGC7bBFuR
50,Ma Bae,Dardan,1166022,https://open.spotify.com/track/3G67H7EzEhwITQn1gPuPwA
51,DROPTOP,KALIM,1128867,https://open.spotify.com/track/0WPZwf3pjfWDcc2TXRlMSY
52,fastlane,Jamule,1112667,https://open.spotify.com/track/7xvofve6KAoCIsqVVxH20J
53,you broke me first,Tate McRae,1079483,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
54,Lebst du noch,Samra,1069273,https://open.spotify.com/track/2P3kqNIRm9q2VkuQXUPUXH
55,Übermorgen,Mark Forster,1067353,https://open.spotify.com/track/1NP7bzm8UksJUWXsuFoOwE
56,Morning Sun,Shindy,1048745,https://open.spotify.com/track/1NcVOQ0fu8erZf2XkQuAEB
57,Paradise,VIZE,1028776,https://open.spotify.com/track/2qpZjutAe3pstQsjwSXQb4
58,13,Jamule,1014003,https://open.spotify.com/track/2YnUB2mFDQRZSFzo73UNxd
59,Brother Louie,VIZE,997381,https://open.spotify.com/track/5ErkJCvcSmvQ7E7VM5JMnh
60,Boot,Apache 207,983175,https://open.spotify.com/track/12KENAKQY5JvAsRURN7TzB
61,Roadrunner,Bonez MC,979693,https://open.spotify.com/track/0BwO44CBPFWxAIO5ZbPf3N
62,24 Stunden,Samra,960687,https://open.spotify.com/track/7LCElzlYw3myTHvC2MQWve
63,Emotions 2.0,Ufo361,959257,https://open.spotify.com/track/3yZCjDTxzZxx1kll1sRjGc
64,Cooler Than Me,Lucky Luke,946098,https://open.spotify.com/track/525GY0mXYnxajolwgS8Eaz
65,Shit Changed,Ufo361,937580,https://open.spotify.com/track/3JDPPLA5oReVAkrEDcBllG
66,Big Body Benz,Bonez MC,926055,https://open.spotify.com/track/2WOJ7D52Ng3myrKlEf4Azj
67,NADA,NGEE,919737,https://open.spotify.com/track/79LSCoRUAcW8EadiKqd2AZ
68,Kings & Queens,Ava Max,914245,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
69,Dynamite,BTS,903292,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
70,What's Love Got to Do with It,Kygo,894654,https://open.spotify.com/track/3Be7CLdHZpyzsVijme39cW
71,Mars,Georg Stengel,891644,https://open.spotify.com/track/5iUveERei5JgBhqWlu3JIN
72,Tiefschwarz (feat. Samra),Kontra K,885850,https://open.spotify.com/track/7bDSLyTjZ1VjU5kPHTL3Ko
73,Some Say - Felix Jaehn Remix,Nea,874489,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
74,Dance Monkey,Tones And I,863083,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
75,POPSTAR (feat. Drake),DJ Khaled,851422,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
76,FLY,KC Rebell,845088,https://open.spotify.com/track/1WoM4mof0Nl1xPtwf6h6ow
77,Midnight Sky,Miley Cyrus,844592,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
78,Hypnotized,Purple Disco Machine,836760,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
79,Ich würd' lügen,KAYEF,836043,https://open.spotify.com/track/5B9CtjeguIO9LeOk8Xs1J3
80,Alien,Dennis Lloyd,833308,https://open.spotify.com/track/1Tqshmc0rnQPaIGJfRp2Da
81,International Criminal,KitschKrieg,827655,https://open.spotify.com/track/2ketPBZrMipLnqxQUpdOZn
82,No Therapy,Felix Jaehn,824260,https://open.spotify.com/track/7tUTCcqkMCnC9qLqbQeI0T
83,CHROME HEARTS,reezy,801856,https://open.spotify.com/track/2HRoorQkhGZn6GSjEjubu5
84,Hale-Bopp,Seeed,797928,https://open.spotify.com/track/72Z8ZjMvJIocWNiGwfpHx0
85,Malli,Kidda,795692,https://open.spotify.com/track/126jIHe1uzahC3EsuNvGrJ
