,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Harami,Samra,5884829,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug
2,Cherry Lady,Capital Bra,5313154,https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB
3,cOcO MAmA,Dardan,4332183,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
4,Affalterbach,Shindy,4280274,https://open.spotify.com/track/1L8LtC2s161XwY6YrtnQjw
5,Blackberry Sky,Eno,3934709,https://open.spotify.com/track/4cawYWrqMRz0T0hOIVxk6j
6,Wolke 10,MERO,3305247,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2
7,Puerto Rico,Fero47,3112682,https://open.spotify.com/track/0ypCvaP431mEM6znlVHNRP
8,Wir ticken,Capital Bra,2951774,https://open.spotify.com/track/1mdJ39D1lrR3aWIOhgeNaE
9,ICE,Shirin David,2928520,https://open.spotify.com/track/2YC4rnhpt0sTIUcrIRHZSQ
10,Alleen,KC Rebell,2731899,https://open.spotify.com/track/3UDsmMZsEMsvM82OcdqJWu
11,Mary,Bausa,2714282,https://open.spotify.com/track/6BZhkqUtaFJm57Hm5TTQSH
12,bad guy,Billie Eilish,2711407,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
13,Ya Salame,Luciano,2522475,https://open.spotify.com/track/0EDSU9JYeKABA14OcOuM7b
14,Pass auf wen du liebst,Ufo361,2385446,https://open.spotify.com/track/5NsCv3I7o0f6vSQScG01f1
15,Gib Ihm,Shirin David,2215846,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
16,Con Calma,Daddy Yankee,2079036,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
17,DNA,KC Rebell,2004138,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq
18,Don't Call Me Up,Mabel,1934878,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
