,name,ArtistID,MusicId0,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,000xQL6tZNLJzIrtIgxqSl
0,Josylvio,1wFoE1RwBMWoWkXcFrCgsx,001b8t3bYPfnabpjpfG1Y4
0,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,003VDDA7J3Xb2ZFlNx7nIZ
0,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,003eoIwxETJujVWmNFMoZy
0,The Killers,0C0XlULifJtAgn6ZNCW2eu,003vvx7Niy0yvhvHt4a68B
0,Jacin Trill,4hKoG9QvxsFDLIntc6tZ0g,006Q8ORZ9zPjf3IiO5evwX
0,あたらよ,2yRnjWtHzmDELwYaUiX0Yh,006u4CXVO2cusq08RrMElQ
0,Cardi B,4kYSro6naA4h99UJvo89HB,00B7TZ0Xawar6NZ00JFomN
0,Thalia,23wEWD21D4TPYiJugoXmYb,00EPIEnX1JFjff8sC6bccd
0,Kygo,23fqKkggKUBHNkbKtXEls4,00ETaeHUQ6lops3oWU1Wrt
0,KC Rebell,5p7mWeX4RlvqBCxylfiXdE,00IN4udXTO3vzkpBCz5Dmu
0,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,00JYHDGMCHtMnCw3iqBxkY
0,Eddy de Pretto,7rFugkk9ZvVB1zXHg8h0rj,00NRTjNn3CZPi2yzfqIXcX
0,Michele Morrone,03fLoIOO015incUitpfkad,00PesUdTmC3Y5xtZbZND0p
0,Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,00R0fEFZGb5hyTgF1nrRCq
0,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,00TVmX9spquyg0UKuN57l3
0,Hooligan Hefs,1VXE1xqGNlT9HG6TcjpQ9I,00V5Z1eYlNUdw5pSF8DxzC
0,Kaza,4MRRW42s9ymwa5zu4xTKJh,00WSG2jWrgq8Ln8lVLEkOr
0,PNL,3NH8t45zOTqzlZgBvZRjvB,00X2yv2vrtritPt2CZnUTZ
0,Samra,6h1s4i4XKIYv4ErDelLDN0,00XeFRxGrbMQoJPqVJSDjl
0,Lefa,25yJrwrn5I0EUdQEiTtNSO,00YUNap0MFncqzzuvwzUlS
0,Lil Kleine,3AlRiyjMywTVNzTcHbf9QT,00cGr3oLNjjESBJ3OQyyCE
0,Mister V,5qisLjDrKoHMI9zOK2hfzs,00cbRAOr6wTPE9WBMejhiM
0,3robi,51MxI9mWmRMPLK9eNlyQ7o,00eYAGQLxAu8DRmJmNlnXr
