,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,ドライフラワー,優里,2049001,https://open.spotify.com/track/7dH0dpi751EoguDDg3xx6J
2,Dynamite,BTS,1795517,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
3,夜に駆ける,YOASOBI,1752340,https://open.spotify.com/track/6MCjmGYlw6mQVWRFVgBRvB
4,勿忘,"Awesome City Club",1665898,https://open.spotify.com/track/0XZyF9lv6diMt4bxThOL0h
5,怪物,YOASOBI,1589354,https://open.spotify.com/track/06XQvnJb53SUYmlWIhUXUi
6,群青,YOASOBI,1555254,https://open.spotify.com/track/1zd35Y44Blc1CwwVbW3Qnk
7,"Take a picture",NiziU,1393198,https://open.spotify.com/track/0iEzzJ3zmNQqATy2MilumS
8,うっせぇわ,Ado,1271937,https://open.spotify.com/track/6EzZn96uOc9JsVGNRpx06n
9,Renegades,"ONE OK ROCK",1206723,https://open.spotify.com/track/29VVYrV5TVpGu0IfoTXlcw
10,"Film out",BTS,1186406,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
11,"Kaikai Kitan",Eve,1096627,https://open.spotify.com/track/6y4GYuZszeXNOXuBFsJlos
12,ハルジオン,YOASOBI,1093313,https://open.spotify.com/track/08YwAPnX8sygJUXG9rvhDv
13,"One Last Kiss","Hikaru Utada",1076831,https://open.spotify.com/track/5RhWszHMSKzb7KiXk4Ae0M
14,炎,LiSA,1074585,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn
15,虹,"Masaki Suda",1070508,https://open.spotify.com/track/7AIj86wFWqm7X1TZ2hzHwS
16,アンコール,YOASOBI,1058571,https://open.spotify.com/track/465JzFiajJO59sUrDFsxdC
17,"Poppin' Shakin'",NiziU,1043296,https://open.spotify.com/track/0jfFu1W96AlrsMqXSZZlSt
18,"Make you happy",NiziU,1032612,https://open.spotify.com/track/1LnJVIG1BaHTRznuOgR0yc
19,"Stand by me, Stand by you.",HIRAIDAI,1028689,https://open.spotify.com/track/7DyS11kB1YNrfDzQqtjmTh
20,"Bluma to Lunch","BLOOM VASE",1014927,https://open.spotify.com/track/3EYWY7XBj1BkCKX3R3hoZk
21,ハルカ,YOASOBI,1013154,https://open.spotify.com/track/5D9MPWdY2hjSeTIGE5n5kv
22,春を告げる,yama,1011730,https://open.spotify.com/track/2Gmyw5Vg2X5YW2lM3OC7nD
23,桜が降る夜は,Aimyon,1004521,https://open.spotify.com/track/1iEsGutpDvMJG0zYqoKKmQ
24,魔法の絨毯,"Takaya Kawasaki",979591,https://open.spotify.com/track/37IPQgBkvbmH9JR5mlY6a8
25,napori,Vaundy,955119,https://open.spotify.com/track/5Ym4egUmT9wHEvZM2anGG8
26,ギラギラ,Ado,948813,https://open.spotify.com/track/7D7GCO3CtDT1WDcj2W5VDV
27,裸の心,Aimyon,948365,https://open.spotify.com/track/4Jv7U0JJpbQnOrjtDwDZTZ
28,"Step and a step",NiziU,936054,https://open.spotify.com/track/5DgAgJbHcm74RyA9YKj6k1
29,かくれんぼ,優里,930994,https://open.spotify.com/track/0JTjZnuciQH4M3620aMDtZ
30,たぶん,YOASOBI,903066,https://open.spotify.com/track/398dL22bDbKbAmiOnPaq7o
31,"猫 〜THE FIRST TAKE ver.〜",DISH//,882176,https://open.spotify.com/track/25BJRpLBe3i6d8okphoRAm
32,Pretender,"Official HIGE DANdism",873676,https://open.spotify.com/track/15HNdxGKNCIO9pgaY4n7FU
33,猫,DISH//,866233,https://open.spotify.com/track/6sIx7Cn37DGEhjy9hBP8Gx
34,不可幸力,Vaundy,863759,https://open.spotify.com/track/18nkY3pJTub8WwEGiQAGh4
35,白日,"King Gnu",848976,https://open.spotify.com/track/172fMG26G2OoEzzg0wn26r
36,115万キロのフィルム,"Official HIGE DANdism",845136,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7
37,"Walking with you",Novelbright,820662,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd
38,感電,"Kenshi Yonezu",818375,https://open.spotify.com/track/6H0PLsSYMzDOqhLgyOlzIj
39,"I Love...","Official HIGE DANdism",804915,https://open.spotify.com/track/4pRqq3MwcqitKqNO8rOrOb
40,紅蓮華,LiSA,775420,https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre
41,点描の唄,"Mrs. GREEN APPLE",741297,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV
42,"snow jam",Rin音,741256,https://open.spotify.com/track/6uUtmCz8XXep7n1QmC1jJG
43,恋人ごっこ,"Macaroni Empitsu",725225,https://open.spotify.com/track/2SihT7AVMiI2VtaAyVIcnO
44,ただ君に晴れ,ヨルシカ,721525,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz
45,silent,"SEKAI NO OWARI",720282,https://open.spotify.com/track/6c5k0VC9TBzlcKwtjpzFW2
46,マリーゴールド,Aimyon,719540,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7
47,正しくなれない,ZUTOMAYO,719168,https://open.spotify.com/track/2FHexlZenTsS3lsjUYHiDx
48,"Stay Gold",BTS,718598,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
49,香水,Eito,674595,https://open.spotify.com/track/786dSB84yrSaICJwCT7VxP
50,"Life Goes On",BTS,585759,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
51,インフェルノ,"Mrs. GREEN APPLE",551352,https://open.spotify.com/track/2vOAHp8PBBFYqvQUWSoITY
52,ツキミソウ,Novelbright,526926,https://open.spotify.com/track/0UWTRBGWfOp709f6rxd63R
53,ピーターパン,優里,526110,https://open.spotify.com/track/0Ic9yiyHCoRCSvPoqTagat
54,あの夢をなぞって,YOASOBI,481214,https://open.spotify.com/track/5ptl2PXkiSth54HCuGO7vN
55,優しい彗星,YOASOBI,469684,https://open.spotify.com/track/19fhOFi6pNGeZe5uiFlm7c
