,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,ドライフラワー,優里,2233300,https://open.spotify.com/track/7dH0dpi751EoguDDg3xx6J
2,Dynamite,BTS,1930124,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
3,夜に駆ける,YOASOBI,1915704,https://open.spotify.com/track/6MCjmGYlw6mQVWRFVgBRvB
4,勿忘,"Awesome City Club",1847440,https://open.spotify.com/track/0XZyF9lv6diMt4bxThOL0h
5,怪物,YOASOBI,1750052,https://open.spotify.com/track/06XQvnJb53SUYmlWIhUXUi
6,"Film out",BTS,1595894,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
7,群青,YOASOBI,1593161,https://open.spotify.com/track/1zd35Y44Blc1CwwVbW3Qnk
8,うっせぇわ,Ado,1437010,https://open.spotify.com/track/6EzZn96uOc9JsVGNRpx06n
9,"One Last Kiss","Hikaru Utada",1312333,https://open.spotify.com/track/5RhWszHMSKzb7KiXk4Ae0M
10,"Take a picture",NiziU,1273212,https://open.spotify.com/track/0iEzzJ3zmNQqATy2MilumS
11,"Kaikai Kitan",Eve,1226109,https://open.spotify.com/track/6y4GYuZszeXNOXuBFsJlos
12,炎,LiSA,1182348,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn
13,虹,"Masaki Suda",1179605,https://open.spotify.com/track/7AIj86wFWqm7X1TZ2hzHwS
14,ハルジオン,YOASOBI,1170209,https://open.spotify.com/track/08YwAPnX8sygJUXG9rvhDv
15,桜が降る夜は,Aimyon,1159928,https://open.spotify.com/track/1iEsGutpDvMJG0zYqoKKmQ
16,"Bluma to Lunch","BLOOM VASE",1139612,https://open.spotify.com/track/3EYWY7XBj1BkCKX3R3hoZk
17,アンコール,YOASOBI,1135980,https://open.spotify.com/track/465JzFiajJO59sUrDFsxdC
18,春を告げる,yama,1117246,https://open.spotify.com/track/2Gmyw5Vg2X5YW2lM3OC7nD
19,"Stand by me, Stand by you.",HIRAIDAI,1095198,https://open.spotify.com/track/7DyS11kB1YNrfDzQqtjmTh
20,"Make you happy",NiziU,1081332,https://open.spotify.com/track/1LnJVIG1BaHTRznuOgR0yc
21,ハルカ,YOASOBI,1075677,https://open.spotify.com/track/5D9MPWdY2hjSeTIGE5n5kv
22,魔法の絨毯,"Takaya Kawasaki",1071938,https://open.spotify.com/track/37IPQgBkvbmH9JR5mlY6a8
23,napori,Vaundy,1024151,https://open.spotify.com/track/5Ym4egUmT9wHEvZM2anGG8
24,裸の心,Aimyon,1017593,https://open.spotify.com/track/4Jv7U0JJpbQnOrjtDwDZTZ
25,かくれんぼ,優里,999026,https://open.spotify.com/track/0JTjZnuciQH4M3620aMDtZ
26,たぶん,YOASOBI,975441,https://open.spotify.com/track/398dL22bDbKbAmiOnPaq7o
27,"Step and a step",NiziU,965637,https://open.spotify.com/track/5DgAgJbHcm74RyA9YKj6k1
28,"猫 〜THE FIRST TAKE ver.〜",DISH//,940702,https://open.spotify.com/track/25BJRpLBe3i6d8okphoRAm
29,猫,DISH//,927386,https://open.spotify.com/track/6sIx7Cn37DGEhjy9hBP8Gx
30,不可幸力,Vaundy,906479,https://open.spotify.com/track/18nkY3pJTub8WwEGiQAGh4
31,Pretender,"Official HIGE DANdism",889318,https://open.spotify.com/track/15HNdxGKNCIO9pgaY4n7FU
32,115万キロのフィルム,"Official HIGE DANdism",882178,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7
33,白日,"King Gnu",875538,https://open.spotify.com/track/172fMG26G2OoEzzg0wn26r
34,正しくなれない,ZUTOMAYO,867874,https://open.spotify.com/track/2FHexlZenTsS3lsjUYHiDx
35,"Walking with you",Novelbright,861732,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd
36,感電,"Kenshi Yonezu",854760,https://open.spotify.com/track/6H0PLsSYMzDOqhLgyOlzIj
37,"I Love...","Official HIGE DANdism",846396,https://open.spotify.com/track/4pRqq3MwcqitKqNO8rOrOb
38,紅蓮華,LiSA,814121,https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre
39,"snow jam",Rin音,812061,https://open.spotify.com/track/6uUtmCz8XXep7n1QmC1jJG
40,silent,"SEKAI NO OWARI",791021,https://open.spotify.com/track/6c5k0VC9TBzlcKwtjpzFW2
41,点描の唄,"Mrs. GREEN APPLE",762330,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV
42,ただ君に晴れ,ヨルシカ,758840,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz
43,"Life Goes On",BTS,758362,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
44,"Stay Gold",BTS,750236,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
45,恋人ごっこ,"Macaroni Empitsu",743888,https://open.spotify.com/track/2SihT7AVMiI2VtaAyVIcnO
