,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mood (feat. iann dior)",24kGoldn,1393733,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,positions,"Ariana Grande",1332022,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
3,"Head & Heart (feat. MNEK)","Joel Corry",1176114,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
4,"SO DONE","The Kid LAROI",1156049,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
5,"WITHOUT YOU","The Kid LAROI",1152369,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
6,"All I Want for Christmas Is You","Mariah Carey",1081886,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
7,"Therefore I Am","Billie Eilish",1064069,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
8,"What You Know Bout Love","Pop Smoke",1025550,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
9,Whoopty,CJ,979754,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
10,"Levitating (feat. DaBaby)","Dua Lipa",970066,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
11,"Blinding Lights","The Weeknd",967686,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
12,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",933301,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
13,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",932655,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
14,"you broke me first","Tate McRae",924524,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
15,34+35,"Ariana Grande",909709,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
16,"WAP (feat. Megan Thee Stallion)","Cardi B",888619,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
17,"Holy (feat. Chance The Rapper)","Justin Bieber",853324,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
18,"Watermelon Sugar","Harry Styles",806040,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
19,"Last Christmas",Wham!,790937,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
20,"Prisoner (feat. Dua Lipa)","Miley Cyrus",788416,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
21,"Santa Tell Me","Ariana Grande",785328,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
22,"Take You Dancing","Jason Derulo",772458,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
23,"Put Your Records On","Ritt Momney",740101,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
24,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,735862,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
25,"It's Beginning to Look a Lot like Christmas","Michael Bublé",727038,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
26,"Dreams - 2004 Remaster","Fleetwood Mac",721119,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
27,"Roses - Imanbek Remix","SAINt JHN",715854,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
28,Dynamite,BTS,691471,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
29,"Breaking Me",Topic,690172,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
30,"Fly Away","Tones And I",681322,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76
31,"Lasting Lover",Sigala,675461,https://open.spotify.com/track/0DmAvNCAK08oCi7miSZUIY
32,Wonder,"Shawn Mendes",663363,https://open.spotify.com/track/6ZuahEctZD6w75peme58hm
33,HOLIDAY,"Lil Nas X",640192,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
34,"Someone You Loved","Lewis Capaldi",625599,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
35,"Lonely (with benny blanco)","Justin Bieber",622185,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
36,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",612424,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
37,"Don't Start Now","Dua Lipa",593031,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
38,"Paradise (feat. Dermot Kennedy)",MEDUZA,592110,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
39,"Dance Monkey","Tones And I",591637,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
40,"Savage Love (Laxed - Siren Beat)","Jawsh 685",588091,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
41,"SEND IT!","Hooligan Hefs",570319,https://open.spotify.com/track/3QcKhQwiyrQACTeb2pdi3u
42,"One Too Many","Keith Urban",559248,https://open.spotify.com/track/3X7H1FAiWAW937WvsFeMhe
43,"Midnight Sky","Miley Cyrus",558578,https://open.spotify.com/track/4i2qxFEVVUi8yOYoxB8TCX
44,"Before You Go","Lewis Capaldi",550798,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
45,Circles,"Post Malone",546276,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
46,"Some Say - Felix Jaehn Remix",Nea,543664,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
47,"Come & Go (with Marshmello)","Juice WRLD",533734,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
48,"Real Shit (with benny blanco)","Juice WRLD",522865,https://open.spotify.com/track/3uVPLtkmDu8pDkYEAVqbgS
49,"my ex's best friend (with blackbear)","Machine Gun Kelly",517137,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
