,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",2043986,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,"The Box","Roddy Ricch",1765849,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
3,"Don't Start Now","Dua Lipa",1669763,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
4,"Dance Monkey","Tones And I",1378683,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,Circles,"Post Malone",1286913,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,"Godzilla (feat. Juice WRLD)",Eminem,1284536,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
7,ROXANNE,"Arizona Zervas",1208085,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
8,"You should be sad",Halsey,1194221,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
9,"everything i wanted","Billie Eilish",1132893,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
10,"Before You Go","Lewis Capaldi",1130637,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
11,"Lose Control",MEDUZA,1096632,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
12,"Life Is Good (feat. Drake)",Future,1096151,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
13,"Never Seen the Rain","Tones And I",1085282,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
14,Intentions,"Justin Bieber",1081053,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN
15,"Adore You","Harry Styles",1070036,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
16,Falling,"Trevor Daniel",1069050,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
17,SUGAR,BROCKHAMPTON,1022010,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
