,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1886799,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Roses - Imanbek Remix","SAINt JHN",1387356,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
3,"Blinding Lights","The Weeknd",1274539,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,"Rain On Me (with Ariana Grande)","Lady Gaga",1115379,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
5,"Breaking Me",Topic,1045594,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
6,"Toosie Slide",Drake,1000138,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
7,"death bed (coffee for your head)",Powfu,972196,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
8,"Watermelon Sugar","Harry Styles",957012,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
9,Supalonely,BENEE,956971,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
10,"Break My Heart","Dua Lipa",924743,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
11,"Stuck with U (with Justin Bieber)","Ariana Grande",919288,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
12,"Don't Start Now","Dua Lipa",863568,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
13,"Party Girl",StaySolidRocky,847871,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
14,"Intentions (feat. Quavo)","Justin Bieber",839040,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
15,"Go Crazy","Chris Brown",787710,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
16,"ily (i love you baby) (feat. Emilee)","Surf Mesa",752523,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
17,"Blueberry Faygo","Lil Mosey",734649,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
18,"Be Kind (with Halsey)",Marshmello,732175,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
19,"Sunday Best",Surfaces,717136,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
20,"Rover (feat. DTG)",S1mba,703306,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
21,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",698928,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
22,"Someone You Loved","Lewis Capaldi",698852,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
23,"This City","Sam Fischer",689506,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
24,"WHATS POPPIN","Jack Harlow",688664,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
25,"THE SCOTTS","THE SCOTTS",670165,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
26,"Pump It Up",Endor,654419,https://open.spotify.com/track/0GiwV6v3AgJfdu59tj719Y
27,"Before You Go","Lewis Capaldi",636158,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
