,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,positions,"Ariana Grande",1584287,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
2,"Mood (feat. iann dior)",24kGoldn,1466846,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,"Therefore I Am","Billie Eilish",1432023,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
4,"Head & Heart (feat. MNEK)","Joel Corry",1255972,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
5,"What You Know Bout Love","Pop Smoke",1182926,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
6,"SO DONE","The Kid LAROI",1138284,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
7,"Holy (feat. Chance The Rapper)","Justin Bieber",1059430,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
8,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1034800,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
9,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",1004229,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
10,"WAP (feat. Megan Thee Stallion)","Cardi B",997583,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
11,"Levitating (feat. DaBaby)","Dua Lipa",981570,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
12,"you broke me first","Tate McRae",972446,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
13,"Put Your Records On","Ritt Momney",885188,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
14,34+35,"Ariana Grande",850314,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
15,"Take You Dancing","Jason Derulo",841415,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
16,"Prisoner (feat. Dua Lipa)","Miley Cyrus",840944,https://open.spotify.com/track/5JqZ3oqF00jkT81foAFvqg
17,"Lonely (with benny blanco)","Justin Bieber",838934,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
18,"Watermelon Sugar","Harry Styles",829056,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
19,"Dreams - 2004 Remaster","Fleetwood Mac",765744,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
20,"Blinding Lights","The Weeknd",724568,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
21,Dynamite,BTS,720708,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
22,"Breaking Me",Topic,699641,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
23,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",693704,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
24,Wonder,"Shawn Mendes",685418,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
25,Whoopty,CJ,682142,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
26,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,652286,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
27,pov,"Ariana Grande",650644,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
28,"Savage Love (Laxed - Siren Beat)","Jawsh 685",641714,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
29,"Midnight Sky","Miley Cyrus",638022,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
30,"Come & Go (with Marshmello)","Juice WRLD",624751,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
31,"Lasting Lover",Sigala,623917,https://open.spotify.com/track/0DmAvNCAK08oCi7miSZUIY
32,"ALWAYS DO","The Kid LAROI",623234,https://open.spotify.com/track/3QCU8BT0zDS9LPVfEhRFEE
33,"Someone You Loved","Lewis Capaldi",602738,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
