,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams
0,Was du Liebe nennst,0.393,0.874,0.487,2.96e-05,0.0524,-8.154,1,0.0641,144.956,4,0.746,187069
1,Sag Nix,0.54,0.623,0.789,0.000656,0.1,-6.534,0,0.195,103.364,4,0.683,164119
2,rockstar,0.13,0.577,0.522,9.03e-05,0.142,-6.594,0,0.0984,159.772,4,0.119,137869
3,All I Want for Christmas Is You,0.164,0.336,0.627,0.0,0.0708,-7.463,1,0.0384,150.273,4,0.35,125511
4,Havana,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0,0.0312,104.992,4,0.418,114659
5,Last Christmas,0.189,0.735,0.478,2.48e-06,0.355,-12.472,1,0.0293,107.682,4,0.947,112426
6,Let You Down,0.33,0.659,0.716,0.0,0.173,-5.673,0,0.111,148.015,4,0.437,106205
7,Wolves,0.139,0.715,0.802,0.0,0.177,-4.647,0,0.0394,124.989,4,0.327,94367
8,Perfect,0.163,0.599,0.448,0.0,0.106,-6.312,1,0.0232,95.05,3,0.168,94326
9,Gjynah,0.00211,0.691,0.793,0.0,0.0668,-5.154,1,0.184,119.562,5,0.428,91176
10,Silence,0.256,0.52,0.761,4.96e-06,0.17,-3.093,1,0.0853,141.971,4,0.286,90945
11,Him & I,0.0534,0.589,0.731,0.0,0.308,-6.343,1,0.0868,87.908,4,0.191,84357
12,Dusk Till Dawn - Radio Edit,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0,0.039,180.043,4,0.0967,83764
13,Driving Home for Christmas,0.556,0.603,0.705,0.000123,0.342,-7.547,1,0.0328,90.12,4,0.89,81128
14,Merry Christmas Everyone - Remastered,0.128,0.541,0.909,0.0,0.128,-3.101,1,0.0358,203.862,4,0.962,75383
15,Feel It Still,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0,0.0504,79.028,4,0.754,74798
16,Perfect Duet (Ed Sheeran & Beyoncé),0.779,0.587,0.299,0.0,0.123,-7.365,1,0.0263,94.992,3,0.356,74746
17,Stargazing,0.152,0.677,0.497,0.0,0.0911,-5.763,1,0.0809,99.137,4,0.419,72427
18,What Lovers Do (feat. SZA),0.0786,0.795,0.615,2.98e-06,0.0855,-5.211,0,0.0671,110.009,4,0.393,72110
19,New Rules,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0,0.0694,116.073,4,0.608,71973
20,I Like Me Better,0.535,0.752,0.505,2.55e-06,0.104,-7.621,1,0.253,91.97,4,0.419,71455
21,Rooftop,0.25,0.741,0.706,0.0,0.0648,-6.763,1,0.137,82.032,4,0.582,71163
22,Primo,0.358,0.748,0.754,0.000189,0.138,-6.479,1,0.157,119.989,4,0.487,70669
23,Happy Xmas (War Is Over) - Remastered 2010,0.318,0.328,0.607,0.0,0.765,-11.076,1,0.0315,146.537,3,0.395,70242
24,,0.0534,0.678,0.659,0.0,0.553,-5.364,0,0.319,146.153,4,0.191,68132
25,Santa Tell Me,0.0464,0.464,0.63,0.0,0.295,-7.337,1,0.182,132.96,5,0.527,68074
26,Whatever It Takes,0.0429,0.675,0.649,0.0,0.128,-4.953,1,0.0315,134.955,4,0.537,66915
27,More Than You Know,0.034,0.644,0.743,0.0,0.257,-5.002,0,0.0355,123.074,4,0.544,66564
28,Wonderful Christmastime - Remastered 2011 / Edited Version,0.322,0.774,0.511,0.0,0.0672,-8.914,1,0.0319,94.736,4,0.771,62745
29,Man's Not Hot,0.11,0.895,0.885,4.04e-05,0.106,-4.182,1,0.268,134.973,4,0.633,61938
30,Too Good At Goodbyes,0.64,0.681,0.372,0.0,0.169,-8.237,1,0.0432,91.873,4,0.476,60556
31,It's Beginning to Look a Lot like Christmas,0.908,0.339,0.214,7.47e-06,0.341,-11.714,1,0.0375,94.775,3,0.363,60437
32,Hallelujah,0.454,0.322,0.377,0.0,0.338,-7.385,0,0.0356,118.669,4,0.366,58751
33,Kogong,0.177,0.684,0.536,0.000269,0.116,-9.14,1,0.0466,129.883,4,0.468,58586
34,Gucci Gang,0.239,0.936,0.523,0.0,0.117,-6.71,1,0.0597,119.889,4,0.699,57246
35,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,56996
36,Échame La Culpa,0.0322,0.724,0.895,0.0,0.097,-3.617,1,0.0411,96.022,4,0.64,54220
37,Thank God It's Christmas - Non-Album Single,0.214,0.296,0.421,0.0,0.232,-8.891,1,0.0285,83.425,5,0.335,53509
38,I Believe I'm Fine,0.271,0.711,0.747,0.0,0.328,-6.165,0,0.061,100.01,4,0.572,52833
39,Katchi - Ofenbach vs. Nick Waterhouse,0.0261,0.837,0.793,9.04e-05,0.0743,-5.048,0,0.0567,124.988,4,0.87,52079
40,Lonely Together (feat. Rita Ora),0.134,0.655,0.666,2.12e-05,0.0683,-5.309,1,0.0612,102.977,4,0.272,51918
41,Thunder,0.00683,0.6,0.81,0.21,0.155,-4.749,1,0.0479,167.88,4,0.298,50714
42,Columbo,0.14,0.864,0.644,0.000461,0.119,-6.184,0,0.0293,114.998,4,0.942,49517
43,Senorita,0.0141,0.821,0.75,0.0,0.0285,-6.856,1,0.17,98.071,4,0.709,49091
44,Jingle Bell Rock - Daryl's Version,0.613,0.666,0.841,0.0,0.113,-3.592,1,0.0312,128.706,4,0.84,48335
45,Glorious (feat. Skylar Grey),0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0,0.0522,139.994,4,0.356,46486
46,1 Schuss,0.274,0.646,0.481,1.48e-05,0.302,-6.315,1,0.276,78.384,4,0.108,46409
47,,0.294,0.727,0.757,0.0,0.115,-5.785,1,0.14,150.002,3,0.647,45487
48,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,45280
49,Christmas Time,0.453,0.505,0.443,0.0,0.0647,-8.649,1,0.0249,76.874,4,0.38,43963
50,"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.0393,0.659,0.717,0.0,0.0769,-4.202,1,0.0581,103.036,4,0.71,42345
51,Wonderful Dream (Holidays Are Coming) - Radio Version,0.114,0.578,0.676,0.0,0.255,-5.478,1,0.033,149.965,4,0.524,40092
52,Butterflies,0.0133,0.631,0.793,0.0,0.109,-4.606,0,0.0503,130.055,4,0.376,39744
53,Kleiner Cabrón,0.112,0.719,0.676,0.0,0.175,-7.453,0,0.15,128.071,4,0.344,39654
54,AMG2,0.268,0.713,0.781,0.0,0.0964,-4.427,0,0.16,99.027,4,0.646,39635
55,Christmas Lights,0.131,0.312,0.418,0.000679,0.0836,-9.146,1,0.0296,130.795,4,0.237,39067
56,My Only Wish (This Year),0.171,0.665,0.844,0.0,0.225,-3.777,1,0.0273,147.073,4,0.665,38760
57,,0.0401,0.558,0.941,3.09e-06,0.344,-4.731,1,0.347,93.027,4,0.508,38682
58,,0.121,0.452,0.685,0.0,0.127,-7.143,0,0.336,85.718,4,0.673,38350
59,Friends (with BloodPop®),0.00459,0.744,0.739,0.0,0.306,-5.35,1,0.0387,104.99,4,0.649,37702
60,Without You (feat. Sandro Cavazza),0.00179,0.652,0.855,0.0,0.0404,-4.832,1,0.0441,134.009,4,0.279,36920
61,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0.00413,0.653,0.718,0.0,0.0537,-5.232,0,0.213,82.034,4,0.216,36765
62,I Fall Apart,0.0689,0.556,0.538,0.0,0.196,-5.408,0,0.0382,143.95,4,0.291,36722
63,Ohne mein Team,0.16,0.766,0.8,1.6e-05,0.0744,-6.062,0,0.0938,129.999,4,0.635,36559
64,So Far Away (feat. Jamie Scott & Romy Dya),0.435,0.526,0.52,0.0,0.197,-7.985,0,0.0569,149.119,4,0.13,36355
65,Do They Know It's Christmas? - 1984 Version,0.164,0.599,0.642,3.33e-05,0.0992,-6.936,1,0.0363,115.412,4,0.349,36143
66,Meant to Be (feat. Florida Georgia Line),0.047,0.643,0.783,0.0,0.083,-6.458,1,0.0856,154.084,4,0.579,35532
67,Underneath the Tree,0.0013,0.509,0.812,1.99e-05,0.214,-5.438,1,0.0537,159.876,4,0.689,35179
68,Feliz Navidad,0.534,0.485,0.857,0.0,0.347,-7.059,1,0.0442,148.749,4,0.963,34996
69,Mi Gente,0.0148,0.543,0.677,6.21e-06,0.13,-4.915,0,0.0993,103.809,4,0.294,34639
70,White Christmas (with Shania Twain),0.469,0.628,0.484,1.23e-05,0.126,-7.588,1,0.0319,63.476,4,0.642,33831
71,,0.0984,0.426,0.722,0.0,0.117,-5.112,1,0.388,93.014,4,0.393,33767
72,Congratulations,0.215,0.63,0.804,0.0,0.253,-4.183,1,0.0363,123.146,4,0.492,33283
73,Andere Liga,0.193,0.442,0.766,1.48e-05,0.098,-5.705,0,0.176,96.889,4,0.171,33017
74,Your Song,0.158,0.855,0.624,0.0,0.0513,-4.093,1,0.0488,117.959,4,0.962,32766
75,XO Tour Llif3,0.00264,0.732,0.75,0.0,0.109,-6.366,0,0.231,155.096,4,0.401,32693
76,Feel Good,0.101,0.706,0.913,0.00029,0.123,-3.892,1,0.0394,125.952,4,0.674,32478
77,Candy Paint,0.633,0.765,0.688,0.0,0.0734,-5.566,1,0.0841,90.013,4,0.434,32359
78,Monica Bellucci,0.534,0.679,0.605,0.0881,0.192,-10.004,0,0.265,194.071,4,0.488,32332
79,Bon Voyage,0.0695,0.792,0.728,0.0,0.143,-5.449,1,0.12,116.938,4,0.676,32193
80,Anywhere,0.0364,0.628,0.797,0.0,0.104,-3.953,0,0.0596,106.93,4,0.321,32153
81,OK,0.118,0.653,0.81,0.0,0.126,-6.032,0,0.0558,121.951,4,0.583,31984
82,Tip Toe (feat. French Montana),0.0233,0.845,0.709,0.0,0.094,-4.547,0,0.0714,98.062,4,0.62,31953
83,Zieh' den Rucksack aus,0.217,0.805,0.793,0.0,0.0827,-4.78,0,0.147,108.057,4,0.629,31842
84,I'll Be Home,0.303,0.514,0.362,9.3e-06,0.104,-7.758,1,0.0263,84.767,4,0.301,31595
85,How Long,0.189,0.849,0.581,3.61e-06,0.0805,-5.243,0,0.0767,110.008,4,0.779,31328
86,Something Just Like This,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0,0.0317,103.019,4,0.446,31287
87,Do They Know It's Christmas? - 2014,0.352,0.626,0.541,0.0,0.119,-7.615,1,0.0308,112.001,4,0.255,31097
88,Young Dumb & Broke,0.199,0.799,0.539,1.66e-05,0.165,-6.351,1,0.0421,136.948,4,0.394,30523
89,Doggy,0.124,0.813,0.698,2.55e-05,0.073,-6.845,1,0.0716,112.076,4,0.652,30417
90,I Miss You (feat. Julia Michaels),0.245,0.638,0.658,3.77e-06,0.0919,-6.318,1,0.0456,105.076,4,0.33,29941
91,,0.0941,0.714,0.779,0.0,0.167,-7.078,0,0.333,141.983,4,0.458,29814
92,I Help You Hate Me,0.000276,0.626,0.653,0.0,0.4,-5.481,1,0.0293,102.998,4,0.491,29686
93,Kontrollieren,0.52,0.723,0.936,5.57e-05,0.0617,-5.16,1,0.228,132.008,4,0.364,29676
94,Olé Olé,0.422,0.918,0.805,0.00054,0.103,-6.268,0,0.155,120.008,4,0.528,29513
95,,0.201,0.442,0.885,0.0,0.27,-4.908,1,0.336,84.936,4,0.651,29449
96,Believer,0.0524,0.779,0.787,0.0,0.14,-4.305,0,0.108,124.982,4,0.708,29288
97,What About Us,0.0281,0.491,0.588,2.01e-06,0.0906,-6.177,1,0.0506,113.608,4,0.193,29238
98,Mon chéri,0.0377,0.512,0.719,0.0,0.312,-5.464,0,0.0553,106.948,4,0.146,28713
99,Heute mit mir,0.324,0.831,0.843,2.37e-05,0.0777,-4.7,0,0.0441,117.053,4,0.823,28596
100,Bros,0.123,0.868,0.626,1.38e-05,0.0721,-7.866,1,0.0448,150.014,4,0.735,28542
101,Summer Air,0.0635,0.755,0.751,0.0,0.0812,-4.034,1,0.0748,102.002,4,0.491,28375
102,"Merry Christmas, Happy Holidays",0.104,0.643,0.939,0.0,0.881,-3.967,1,0.0463,104.999,4,0.756,28327
103,1-800-273-8255,0.569,0.62,0.574,0.0,0.19,-7.788,0,0.0479,100.023,4,0.357,28295
104,The Best Side Of Life,0.568,0.631,0.634,0.0,0.124,-5.202,1,0.0326,90.947,4,0.569,28000
105,Solo Dance,0.0435,0.744,0.836,0.0,0.194,-2.396,0,0.0507,114.965,4,0.36,27967
106,O Holy Night,0.934,0.386,0.228,3.86e-06,0.103,-9.848,1,0.0305,101.051,3,0.239,27898
107,Attention,0.0969,0.774,0.626,3.12e-05,0.0848,-4.432,0,0.0432,100.041,4,0.777,27533
108,,0.174,0.396,0.512,0.0,0.081,-6.62,0,0.251,179.336,4,0.113,27522
109,Mama,0.091,0.739,0.792,0.0,0.0516,-4.256,0,0.0418,104.016,4,0.547,27455
110,Gotham City,0.234,0.803,0.857,0.00202,0.59,-5.09,0,0.0626,136.012,4,0.691,26856
111,Never Be the Same,0.145,0.643,0.709,0.000449,0.115,-4.343,1,0.0733,129.961,4,0.264,26364
