,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",1717004,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",1660844,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Circles,"Post Malone",1510321,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,"Don't Start Now","Dua Lipa",1471138,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
5,Memories,"Maroon 5",1234968,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
6,Falling,"Trevor Daniel",1204196,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
7,"Blinding Lights","The Weeknd",1161543,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
8,"Ride It",Regard,1148087,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
9,"Adore You","Harry Styles",1121704,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
10,"Never Seen the Rain","Tones And I",1050059,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
11,"everything i wanted","Billie Eilish",1025966,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
12,"Lose Control",MEDUZA,999596,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
13,"Before You Go","Lewis Capaldi",894148,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
14,"My Oh My (feat. DaBaby)","Camila Cabello",877105,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
15,"hot girl bummer",blackbear,874765,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
16,"Watermelon Sugar","Harry Styles",870503,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
17,"Someone You Loved","Lewis Capaldi",838861,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
18,"bad guy","Billie Eilish",814363,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
19,Señorita,"Shawn Mendes",765122,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
20,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",746230,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
21,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",733543,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
22,"Lose You To Love Me","Selena Gomez",730691,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
23,"10,000 Hours (with Justin Bieber)","Dan + Shay",727024,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
24,Trampoline,SHAED,686552,https://open.spotify.com/track/4HBvwhhYo7YiYXkUDrOHzS
25,"Rushing Back",Flume,686549,https://open.spotify.com/track/2zoNNEAyPK2OGDfajardlY
26,"Beautiful People (feat. Khalid)","Ed Sheeran",675432,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
27,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,667458,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
28,Heartless,"The Weeknd",642306,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
29,Glitter,BENEE,632114,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY
30,"One Thing Right",Marshmello,622825,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
31,"I Don't Care (with Justin Bieber)","Ed Sheeran",609018,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
32,"Piece Of Your Heart",MEDUZA,588446,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
33,"No Idea","Don Toliver",578569,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
34,"Yellow Hearts","Ant Saunders",575857,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
