,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blinding Lights","The Weeknd",1995963,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,"Don't Start Now","Dua Lipa",1633365,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
3,"Intentions (feat. Quavo)","Justin Bieber",1572561,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
4,"The Box","Roddy Ricch",1492552,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
5,"Say So","Doja Cat",1329367,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
6,"You should be sad",Halsey,1193186,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
7,"Dance Monkey","Tones And I",1166000,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,Circles,"Post Malone",1152288,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
9,ROXANNE,"Arizona Zervas",1100591,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
10,"Adore You","Harry Styles",1095837,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
11,"Sunday Best",Surfaces,1019926,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
12,"Before You Go","Lewis Capaldi",1008016,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
13,"Godzilla (feat. Juice WRLD)",Eminem,998380,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
14,"Lose Control",MEDUZA,991513,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
15,Falling,"Trevor Daniel",952830,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
16,"death bed (coffee for your head)",Powfu,951329,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
17,"Never Seen the Rain","Tones And I",945468,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
18,"Stupid Love","Lady Gaga",914490,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
19,"Blueberry Faygo","Lil Mosey",897656,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
20,"everything i wanted","Billie Eilish",843690,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
21,Memories,"Maroon 5",840860,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
22,"To Die For","Sam Smith",819647,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
23,"Roses - Imanbek Remix","SAINt JHN",813774,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
24,"Ride It",Regard,812886,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
25,"No Time To Die","Billie Eilish",811846,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
26,Glitter,BENEE,809690,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY
27,SUGAR,BROCKHAMPTON,809126,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
28,"Life Is Good (feat. Drake)",Future,798113,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
29,Physical,"Dua Lipa",793683,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
30,"Someone You Loved","Lewis Capaldi",787933,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,"Rushing Back",Flume,782171,https://open.spotify.com/track/2zoNNEAyPK2OGDfajardlY
32,"What A Man Gotta Do","Jonas Brothers",713102,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
33,"My Oh My (feat. DaBaby)","Camila Cabello",709647,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
34,"Live In Life","The Rubens",703478,https://open.spotify.com/track/5zpGxLGLxQvgQzO8jYTzAU
35,"After Hours","The Weeknd",701855,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
36,"Moral of the Story",Ashe,693832,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
37,"bad guy","Billie Eilish",685069,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
38,"Purple Hat","Sofi Tukker",680222,https://open.spotify.com/track/6WiGRFQfx2qw49MA7OeDYK
39,Yummy,"Justin Bieber",677231,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
40,"Know Your Worth",Khalid,644891,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
41,Maniac,"Conan Gray",621679,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
42,"Post Malone (feat. RANI)","Sam Feldt",602666,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
43,"CITY OF ANGELS",24kGoldn,582854,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
44,"Pump It Up",Endor,570701,https://open.spotify.com/track/0GiwV6v3AgJfdu59tj719Y
45,"What If I Told You That I Love You","Ali Gatie",570260,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
46,"The Other Side (from Trolls World Tour)",SZA,553151,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
47,"Turn Me On (feat. Vula)",Riton,552628,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9
48,"Forever (feat. Post Malone & Clever)","Justin Bieber",539912,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
49,"I Don't Care (with Justin Bieber)","Ed Sheeran",531233,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
50,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",515784,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
51,"10,000 Hours (with Justin Bieber)","Dan + Shay",495778,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
52,"High Fashion (feat. Mustard)","Roddy Ricch",487940,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
53,Supalonely,BENEE,474340,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
54,"Trampoline (with ZAYN)",SHAED,466782,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
55,Señorita,"Shawn Mendes",454273,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
56,"Watermelon Sugar","Harry Styles",445998,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
