,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1982690,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Roses - Imanbek Remix","SAINt JHN",1497369,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
3,"Rain On Me (with Ariana Grande)","Lady Gaga",1452540,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu
4,"Blinding Lights","The Weeknd",1422012,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
5,"Stuck with U (with Justin Bieber)","Ariana Grande",1126688,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
6,"death bed (coffee for your head)",Powfu,1116521,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
7,"Toosie Slide",Drake,1084211,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
8,Supalonely,BENEE,1022614,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
9,"Break My Heart","Dua Lipa",1020182,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
10,"THE SCOTTS","THE SCOTTS",934303,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
11,"Don't Start Now","Dua Lipa",921775,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
12,"Intentions (feat. Quavo)","Justin Bieber",886434,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
13,"ily (i love you baby) (feat. Emilee)","Surf Mesa",826839,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
14,"Watermelon Sugar","Harry Styles",824806,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
15,"Breaking Me",Topic,808734,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
16,"Blueberry Faygo","Lil Mosey",797343,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
17,"Be Kind (with Halsey)",Marshmello,795406,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
18,"Sunday Best",Surfaces,789312,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
19,"Boss Bitch","Doja Cat",764295,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
20,GOOBA,6ix9ine,759584,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
21,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",752185,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
