,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mood (feat. iann dior)",24kGoldn,1275969,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,"The Business",Tiësto,1254917,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
3,"Lonely (with benny blanco)","Justin Bieber",1249082,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
4,"Head & Heart (feat. MNEK)","Joel Corry",1132922,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
5,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1078508,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
6,positions,"Ariana Grande",1075264,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
7,"Het Leven Is Een Trip",Josylvio,964420,https://open.spotify.com/track/5jOQ0W7YhM9FCtwCd1bNp8
8,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",957233,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
9,"Holy (feat. Chance The Rapper)","Justin Bieber",944253,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
10,"Therefore I Am","Billie Eilish",902464,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
11,"Door De Wind","Miss Montreal",877667,https://open.spotify.com/track/3h7NZT1CATbn4GqUs51vwf
12,Scooter,"Yssi SB",872227,https://open.spotify.com/track/4eWeOwo0TB0vkdrUhy4zbM
13,"In De Schuur",Snelle,861098,https://open.spotify.com/track/0NuAnAqjZjuGtcWXJOxUyl
14,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,839706,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
15,"you broke me first","Tate McRae",824911,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
16,"Jerusalema (feat. Nomcebo Zikode)","Master KG",808459,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
17,"Dansen Aan De Gracht",Dopebwoy,782604,https://open.spotify.com/track/294vYKqEypCShc8VjoPW3i
18,"De Overkant","Suzan & Freek",772320,https://open.spotify.com/track/4afGO0WTInDhK2C3dolz8z
19,"Far Away From Home (feat. Leony)","Sam Feldt",733572,https://open.spotify.com/track/0Y9qJSwdV2LvPnFmAbNIc8
20,"What You Know Bout Love","Pop Smoke",731793,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
21,"Take You Dancing","Jason Derulo",717870,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
22,"Someone To You",BANNERS,717313,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
23,"All I Want for Christmas Is You","Mariah Carey",716897,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
24,"Más Más Más","Rolf Sanchez",692503,https://open.spotify.com/track/32Q0JiYuVr2mcxfRIPyEBS
25,"Als Ik Je Niet Zie",Kevin,680305,https://open.spotify.com/track/3WPORcLSNGsSUsIJejEFpJ
26,Wonder,"Shawn Mendes",679170,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
27,Dynamite,BTS,678742,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
28,"Nu Wij Niet Meer Praten","Jaap Reesema",641372,https://open.spotify.com/track/13UfB1tm7QYrhtW8FhPYmW
29,"Prisoner (feat. Dua Lipa)","Miley Cyrus",589671,https://open.spotify.com/track/5JqZ3oqF00jkT81foAFvqg
30,"Levitating (feat. DaBaby)","Dua Lipa",585841,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
31,"Tick Tock (feat. 24kGoldn)","Clean Bandit",584670,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
32,"Midnight Sky","Miley Cyrus",577864,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
33,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",573241,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
34,"Last Christmas",Wham!,571995,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
35,"Beautiful Life",Kevin,566984,https://open.spotify.com/track/3AWIN4dbjAUAg8kreLw2ej
36,"Hawái - Remix",Maluma,531714,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
37,"Amiri Jeans","Philly Moré",523539,https://open.spotify.com/track/0IS34pxJiRrnCTw2uDy8dJ
38,"Let's Love","David Guetta",501847,https://open.spotify.com/track/6lhZLbb0czULpjb2kFryPS
39,"De Echte Vent",Racoon,497981,https://open.spotify.com/track/01MCHGtGZHtYVeVUNqgMbC
40,"Santa Tell Me","Ariana Grande",495486,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
41,"Put Your Records On","Ritt Momney",492970,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
42,Donderdag,"Kris Kross Amsterdam",491398,https://open.spotify.com/track/3uT4d8m0FfQRouoav48ra6
43,"Roller Coaster","Danny Vera",489169,https://open.spotify.com/track/1z2HAz6JcwfGHKMSgKEA3D
44,"Ik Kom Je Halen",Kevin,483863,https://open.spotify.com/track/7z62lsIQfAmRoTzN2giTkS
45,"Save Your Tears","The Weeknd",482628,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
46,"Don't Leave Me Now","Lost Frequencies",474229,https://open.spotify.com/track/1cFRiDWuGghvnmMvAsQ2m4
47,"Blinding Lights","The Weeknd",471369,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
48,Whoopty,CJ,461801,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
49,"Daar Met Jou",KA,454992,https://open.spotify.com/track/6c0cBnHPJHdiCVrrF4Mauz
50,"Train Wreck","James Arthur",445723,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
51,"Paradise (feat. Dermot Kennedy)",MEDUZA,431303,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
52,"Vakantie (with Jonna Fraser)",Dopebwoy,425084,https://open.spotify.com/track/2sE0IOF0pCl7hd4pi5QpgI
53,"Kings & Queens","Ava Max",423506,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI
54,"Watermelon Sugar","Harry Styles",410869,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
55,Diamonds,"Sam Smith",387656,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS
56,Papa,"Suzan & Freek",374981,https://open.spotify.com/track/2m9KUW33lkjUji0oDCPIHl
57,"It's Beginning to Look a Lot like Christmas","Michael Bublé",373846,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
58,Golden,"Harry Styles",369723,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
