,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",2957439,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
2,HUTS,"The Blockparty",2440410,https://open.spotify.com/track/0UMaqPntFC8dFOc7p3Iefj
3,"thank u, next","Ariana Grande",1774058,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,Speciaal,Frenna,1763613,https://open.spotify.com/track/33lRqBuJadiYa1Z3p1Zrc3
5,Culo,Bizzey,1663710,https://open.spotify.com/track/442ctQ3OBBk8aMo3Ma3wRX
6,"Verleden Tijd",Frenna,1512519,https://open.spotify.com/track/4kuexchmxuc5NXmokfo1WH
7,"Sweet but Psycho","Ava Max",1433697,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
8,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1343691,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
9,SLIDE,Caza,1269002,https://open.spotify.com/track/0cvgns9yWdycXStdjLzoZT
10,Voorbij,Josylvio,1203577,https://open.spotify.com/track/4nQnGxDEOBy5PUihTPSdIZ
11,"Be Alright","Dean Lewis",1115818,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
12,"Let You Love Me","Rita Ora",1007709,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
13,Shallow,"Lady Gaga",992616,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
14,Happier,Marshmello,990965,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
15,PARANOIA,"Jonna Fraser",988089,https://open.spotify.com/track/5kHMdJLmN364FvFfky3AXI
16,"In My Mind",Dynoro,887809,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
17,"Promises (with Sam Smith)","Calvin Harris",874831,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
18,Señorita,"Young Ellens",847634,https://open.spotify.com/track/6uUSmhfdiOR7gYeTN430kA
19,Natural,"Imagine Dragons",835892,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
20,Djadja,"Aya Nakamura",827880,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
21,Shotgun,"George Ezra",808838,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
22,Rise,"Jonas Blue",750927,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
23,"Lief Zoals Je Bent",Maan,714851,https://open.spotify.com/track/6APqkt7c1dxMb69edPmHUA
24,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",672927,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
25,"High On Life (feat. Bonn)","Martin Garrix",655126,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
26,REMEDY,Alesso,649826,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
27,Youngblood,"5 Seconds of Summer",644916,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
28,"Electricity (with Dua Lipa)","Silk City",638173,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
29,"Eastside (with Halsey & Khalid)","benny blanco",632915,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
30,"MIA (feat. Drake)","Bad Bunny",628218,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
