,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Rompe,Priceless,1798262,https://open.spotify.com/track/4YaKdKVcrM6Gf5ZALtp0gI
2,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",1701339,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
3,"Don't Call Me Up",Mabel,1470605,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
4,"Als Het Avond Is","Suzan & Freek",1379062,https://open.spotify.com/track/3ciQQMSy1lKDqJbwU9l1LT
5,"Baby Momma","Yung Felix",1281198,https://open.spotify.com/track/1JPqCol2aFreho0bfkhiqc
6,"Last Man Standing","Yung Felix",1255199,https://open.spotify.com/track/7JqF4AHCyokdICrFYF91zE
7,Shallow,"Lady Gaga",1241887,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,IJskoud,Nielson,1202426,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
9,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",1139444,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
10,Scars,Snelle,1123407,https://open.spotify.com/track/3s3LHm3AI7jazWk0Rdg6Q3
11,Arcade,"Duncan Laurence",1083491,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
12,"Con Calma","Daddy Yankee",1078163,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
13,"Giant (with Rag'n'Bone Man)","Calvin Harris",1071917,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
14,DRUP,Bizzey,1026782,https://open.spotify.com/track/1fpmB97puEtPLW9ui8qEBw
15,"Fully Fendi","Mula B",1001512,https://open.spotify.com/track/1N8MStmoXxyf3cB1j5KtOZ
16,"Ride or Die","Djaga Djaga",952558,https://open.spotify.com/track/070Pfkehv3PXI2WNtFswLc
17,"7 rings","Ariana Grande",951097,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
18,"Big Man","Sevn Alias",947177,https://open.spotify.com/track/6bJ9c5VIx8jbf5U34qHAFm
19,"Sweet but Psycho","Ava Max",921196,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
20,"High Hopes","Panic! At The Disco",892302,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
21,Achtbaan,Frenna,866193,https://open.spotify.com/track/5AJq1BQcLQJ8iHCHluxEFO
22,"Ewa Ewa",Chivv,855895,https://open.spotify.com/track/7b4lZWvZtJowzSEI5sDSK6
23,Viraal,Frenna,825807,https://open.spotify.com/track/1oDGSDSB1WMKOJ9Uan2xhK
24,"Dancing With A Stranger (with Normani)","Sam Smith",818252,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
25,"Let Me Down Slowly","Alec Benjamin",799807,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
26,Sucker,"Jonas Brothers",797721,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
27,"Speechless (feat. Erika Sirola)","Robin Schulz",743301,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
28,"Diamond Heart","Alan Walker",696086,https://open.spotify.com/track/0nrWZWkJM62ftQJSI8fDc0
29,"break up with your girlfriend, i'm bored","Ariana Grande",690884,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
30,"Without Me",Halsey,682785,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
31,Panamera,Ashafar,676652,https://open.spotify.com/track/10Uvn3MavopnDgYERT1Z0H
32,"bury a friend","Billie Eilish",675417,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
33,"Always Remember Us This Way","Lady Gaga",671254,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
34,"Say My Name","David Guetta",648892,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
35,"Be Alright","Dean Lewis",619283,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
36,"Lost Without You",Krezip,608617,https://open.spotify.com/track/51wraBsCPN2svE8Ircwmlr
37,"No Sleep (feat. Bonn)","Martin Garrix",593994,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B
38,"Wine Remix","Djaga Djaga",593207,https://open.spotify.com/track/1MumngIw0q4ruL3wWl0Wlb
39,"Someone You Loved","Lewis Capaldi",588845,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
40,Talk,Khalid,574021,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
41,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",562166,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
42,"Verleden Tijd",Frenna,548469,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
43,"Before I Go","Guy Sebastian",532888,https://open.spotify.com/track/5vlTxb7BP5DWzpw8RgnzxR
44,"Santo Domingo (feat. Yxng Bane)",Dopebwoy,518687,https://open.spotify.com/track/1qM9CvktdKuwk7ppwoIq1o
45,"Daar Gaat Ze (Nooit Verdiend)","Dimitri Vegas & Like Mike",516314,https://open.spotify.com/track/1gnu3dukNUACZjNOF6NAwT
46,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",505890,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
47,"Let You Love Me","Rita Ora",500943,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
48,Louboutin,Frenna,489072,https://open.spotify.com/track/1nYj5Hv2ON80QokibDMvOE
49,"Happy Now",Kygo,470890,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
50,Lelijk,Kevin,463532,https://open.spotify.com/track/2w7dXgutYHpjzvvQm5O4oC
51,"Money Monica",Hansie,462496,https://open.spotify.com/track/0jnNF53wBDWdMFZTt0ZLe0
52,"Walk Me Home",P!nk,429949,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
53,"Who Do You Love","The Chainsmokers",423398,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
54,Fouilleren,Lena,415282,https://open.spotify.com/track/7rFEK3FMqPgb9BfUiqBf3E
55,"Blijf Bij Mij","Djaga Djaga",411830,https://open.spotify.com/track/0wT9btkEagBqkntR4MjV3x
56,fallin',Idaly,403860,https://open.spotify.com/track/1SveOxUxAxhrCWBhdfbjQu
57,HUTS,"The Blockparty",402377,https://open.spotify.com/track/0UMaqPntFC8dFOc7p3Iefj
58,Eredivisie,Snelle,397246,https://open.spotify.com/track/4HjYOxqdtFMS1eY2leQG3I
59,Happier,Marshmello,396327,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
60,Wow.,"Post Malone",395522,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
61,"i'm so tired...",Lauv,393160,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
62,"Sneaky Money (feat. Chivv & Boef)","Ali B",386278,https://open.spotify.com/track/6sWnV2GlPypADfr0UpMJxP
63,"Alles Designer",Fabiola,386240,https://open.spotify.com/track/4z5KmaaIHhZdIUlkaO6gFH
64,"Come My Way",Tabitha,385149,https://open.spotify.com/track/5wo3Opxvcc5SsszgmwV9Lh
65,"De Prijs",Bollebof,381042,https://open.spotify.com/track/2r2Ia3y2HhI9ZhvfnzoUdl
66,Kostbaar,"Yung Felix",378912,https://open.spotify.com/track/1Ij7SCruCh2914eH7V0XcK
67,"Murder On My Mind","YNW Melly",373006,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
68,"Promises (with Sam Smith)","Calvin Harris",371135,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
69,"wish you were gay","Billie Eilish",368636,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
70,"Bad Liar","Imagine Dragons",368327,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
71,POSITIE,Caza,362775,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
72,Insta,Bizzey,357754,https://open.spotify.com/track/6in4nDdWDOq0T9WL5juhIH
73,"Power Over Me","Dermot Kennedy",355853,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo
74,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",354754,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
75,"Barry Hayze",Donnie,351240,https://open.spotify.com/track/3PBz7CngitM6RvxDBSbRaq
76,Skyward,"Davina Michelle",350974,https://open.spotify.com/track/4WfhbGhvurJtwd7r0SCyV7
77,Regen,Frenna,338388,https://open.spotify.com/track/46V1YQy4dwmVG9zB5PkawO
78,365,Zedd,335333,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d
79,"Love Someone","Lukas Graham",331537,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
80,"BON VIBES","Chip Charlez",330544,https://open.spotify.com/track/441TTOb5ElpbqvuURj3tT3
81,"Hans Betaalt De Schade (feat. Chivv & Henkie T)","Delivio Reavon",325794,https://open.spotify.com/track/36UAh8lq8r62uopY9Du1w3
82,Ai,Tabitha,324070,https://open.spotify.com/track/2dEoEy7wqvJ4xq90lrPEwU
83,PIA,Frenna,322308,https://open.spotify.com/track/2u23s4M0ATWN9rAuJBt0sT
84,Kibbelingkraam,Snelle,321472,https://open.spotify.com/track/2V5kHFPcruQFGNa0ONSj4R
85,Culo,Bizzey,316042,https://open.spotify.com/track/442ctQ3OBBk8aMo3Ma3wRX
86,Akrapovic,Woenzelaar,314092,https://open.spotify.com/track/1kY5YbyVGEVVxi5KOV38E8
87,"thank u, next","Ariana Grande",311717,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
88,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",310957,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
89,"Niet Voor Mij",Ismo,304543,https://open.spotify.com/track/5zWKQ5dFxsDxh7tymqiOjL
90,Shotgun,"George Ezra",298874,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
