,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Roses - Imanbek Remix","SAINt JHN",1396017,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
2,"Toosie Slide",Drake,1380564,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
3,"Blinding Lights","The Weeknd",1300861,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,"17 Miljoen Mensen - Live @538 in Ahoy","Davina Michelle",1287354,https://open.spotify.com/track/7e42rjxCt8tPjglU9VyBcz
5,"Video Vixen","Bilal Wahib",1138164,https://open.spotify.com/track/0PEPCo71Ys1EBtTAnYCgw4
6,"Breaking Me",Topic,1053844,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
7,Supalonely,BENEE,1020751,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
8,"Het Is Al Laat Toch",Racoon,980717,https://open.spotify.com/track/5OhjkylPjKnmR7I2gnVNwz
9,"Jongen Van De Straat","Lil Kleine",968638,https://open.spotify.com/track/1dbI31tdknCDHwJ9j6yGYB
10,"death bed (coffee for your head)",Powfu,922005,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
11,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,905150,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
12,"Intentions (feat. Quavo)","Justin Bieber",856688,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
13,"Don't Start Now","Dua Lipa",830463,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
14,"Loop Niet Weg","Kris Kross Amsterdam",796190,https://open.spotify.com/track/7fmExiQZjHLyDv5SC1EhDg
15,"Break My Heart","Dua Lipa",783904,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
16,"Say So","Doja Cat",783526,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
17,"THE SCOTTS","THE SCOTTS",773184,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
18,"Wat Is Je Naam","Yxng Le",740582,https://open.spotify.com/track/4SlqfJkQNAS7A5cvjBvQ3C
19,"Before You Go","Lewis Capaldi",725599,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
20,"Never Seen the Rain","Tones And I",716851,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
21,"In Your Eyes (feat. Alida)","Robin Schulz",710233,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
22,"Pa Olvidarte (Beste Zangers Seizoen 2019)","Emma Heesters",698203,https://open.spotify.com/track/1RO8Q3w2Jkir8cvvGEApI0
23,Smoorverliefd,Snelle,693892,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
24,"Beat Me - Official Song F1 Dutch Grand Prix","Davina Michelle",671682,https://open.spotify.com/track/14gRdLQLwq1qn9chxmAEBY
25,"In Your Eyes","The Weeknd",662949,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
26,"Christian Dior",Dopebwoy,656126,https://open.spotify.com/track/101Guv5qCWiDv0rufQuhmX
27,"ily (i love you baby) (feat. Emilee)","Surf Mesa",654680,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
28,"Dance Monkey","Tones And I",644396,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
29,"Soldier On",DI-RECT,625724,https://open.spotify.com/track/5ciRElWhvA0LuG2hQi90Ie
30,"Alone, Pt. II","Alan Walker",614199,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
31,"Weg Van Jou","Suzan & Freek",594149,https://open.spotify.com/track/33wHYQYh10c3XmaAtGkTEn
32,"Roller Coaster","Danny Vera",582186,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
33,"Rode Wijn",Maan,571442,https://open.spotify.com/track/4BIS9PtQ3zf5IWYpWZxzjb
34,"Perfect (feat. Haris)","Lucas & Steve",561538,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
35,Vandaan,"Lil Kleine",547943,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
36,Physical,"Dua Lipa",534467,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
37,"Blueberry Faygo","Lil Mosey",534139,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
38,"The Box","Roddy Ricch",530005,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
39,Underdog,"Alicia Keys",522821,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig
40,"Sunday Best",Surfaces,520515,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
41,"Drown (feat. Clinton Kane)","Martin Garrix",516123,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
42,Venus,Frenna,492226,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
43,"What A Man Gotta Do","Jonas Brothers",481325,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
44,"I’m Ready (with Demi Lovato)","Sam Smith",467180,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
45,"Someone You Loved","Lewis Capaldi",461905,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
46,"Know Your Worth",Khalid,453732,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
47,"Pain 1993 (with Playboi Carti)",Drake,443920,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
48,"Busje (feat. Chivv & Lauwtje)",Zefanio,431990,https://open.spotify.com/track/7hj4Xv47rqWXyEZRmmQm7G
49,"Slapen Met Het Licht Aan",Tabitha,422915,https://open.spotify.com/track/1aP9YZG3Pghfa1aBlNV6ts
