,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",2364090,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
2,Louboutin,Frenna,1999505,https://open.spotify.com/track/1nYj5Hv2ON80QokibDMvOE
3,HUTS,"The Blockparty",1857285,https://open.spotify.com/track/0UMaqPntFC8dFOc7p3Iefj
4,"thank u, next","Ariana Grande",1506172,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
5,"Freak In The Weekend",Frenna,1445149,https://open.spotify.com/track/19CB086TjdU7dRi3JN9SzY
6,"Verleden Tijd",Frenna,1423475,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
7,"Sweet but Psycho","Ava Max",1413389,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
8,Speciaal,Frenna,1257822,https://open.spotify.com/track/1IJ2kXcVKw9Of3weornLMo
9,Regen,Frenna,1213019,https://open.spotify.com/track/46V1YQy4dwmVG9zB5PkawO
10,Culo,Bizzey,1207951,https://open.spotify.com/track/442ctQ3OBBk8aMo3Ma3wRX
11,"Rolls Sessie",Boef,1068656,https://open.spotify.com/track/1mXVrp2xlVMwZ0Jm517SVh
12,"Door 'T Lint",Frenna,1068266,https://open.spotify.com/track/0z0Pk75yqCn7q8XUmBI5Mc
13,"All I Want for Christmas Is You","Mariah Carey",1019501,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
14,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",996843,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
15,"Let You Love Me","Rita Ora",933327,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
16,SLIDE,Caza,917109,https://open.spotify.com/track/0cvgns9yWdycXStdjLzoZT
17,"Be Alright","Dean Lewis",911652,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
18,Shallow,"Lady Gaga",872189,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
19,COCA,Bizzey,821511,https://open.spotify.com/track/33WwBBS0kVcHBvb3iuVRY0
20,"Promises (with Sam Smith)","Calvin Harris",810463,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
21,Happier,Marshmello,772882,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
22,"Timer Tot Tien",Frenna,748425,https://open.spotify.com/track/763mfi3yWFON1uTqnZj8Vo
23,"Happy Now",Kygo,715473,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
24,KIKA,6ix9ine,712334,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
25,"In My Mind",Dynoro,696745,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
26,Voorbij,Josylvio,696601,https://open.spotify.com/track/4nQnGxDEOBy5PUihTPSdIZ
27,"Santa Tell Me","Ariana Grande",637286,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
28,VVS,Frenna,630693,https://open.spotify.com/track/5NcCNp9DU4FenhmUTw6wwa
29,"wine slow - remix",Idaly,621731,https://open.spotify.com/track/4sfdFMNDcc0Aw9DuwEksAn
30,"Last Christmas",Wham!,620275,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
31,PARANOIA,"Jonna Fraser",616821,https://open.spotify.com/track/5kHMdJLmN364FvFfky3AXI
32,"Ik Leef",Broertje,610974,https://open.spotify.com/track/0JrICQtDkevyFIvzvqqXyV
33,Pray,Frenna,604193,https://open.spotify.com/track/4F9uSTXK4AJQJ92INsDFC3
34,Youngblood,"5 Seconds of Summer",597396,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
35,Djadja,"Aya Nakamura",596517,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
36,IJskoud,Nielson,596328,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
37,Dimelo,Frenna,595040,https://open.spotify.com/track/6AFGwlVI9rq9JmOfnHe9AJ
38,Natural,"Imagine Dragons",588520,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
39,Rise,"Jonas Blue",568626,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
40,"Da Vinci",Frenna,561506,https://open.spotify.com/track/3cUXFiwFzl9pPc6nWgecfE
41,"High On Life (feat. Bonn)","Martin Garrix",560166,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
42,Copines,"Aya Nakamura",555346,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
43,Shotgun,"George Ezra",551768,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
44,"Woman Like Me (feat. Nicki Minaj)","Little Mix",550273,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
45,Darkside,"Alan Walker",549872,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
46,Capuchon,Frenna,538815,https://open.spotify.com/track/4yMsaSuT86QKfdAn7NWVVK
47,"TIC TOC",6ix9ine,535128,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
48,"Wild Wild Son (feat. Sam Martin)","Armin van Buuren",525283,https://open.spotify.com/track/5dRlU4dgX4t0K1wQuFLPsN
49,"Eastside (with Halsey & Khalid)","benny blanco",520732,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
50,Señorita,"Young Ellens",520534,https://open.spotify.com/track/6uUSmhfdiOR7gYeTN430kA
51,"Without Me",Halsey,489771,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
52,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",476228,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
53,"when the party's over","Billie Eilish",475057,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
54,"Electricity (with Dua Lipa)","Silk City",454608,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
55,"High Hopes","Panic! At The Disco",449747,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
56,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",438009,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
57,"Lief Zoals Je Bent",Maan,432139,https://open.spotify.com/track/6APqkt7c1dxMb69edPmHUA
58,"Ik Heb Je Nodig","Kraantje Pappie",426713,https://open.spotify.com/track/2z4b4AQOpfUX1ywADCPbgK
59,"It's Beginning to Look a Lot like Christmas","Michael Bublé",415357,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
60,Amigo,Frenna,415233,https://open.spotify.com/track/7fgmq0OFaDBIfq83oKLY2R
61,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",413564,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
62,REMEDY,Alesso,407595,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
63,"Say My Name","David Guetta",397770,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
64,MAMA,6ix9ine,394955,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo
65,Rockster,Frenna,394279,https://open.spotify.com/track/54cjK7ycXLoM6Szk5EYNKl
66,"Bohemian Rhapsody - Remastered 2011",Queen,383686,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
67,"Oh La La - Titelsong Van De Film ‘Bon Bini Holland 2’",Broederliefde,382407,https://open.spotify.com/track/1gZ83gooEktkgI1W46rqvu
68,"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)",$hirak,377172,https://open.spotify.com/track/77wz2VtAwxAwYOGTJrZBKT
69,"Going Bad (feat. Drake)","Meek Mill",375238,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
70,"Happy Now",Zedd,369233,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
71,"Come My Way",Tabitha,362377,https://open.spotify.com/track/5fpTIIkao9OkzE0EYLqBqQ
72,"Ruin My Life","Zara Larsson",360168,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
73,"Love Someone","Lukas Graham",358765,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
74,"MIA (feat. Drake)","Bad Bunny",357686,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
75,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,353884,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
76,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",347096,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
77,"Bad Liar","Imagine Dragons",342371,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
78,Mistletoe,"Justin Bieber",340841,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
79,"Hurt Somebody","Noah Kahan",335820,https://open.spotify.com/track/7apizLyhMRutg3ccXvr2qv
80,Drama,Bizzey,334615,https://open.spotify.com/track/7iQKG3ZjRF4EEhUulo514R
81,"Voor Jou (feat. Tabitha)",Qucee,329988,https://open.spotify.com/track/5JKI2BLEkNzDNJ1XuuFCRe
82,"Mr Lova (feat. Zefanio & Ir Sais)","Yung Felix",325885,https://open.spotify.com/track/6A7E3kp8GA1mjwF4HA9JmO
83,"Lucid Dreams","Juice WRLD",325553,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
84,"Girls Like You (feat. Cardi B)","Maroon 5",323801,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
85,"It's the Most Wonderful Time of the Year","Andy Williams",323141,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
86,"Driving Home for Christmas","Chris Rea",321277,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
87,"Do They Know It's Christmas? - 1984 Version","Band Aid",320330,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
88,"SICKO MODE","Travis Scott",320179,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
89,"Jingle Bell Rock","Bobby Helms",319948,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
90,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",318782,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
91,"LEKKER MET DE MEIDEN",MEROL,318324,https://open.spotify.com/track/299LhIMXI22rIBL96xjJ0S
92,"Lost In Japan - Remix","Shawn Mendes",309662,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
93,Parkeerplaats,"Jermaine Niffer",305668,https://open.spotify.com/track/3QYFKyfwyTaISlxpJRqpkf
94,Better,Khalid,303510,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
95,"New Light","John Mayer",302904,https://open.spotify.com/track/40FLJc17FMZaPmCQEEZgB0
96,"Mo Bamba","Sheck Wes",299742,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
97,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",298101,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
98,"Better Now","Post Malone",285452,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
99,"Hey Meisje",Esko,282039,https://open.spotify.com/track/1c7Kh2uMMxG7k4QqNjjg95
100,WAKA,6ix9ine,279137,https://open.spotify.com/track/6o79O9qBP3OAkWOXajAQIS
101,"lovely (with Khalid)","Billie Eilish",276988,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
102,"Mijn Schuld",Bokoesam,276106,https://open.spotify.com/track/0ZmFDQFhafge9xJvCFfP4v
103,"One Kiss (with Dua Lipa)","Calvin Harris",273631,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
104,SAD!,XXXTENTACION,272107,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
105,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",269086,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
106,"Chemistry (feat. Mula B)",Architrackz,268772,https://open.spotify.com/track/32KaEzzoNXtjTyMT55ZT7y
107,"Underneath the Tree","Kelly Clarkson",267847,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
108,"Kiss and Make Up","Dua Lipa",267635,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
109,"Hoe Je Bent",Broederliefde,267626,https://open.spotify.com/track/2a01mRS1QctP7EvmMFoPee
110,"LA VIDA LOCA","Jonna Fraser",267414,https://open.spotify.com/track/2c5sqTX6jCEzmLsAsPMmT7
111,"J'ai Déconné",Latifah,267343,https://open.spotify.com/track/51PcB5453BMTM18V0hru79
112,LIT,SBMG,262666,https://open.spotify.com/track/76OfzNtY3nG5hCnh5COSjt
113,RATATA,Boef,262224,https://open.spotify.com/track/27NrAjsDk7GoH6ybEXkrC5
114,"Daar Wordt Aan De Deur Geklopt","Noord-Hollands Kinderkoor",257886,https://open.spotify.com/track/1NQtmxP01Lsmxw88MPJiyi
115,"lil mama",Idaly,256317,https://open.spotify.com/track/3aMI0cu9YaZfyJTJMS89Ey
116,"Rauw (feat. Pyramids)",Jayh,252928,https://open.spotify.com/track/0ht8WhfnGlR3QQ0hZ8ZWul
117,"De Zak Van Sinterklaas (feat. Sinterklaasliedjes)",Kinderliedjes,252885,https://open.spotify.com/track/2M53SrmOt9tgfLEBrsqjN1
118,"Zoutelande (feat. Geike)",BLØF,252079,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
119,"Liefde In De Lucht","Kraantje Pappie",248345,https://open.spotify.com/track/0jRdDTDXuDEwTQ78svtNDH
120,"Rockin' Around The Christmas Tree","Brenda Lee",247444,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
121,"Omarm Me","Ronnie Flex",247060,https://open.spotify.com/track/1lWBPQBghFHdpLbE6UnNc6
122,"Zie Ginds Komt De Stoomboot","Noord-Hollands Kinderkoor",247059,https://open.spotify.com/track/2wC30lLCl3n4QERyZd0pWW
123,"My Money (feat. Bokoesam, Bizzey & Dopebwoy)",$hirak,246760,https://open.spotify.com/track/0X46CPFsAMAPobzEgEhQAm
124,breathin,"Ariana Grande",246534,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
125,"Zie Ginds Komt De Stoomboot (feat. Sinterklaasliedjes)",Kinderliedjes,244618,https://open.spotify.com/track/3TKZ1WIvUj4A6wxhTRM7YF
126,Zegen,Jairzinho,244039,https://open.spotify.com/track/6h039vgWxRfwj0SOs43pnF
127,Nightvision,Broederliefde,243151,https://open.spotify.com/track/4cHAdwWmhk4muLMNUAKAqg
128,"Hoor Wie Klopt Daar Kinderen","Noord-Hollands Kinderkoor",239681,https://open.spotify.com/track/1cqPLxACqyzzWXND3hkaoa
129,"come out and play","Billie Eilish",238895,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
130,"Jongens, Heb Je Het Al Vernomen (feat. Sinterklaasliedjes)",Kinderliedjes,238544,https://open.spotify.com/track/1blaRZGtUXHxAsjTd5oL1G
131,"Don't Stop Me Now - Remastered 2011",Queen,238434,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
132,BUK,ValsBezig,236030,https://open.spotify.com/track/0RyBrDPSh7alcvWdRApQd6
133,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,233753,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
134,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",232682,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
135,"Leave a Light On","Tom Walker",232323,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
136,"Oh, Kom Er Eens Kijken (feat. Sinterklaasliedjes)",Kinderliedjes,231211,https://open.spotify.com/track/7v4GnQaqzIM68oFPHnidaS
137,"Hop, Hop, Hop, Paardje In Galop","Noord-Hollands Kinderkoor",230002,https://open.spotify.com/track/0TrPmFDBPm81dRqHKTjB9O
138,"Solo (feat. Demi Lovato)","Clean Bandit",229262,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
