,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mood (feat. iann dior)",24kGoldn,1917366,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,"Head & Heart (feat. MNEK)","Joel Corry",1366988,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
3,"Más Más Más","Rolf Sanchez",1345138,https://open.spotify.com/track/32Q0JiYuVr2mcxfRIPyEBS
4,"Als Ik Je Niet Zie",Kevin,1286694,https://open.spotify.com/track/2hMdCCMj0G4hkiyLkSnkf8
5,"Holy (feat. Chance The Rapper)","Justin Bieber",1216863,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
6,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1184830,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
7,"De Overkant","Suzan & Freek",1104868,https://open.spotify.com/track/4afGO0WTInDhK2C3dolz8z
8,"Jerusalema (feat. Nomcebo Zikode)","Master KG",1086382,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
9,"Ik Kom Je Halen",Kevin,964046,https://open.spotify.com/track/5JV3hs61V6ksvDh3p1BQPU
10,"Watermelon Sugar","Harry Styles",913318,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
11,"Savage Love (Laxed - Siren Beat)","Jawsh 685",912068,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
12,"Kings & Queens","Ava Max",882620,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
13,"Vakantie (with Jonna Fraser)",Dopebwoy,879308,https://open.spotify.com/track/2sE0IOF0pCl7hd4pi5QpgI
14,"Tout Est Bon",Boef,844375,https://open.spotify.com/track/1tA3foex0E78CzVzNkDhdf
15,"you broke me first","Tate McRae",805140,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
16,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",786051,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
17,"Jolie nana","Aya Nakamura",749854,https://open.spotify.com/track/34FbkFgAbv4ffvhL2XQMVm
18,"WAP (feat. Megan Thee Stallion)","Cardi B",736526,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
19,"Far Away From Home (feat. Leony)","Sam Feldt",725058,https://open.spotify.com/track/0Y9qJSwdV2LvPnFmAbNIc8
20,"Take You Dancing","Jason Derulo",722046,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
21,"Champagne Papi (feat. SRNO)",Dopebwoy,716033,https://open.spotify.com/track/4mb37TzSm999Q4y0izsBU5
22,"Ietsjes Later",Kevin,697594,https://open.spotify.com/track/1wJP6sZbNqRjNEGNQSRJp5
23,Tigers,"Bilal Wahib",684492,https://open.spotify.com/track/7jnaow1bGpKO2VkgtYE8Vv
24,Dynamite,BTS,677059,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
25,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",672123,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
26,"Mij Niet Eens Gezien","Kris Kross Amsterdam",668788,https://open.spotify.com/track/39X7P5VjmG0zk8efBJL2HD
27,"Someone To You",BANNERS,668134,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
28,MAMACITA,"Black Eyed Peas",663049,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
29,"What You Know Bout Love","Pop Smoke",616804,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
30,"Mood Swings (feat. Lil Tjay)","Pop Smoke",605530,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
31,Alane,"Robin Schulz",592190,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI
32,"Paper Zien - Remix","Yssi SB",581816,https://open.spotify.com/track/1YnCInissFkmQTfZv3k2mT
33,"Midnight Sky","Miley Cyrus",581312,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
34,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,575636,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
35,Spiritual,$hirak,571608,https://open.spotify.com/track/4PSltAygj37fHdUccvL1x5
36,"Ik Hou Van Mij",Tabitha,571458,https://open.spotify.com/track/4MjooJIs3IwEip093y7fBZ
37,"4 The Win","Sevn Alias",570174,https://open.spotify.com/track/0Q8RIw6lVFfUAhieXZLLPV
38,"De Echte Vent",Racoon,566662,https://open.spotify.com/track/01MCHGtGZHtYVeVUNqgMbC
39,"Rover (feat. DTG)",S1mba,545340,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
40,Kleur,Snelle,542615,https://open.spotify.com/track/6yBPWtwnlHgRTHfxK1MPwJ
