,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,"thank u, next",Ariana Grande,2566600,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,ZEZE (feat. Travis Scott & Offset),Kodak Black,1382892,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
3,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1342933,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
4,SICKO MODE,Travis Scott,1209771,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
5,Mo Bamba,Sheck Wes,1176558,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
6,Without Me,Halsey,1161978,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
7,Happier,Marshmello,1102961,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1061644,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
9,MIA (feat. Drake),Bad Bunny,972369,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
10,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,972201,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
11,Better,Khalid,960338,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
12,Drip Too Hard (Lil Baby & Gunna),Lil Baby,885491,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
13,Shallow,Lady Gaga,841601,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
14,Space Cadet (feat. Gunna),Metro Boomin,812038,https://open.spotify.com/track/5gub2bpJRgJP4m4MliqtdV
15,when the party's over,Billie Eilish,809754,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
16,10 Freaky Girls (with 21 Savage),Metro Boomin,809446,https://open.spotify.com/track/43lYaovU2FoeuBMNusVVVW
17,No Stylist (feat. Drake),French Montana,777046,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
18,Lucid Dreams,Juice WRLD,731317,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
19,Nonstop,Drake,700591,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
20,Don't Come Out The House (with 21 Savage),Metro Boomin,681717,https://open.spotify.com/track/1m6lqaLvUTxPjOo98fJH8U
21,I Love It (& Lil Pump),Kanye West,674970,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
22,Eastside (with Halsey & Khalid),benny blanco,660717,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
23,Better Now,Post Malone,655803,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
24,Youngblood,5 Seconds of Summer,630476,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
25,Suncity (feat. Empress Of),Khalid,621077,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
26,Money,Cardi B,595661,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
27,Fine China,Future,592463,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
28,Overdue (with Travis Scott),Metro Boomin,583777,https://open.spotify.com/track/2mYDDUkBcgFNBqkWctyyuc
29,SAD!,XXXTENTACION,570509,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
30,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,559922,https://open.spotify.com/track/4edS9dC0JPBlSS4p4gMOT0
31,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,558174,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
32,Taste (feat. Offset),Tyga,555319,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
33,Kiss and Make Up,Dua Lipa,555028,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
34,In My Feelings,Drake,550246,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
35,Falling Down - Bonus Track,Lil Peep,542163,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
36,Leave Me Alone,Flipp Dinero,537406,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
37,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,532896,https://open.spotify.com/track/1HLL8X0LH20F6Z9SLXLIjr
38,Moonlight,XXXTENTACION,522916,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
39,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,520321,https://open.spotify.com/track/6osMzmRHCVETbZMHceLRmh
40,Noticed,Lil Mosey,513815,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
