,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,positions,Ariana Grande,1867902,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7
2,Mood (feat. iann dior),24kGoldn,1567586,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1302701,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
4,What You Know Bout Love,Pop Smoke,1141410,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
5,Lonely (with benny blanco),Justin Bieber,1130418,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
6,Forever After All,Luke Combs,1106452,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
7,Holy (feat. Chance The Rapper),Justin Bieber,1028166,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
8,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1015465,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
9,WAP (feat. Megan Thee Stallion),Cardi B,1011481,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
10,Laugh Now Cry Later (feat. Lil Durk),Drake,888769,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
11,ROCKSTAR (feat. Roddy Ricch),DaBaby,837824,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
12,Put Your Records On,Ritt Momney,764821,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
13,Spicy (feat. Post Malone),Ty Dolla $ign,741393,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP
14,Be Like That - feat. Swae Lee & Khalid,Kane Brown,739209,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
15,Tyler Herro,Jack Harlow,718850,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
16,Wonder,Shawn Mendes,716884,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
17,Dreams - 2004 Remaster,Fleetwood Mac,704705,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
18,Savage Love (Laxed - Siren Beat),Jawsh 685,701571,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
19,Come & Go (with Marshmello),Juice WRLD,697759,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
20,Watermelon Sugar,Harry Styles,685586,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
21,Blinding Lights,The Weeknd,672392,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
22,you broke me first,Tate McRae,669157,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
23,Dynamite,BTS,662245,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
24,POPSTAR (feat. Drake),DJ Khaled,662166,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
25,Roses - Imanbek Remix,SAINt JHN,630215,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
26,Breaking Me,Topic,597361,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
27,my ex's best friend (with blackbear),Machine Gun Kelly,585413,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
28,Mood Swings (feat. Lil Tjay),Pop Smoke,580618,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
29,Heather,Conan Gray,549544,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
30,Someone You Loved,Lewis Capaldi,534336,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,Wishing Well,Juice WRLD,527731,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
32,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,524762,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
33,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,523972,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
34,SO DONE,The Kid LAROI,517757,https://open.spotify.com/track/5psEZhQu6lukjhavJo4AbC
35,Midnight Sky,Miley Cyrus,509129,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
36,Runnin,21 Savage,508898,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
37,Before You Go,Lewis Capaldi,508488,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
38,Blueberry Faygo,Lil Mosey,495807,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
39,Wolves (feat. Post Malone),Big Sean,492800,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ
40,Head & Heart (feat. MNEK),Joel Corry,489927,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
41,Mr. Right Now (feat. Drake),21 Savage,489745,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj
42,Levitating (feat. DaBaby),Dua Lipa,484938,https://open.spotify.com/track/6OqrJqDMu15AGJHJazg9Nr
43,Take You Dancing,Jason Derulo,478173,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
44,Martin & Gina,Polo G,469067,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
45,Dance Monkey,Tones And I,459797,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
46,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,458950,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
47,24 (feat. Lil Baby),Money Man,456886,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5
48,Circles,Post Malone,425159,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
49,Daisy,Ashnikko,405796,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
50,The Box,Roddy Ricch,396270,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
51,Sofia,Clairo,392114,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
52,YouÅfre Mines Still (feat. Drake),Yung Bleu,384241,https://open.spotify.com/track/7E2C5rBLpCKwQlhJPVFBRS
53,Lucid Dreams,Juice WRLD,377713,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
54,Train Wreck,James Arthur,376472,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
55,Go Crazy,Chris Brown,375513,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
56,Smile (with The Weeknd),Juice WRLD,373583,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
57,Got It On Me,Pop Smoke,369762,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
58,death bed (coffee for your head),Powfu,366702,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
59,Rain On Me (with Ariana Grande),Lady Gaga,364710,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
60,GREECE (feat. Drake),DJ Khaled,364579,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
61,Dior,Pop Smoke,364077,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
62,If the World Was Ending - feat. Julia Michaels,JP Saxe,361292,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
63,Ice Cream (with Selena Gomez),BLACKPINK,358577,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
64,Whoopty,CJ,356940,https://open.spotify.com/track/1RSzyxqtIO4yX3EyiV4zT5
65,Robbery,Juice WRLD,354557,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
66,Diamonds,Sam Smith,346909,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv
67,Intentions (feat. Quavo),Justin Bieber,345792,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
68,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,341950,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
