,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,HIGHEST IN THE ROOM,Travis Scott,2121892,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
2,Circles,Post Malone,1397005,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
3,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1288282,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
4,"10,000 Hours (with Justin Bieber)",Dan + Shay,1259984,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
5,Dance Monkey,Tones And I,1125564,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
6,Someone You Loved,Lewis Capaldi,1124953,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
7,Lights Up,Harry Styles,1100911,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
8,hot girl bummer,blackbear,968949,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
9,Se?orita,Shawn Mendes,962146,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
10,Memories,Maroon 5,950092,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
11,Ransom,Lil Tecca,894902,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
12,Lalala,Y2K,837686,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
13,Truth Hurts,Lizzo,817347,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
14,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,792707,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
15,Behind Barz - Bonus,Drake,787876,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
16,Beautiful People (feat. Khalid),Ed Sheeran,755584,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
17,223's (feat. 9lokknine),YNW Melly,730256,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
18,Goodbyes (Feat. Young Thug),Post Malone,726599,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
19,Camelot,NLE Choppa,720433,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
20,Money In The Grave (Drake ft. Rick Ross),Drake,711637,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
21,Panini,Lil Nas X,688533,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
22,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,684380,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
23,bad guy,Billie Eilish,681226,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
24,Good as Hell,Lizzo,667177,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
25,Stuck In A Dream (feat. Gunna),Lil Mosey,653980,https://open.spotify.com/track/5hDAT527wXWNBnJlujhuUs
26,Hot (feat. Gunna),Young Thug,652717,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
