,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,ROXANNE,Arizona Zervas,1645129,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
2,Dance Monkey,Tones And I,1613571,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,everything i wanted,Billie Eilish,1270414,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
4,LOYAL (feat. Drake),PARTYNEXTDOOR,1252399,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS
5,Circles,Post Malone,1197815,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,HIGHEST IN THE ROOM,Travis Scott,1052298,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
7,Someone You Loved,Lewis Capaldi,1037838,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
8,Heartless,The Weeknd,1016536,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
9,Memories,Maroon 5,1009413,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
10,Falling,Trevor Daniel,940946,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
11,Lose You To Love Me,Selena Gomez,887631,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
12,hot girl bummer,blackbear,813223,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
13,Don't Start Now,Dua Lipa,795709,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
14,Bandit (with YoungBoy Never Broke Again),Juice WRLD,778078,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
15,All I Want for Christmas Is You,Mariah Carey,711546,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
16,Se?orita,Shawn Mendes,685380,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
17,"10,000 Hours (with Justin Bieber)",Dan + Shay,684242,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
18,Watermelon Sugar,Harry Styles,674753,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
19,Before You Go,Lewis Capaldi,674285,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
20,BOP,DaBaby,646256,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
21,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,616271,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
22,bad guy,Billie Eilish,606134,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
23,Woah,Lil Baby,602825,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
24,Stuck In A Dream (feat. Gunna),Lil Mosey,597454,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
25,Ransom,Lil Tecca,583585,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
26,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,571825,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
27,223's (feat. 9lokknine),YNW Melly,557232,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
28,Beautiful People (feat. Khalid),Ed Sheeran,549731,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
29,Lalala,Y2K,547701,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
30,Money In The Grave (Drake ft. Rick Ross),Drake,547400,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
31,6 Kiss,Trippie Redd,544053,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58
